Data is averaged from all the data from NIST web application (https://trc.nist.gov/MetalsAlloyUI/).
Temperature (K)	Density (kg/m^3)

21.36	2330.28
296.24	2334.17
617.44	2336.11
719.36	2338.06
830.54	2332.22
950.99	2330.28
1062.18	2326.39
1191.89	2322.5
1296.9	2322.5
1420.44	2310.84
1534.71	2310.84
1645.9	2295.28
1692.23	2549.99
1769.44	2534.43
1825.03	2509.16
1914.6	2481.94
2004.16	2458.6
