%H field first colomn	Temp row	Mag data array
0.0000		102.3824		152.1846		202.6384		212.4970		222.3555		232.3056		241.9836		246.9286		251.8736		253.8532		255.8328		257.8124		259.7920		261.7716		262.7936		263.8156		264.8321		265.8486		266.8314		267.8961		268.8821		269.8676		270.8258		271.8151		272.8489		273.8049		274.8537		275.8593		276.8414		277.8672		278.8140		279.8175		280.7812		281.7762		283.7515		285.6899		287.6647		289.6518		291.6516		293.5752		295.5516		297.4317		299.3409		301.2836		306.1642		311.0218		
0.0100		998564.7705		933223.7666		896668.4321		879891.4793		893556.6673		837321.0905		806625.8659		786590.4829		775505.8455		748404.1970		733953.1541		717703.1247		698058.3924		677114.5501		664072.8664		651081.0897		635065.1193		622623.9182		596618.1084		574829.3539		548139.2124		343642.0779		482417.7549		438377.5160		388627.7565		323306.8671		242644.0820		180006.7329		109640.7515		31915.6656		22631.0761		13128.1744		9724.6873		-2119.7475		1550.3691		7659.1532		1041.8561		-740.7672		1569.0679		3876.7303		1351.6050		-1552.5010		1098.9369		1370.5712		2928.7535		   NaN		
0.0200		1002514.5549		953383.4532		901453.1572		883432.4646		888961.4310		841609.1547		810264.0837		793734.1365		771949.3024		752754.4609		737741.3793		722635.1332		702572.4469		680896.7182		669203.5144		656420.4042		639425.8676		622903.4166		601630.1218		581462.3921		553355.7603		362939.1912		488296.4169		444616.2473		401689.1715		330972.5070		255584.2312		198622.4949		126108.8201		77338.5109		44112.3078		27179.2046		18527.0412		-5224.9746		9287.7980		10594.8942		-293.2772		-875.7682		3521.2996		3054.5064		2663.5078		-1958.4709		2156.8230		2431.1381		9328.3662		   NaN		
0.0300		1006449.9576		966266.8913		906193.6897		886783.7468		875168.5660		845438.8321		813837.8183		797422.3011		769271.1029		756967.4916		741635.5080		726885.5176		706860.7894		684722.6575		673591.3728		660511.5748		644436.8452		626925.4829		606783.5758		586888.1925		558191.1390		533333.5728		492572.7017		451342.4708		406909.7845		340294.6278		269025.5038		212672.5859		146230.0803		94658.7842		60729.4435		38578.5216		28381.2551		21188.7137		13901.0871		10056.5799		818.2250		6280.5676		5246.1697		4542.4912		3968.1912		-5441.0321		3200.3501		2902.2918		7042.4728		-25708.9590		
0.0400		1010299.8514		969860.5645		910854.8295		890121.0466		872234.4699		849023.7296		817396.7423		798598.9952		772955.5097		760625.1305		745608.2996		730527.0996		710956.5856		688502.0391		677266.1746		664146.0623		648451.5316		630945.5629		611709.3911		591430.4523		562760.9088		535266.3074		497701.0899		457748.2504		409349.2133		348344.2231		281117.3826		224257.5136		161397.3291		108596.8351		72312.6200		49462.4101		36896.8797		28133.9439		18356.5768		13404.3421		6902.9938		8338.2162		6970.0925		6027.9859		5272.6964		-11883.6022		4242.3921		3841.9993		2047.4060		2692.6420		
0.0500		1014009.5204		973194.6783		915381.2011		893448.2281		875626.7073		852561.4318		820922.5581		802052.6416		776522.4068		763967.5952		749501.7800		733991.5773		714957.7937		692334.4409		680897.4230		667884.5046		652288.8089		634901.9123		615922.9562		595319.6831		567115.3635		539908.7521		502778.3948		463060.5785		413772.8347		355939.5441		291665.4645		233173.8883		173420.2804		120580.8150		83157.3766		59973.4863		45116.6642		34842.5808		22780.8798		16652.8961		12271.5545		10389.3267		8693.5322		7511.1476		6574.5129		-10137.1986		5280.7422		4784.3213		3928.3832		3346.2571		
0.0600		1017521.8659		976538.0434		919714.3169		896769.1178		878885.8510		855900.9578		824400.7768		805339.6055		779984.8110		767228.6196		753152.6537		737375.3517		719046.5990		696166.4549		684477.6539		671609.6218		656047.2905		638789.9398		619895.0157		598849.2050		571440.7580		543812.0623		507666.5557		468424.5123		419420.0195		363152.9412		300544.5084		240350.5110		183395.7487		132367.7629		93714.2481		69919.7805		52855.4938		41265.7652		27190.6700		19856.7113		15338.5321		12438.6686		10417.3562		8989.3749		7867.8617		3808.2829		6315.7722		5726.9402		4699.8180		3998.8193		
0.0700		1020824.0794		979819.1553		918115.2597		900086.1814		882101.4519		859068.7277		827819.0574		808237.8400		783346.5487		770485.9637		756754.4501		740710.3167		722993.4905		699929.4729		688019.7663		675055.9703		659640.3665		642610.6845		623666.1787		602493.4765		575718.5825		547713.1316		512373.0021		473712.4293		424816.5483		369974.5710		307898.8698		249073.8736		192166.6146		143032.3632		104116.3446		79563.4362		60040.4707		47465.1466		31594.2093		23053.8047		17843.8987		14487.8871		12142.7381		10459.6509		9154.9052		8172.3202		7348.3427		6670.2971		5470.2023		4650.6683		
0.0800		1024022.0458		982977.9406		921463.3015		903397.5556		885190.2893		861947.4089		831169.3845		811088.7446		786465.5041		773591.2182		760176.5868		743933.6806		726178.6656		703577.5093		691508.7102		678315.3852		662981.8045		646190.5984		627022.4600		606198.5429		579921.6287		551784.5239		516816.8874		478816.0666		429857.4020		376296.6864		314656.5183		256987.1331		200512.9836		152896.7810		114190.9847		87205.2592		67004.3924		53413.2424		35788.7201		26244.0171		20328.4444		16507.0662		13861.1834		11927.8180		10440.2790		9311.0284		8378.5070		7613.4514		6237.0162		5302.0350		
0.0900		1026974.3856		985952.4856		924311.9667		906690.2393		888162.3461		864719.2765		834424.8571		813881.3771		789275.3640		776659.3870		763180.0857		746724.8808		729001.7247		707075.8931		694795.0636		681497.4554		665998.5342		649432.5041		630131.9332		609386.4328		584023.1700		555310.9731		521080.7475		483580.8271		434563.1629		382100.0897		321029.0977		264450.8386		209103.2484		160968.1128		123482.4288		94736.8783		73786.3757		59094.2013		39832.3069		29425.8923		22804.7471		18520.6108		15571.5697		13393.4867		11724.3111		10447.4139		9407.5914		8554.8625		7002.6907		5952.9954		
0.1000		1029746.1979		988692.5928		926841.8822		909923.5090		890754.0482		867335.9664		837424.9819		816585.4889		791971.0256		779515.5992		765818.9456		749417.8956		731619.9023		710410.3053		697631.6687		684481.8200		668914.7666		652377.3621		633179.8565		612466.5358		587996.0612		558948.1264		525120.4237		488117.4818		439036.8523		387266.7308		327153.8376		271919.7081		217355.5053		168458.7946		132671.6264		101861.8271		80426.1450		64468.6128		43910.5178		32589.7046		25270.7743		20533.4766		17281.7307		14855.4143		13007.3447		11582.3957		10435.1884		9495.2601		7767.9132		6603.4632		
0.1100		1032231.2945		991274.8657		929277.4443		912419.7261		893276.1966		869864.8163		840050.5641		819213.3816		794509.2826		782078.9091		768283.6762		752091.7383		734132.7839		713516.0100		700421.2508		687368.2425		671773.7104		655181.0190		636170.5274		615408.0217		591810.1735		562427.0975		529027.7066		492560.9341		443526.2702		392179.6581		333140.2694		278750.4063		225113.5336		176137.0459		140155.1187		108786.1014		86729.3360		69628.3040		47985.5374		35699.9968		27728.3311		22545.7424		18991.0201		16311.2089		14286.5486		12716.3992		11462.0541		10430.9793		8532.5810		7253.7665		
