%H field first colomn	Temp row	Ds array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data
0.0000		127.28			177.41			207.57			217.43			227.33			237.14			244.46			249.40			252.86			254.84			256.82			258.80			260.78			262.28			263.30			264.32			265.34			266.34			267.36			268.39			269.37			270.35			271.32			272.33			273.33			274.33			275.36			276.35			277.35			278.34			279.32			280.30			281.28			282.76			284.72			286.68			288.66			290.65			292.61			294.56			296.49			298.39			300.31			303.72			308.59			
 0.310		 -0.0364		 -0.0549		 -0.0680		 -0.0887		 -0.1139		 -0.1429		 -0.1773		 -0.2200		 -0.2641		 -0.3070		 -0.3519		 -0.4006		 -0.4501		 -0.5037		 -0.5655		 -0.6346		 -0.7048		 -0.8022		 -0.9172		 -1.1717		 -1.2657		 -1.3610		 -1.5556		 -1.8878		 -2.0785		 -2.2334		 -2.2641		 -2.1570		 -1.9475		 -1.6674		 -1.3494		 -1.0679		 -0.7975		 -0.5854		 -0.4002		 -0.2745		 -0.1834		 -0.1234		 -0.0955		 -0.0710		 -0.0557		 -0.0416		 -0.0332		 -0.0250		     NaN		
 0.320		 -0.0376		 -0.0567		 -0.0704		 -0.0917		 -0.1177		 -0.1476		 -0.1832		 -0.2272		 -0.2727		 -0.3170		 -0.3634		 -0.4137		 -0.4646		 -0.5199		 -0.5835		 -0.6545		 -0.7269		 -0.8271		 -0.9453		 -1.2039		 -1.3027		 -1.4027		 -1.6038		 -1.9417		 -2.1380		 -2.2979		 -2.3306		 -2.2225		 -2.0103		 -1.7249		 -1.3993		 -1.1109		 -0.8325		 -0.6128		 -0.4207		 -0.2894		 -0.1940		 -0.1311		 -0.1012		 -0.0754		 -0.0592		 -0.0443		 -0.0353		 -0.0266		     NaN		
 0.330		 -0.0388		 -0.0585		 -0.0727		 -0.0947		 -0.1214		 -0.1523		 -0.1891		 -0.2344		 -0.2812		 -0.3269		 -0.3748		 -0.4267		 -0.4791		 -0.5360		 -0.6014		 -0.6743		 -0.7489		 -0.8519		 -0.9734		 -1.2359		 -1.3393		 -1.4442		 -1.6516		 -1.9954		 -2.1970		 -2.3618		 -2.3966		 -2.2877		 -2.0728		 -1.7825		 -1.4495		 -1.1542		 -0.8679		 -0.6405		 -0.4414		 -0.3046		 -0.2049		 -0.1389		 -0.1071		 -0.0799		 -0.0628		 -0.0471		 -0.0375		 -0.0283		     NaN		
 0.340		 -0.0400		 -0.0603		 -0.0750		 -0.0977		 -0.1252		 -0.1570		 -0.1950		 -0.2416		 -0.2897		 -0.3369		 -0.3862		 -0.4396		 -0.4935		 -0.5522		 -0.6193		 -0.6940		 -0.7709		 -0.8766		 -1.0013		 -1.2677		 -1.3757		 -1.4853		 -1.6991		 -2.0487		 -2.2556		 -2.4252		 -2.4620		 -2.3527		 -2.1351		 -1.8403		 -1.5001		 -1.1980		 -0.9035		 -0.6685		 -0.4624		 -0.3200		 -0.2159		 -0.1469		 -0.1131		 -0.0845		 -0.0665		 -0.0500		 -0.0397		 -0.0300		     NaN		
 0.350		 -0.0412		 -0.0621		 -0.0774		 -0.1007		 -0.1290		 -0.1618		 -0.2009		 -0.2487		 -0.2982		 -0.3468		 -0.3976		 -0.4525		 -0.5079		 -0.5682		 -0.6371		 -0.7137		 -0.7928		 -0.9012		 -1.0291		 -1.2991		 -1.4118		 -1.5260		 -1.7461		 -2.1017		 -2.3137		 -2.4881		 -2.5269		 -2.4173		 -2.1972		 -1.8982		 -1.5509		 -1.2422		 -0.9396		 -0.6968		 -0.4837		 -0.3357		 -0.2272		 -0.1551		 -0.1192		 -0.0893		 -0.0703		 -0.0529		 -0.0420		 -0.0317		     NaN		
 0.360		 -0.0424		 -0.0640		 -0.0797		 -0.1037		 -0.1328		 -0.1665		 -0.2068		 -0.2559		 -0.3068		 -0.3567		 -0.4090		 -0.4653		 -0.5222		 -0.5842		 -0.6549		 -0.7332		 -0.8147		 -0.9257		 -1.0568		 -1.3304		 -1.4475		 -1.5664		 -1.7928		 -2.1543		 -2.3713		 -2.5505		 -2.5913		 -2.4816		 -2.2591		 -1.9563		 -1.6022		 -1.2868		 -0.9760		 -0.7254		 -0.5052		 -0.3517		 -0.2387		 -0.1636		 -0.1255		 -0.0942		 -0.0742		 -0.0560		 -0.0444		 -0.0335		     NaN		
 0.370		 -0.0436		 -0.0658		 -0.0821		 -0.1067		 -0.1366		 -0.1712		 -0.2128		 -0.2631		 -0.3152		 -0.3666		 -0.4204		 -0.4781		 -0.5365		 -0.6002		 -0.6727		 -0.7527		 -0.8365		 -0.9501		 -1.0845		 -1.3615		 -1.4830		 -1.6066		 -1.8390		 -2.2065		 -2.4284		 -2.6125		 -2.6552		 -2.5457		 -2.3207		 -2.0145		 -1.6536		 -1.3318		 -1.0127		 -0.7543		 -0.5270		 -0.3678		 -0.2504		 -0.1722		 -0.1320		 -0.0992		 -0.0782		 -0.0591		 -0.0469		 -0.0354		     NaN		
 0.380		 -0.0448		 -0.0676		 -0.0844		 -0.1097		 -0.1404		 -0.1759		 -0.2187		 -0.2702		 -0.3237		 -0.3765		 -0.4317		 -0.4909		 -0.5508		 -0.6161		 -0.6904		 -0.7721		 -0.8583		 -0.9744		 -1.1120		 -1.3925		 -1.5182		 -1.6466		 -1.8848		 -2.2584		 -2.4850		 -2.6742		 -2.7186		 -2.6094		 -2.3822		 -2.0726		 -1.7052		 -1.3770		 -1.0499		 -0.7836		 -0.5491		 -0.3842		 -0.2624		 -0.1809		 -0.1386		 -0.1044		 -0.0822		 -0.0623		 -0.0494		 -0.0373		     NaN		
 0.390		 -0.0460		 -0.0695		 -0.0867		 -0.1127		 -0.1441		 -0.1806		 -0.2246		 -0.2774		 -0.3321		 -0.3863		 -0.4430		 -0.5036		 -0.5651		 -0.6320		 -0.7081		 -0.7915		 -0.8799		 -0.9987		 -1.1394		 -1.4234		 -1.5530		 -1.6863		 -1.9302		 -2.3099		 -2.5411		 -2.7355		 -2.7817		 -2.6729		 -2.4435		 -2.1307		 -1.7569		 -1.4224		 -1.0874		 -0.8131		 -0.5715		 -0.4009		 -0.2745		 -0.1899		 -0.1453		 -0.1096		 -0.0864		 -0.0656		 -0.0520		 -0.0392		     NaN		
 0.400		 -0.0472		 -0.0713		 -0.0891		 -0.1157		 -0.1479		 -0.1853		 -0.2305		 -0.2845		 -0.3406		 -0.3962		 -0.4543		 -0.5163		 -0.5794		 -0.6479		 -0.7257		 -0.8109		 -0.9015		 -1.0228		 -1.1666		 -1.4542		 -1.5876		 -1.7259		 -1.9751		 -2.3611		 -2.5969		 -2.7966		 -2.8445		 -2.7362		 -2.5045		 -2.1886		 -1.8086		 -1.4679		 -1.1251		 -0.8430		 -0.5943		 -0.4177		 -0.2867		 -0.1990		 -0.1522		 -0.1150		 -0.0906		 -0.0689		 -0.0546		 -0.0412		     NaN		
