%H field first colomn	Temp row	Cp array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data	 Interpolated from 6 field measurement
0.0000		229			230			231			232			233			234			235			236			237			238			239			240			241			242			243			244			245			246			247			248			249			250			251			252			253			254			255			256			257			258			259			260			261			262			263			264			265			266			267			268			269			270			271			272			273			274			275			276			277			278			279			280			281			282			283			284			285			286			287			288			289			290			291			292			293			294			295			296			297			298			299			300			301			302			303			304			305			306			307			308			309			310			311			312			313			314			315			316			317			
 0.000		426.9056		429.5266		432.2068		434.7819		436.0417		437.3251		440.4924		441.7728		444.7480		447.2560		449.9187		451.4477		453.3233		458.2398		460.5170		463.2421		465.8681		472.1958		475.7251		477.9227		482.8036		488.7924		492.6467		497.5330		504.6019		509.0532		515.0990		525.1487		532.4945		542.0862		552.6129		562.3158		577.8921		591.9636		607.9614		627.1940		650.2250		675.5227		708.4659		745.4017		785.7018		831.4911		875.3572		905.1822		898.6487		842.2476		743.8484		642.0677		591.2288		565.7695		544.6420		532.5458		520.1526		512.1337		505.7423		499.5631		494.6405		489.6713		484.3132		481.5981		479.5497		476.2202		473.6046		471.4720		468.8782		467.2745		465.4115		461.7494		461.9814		460.6936		459.5383		458.4507		455.9838		455.3267		455.0813		454.0105		454.1308		454.3557		450.7180		451.5370		450.1554		448.6832		449.5209		450.0044		449.0419		447.9849		447.8071		447.8947		445.9846		
 0.010		426.8322		429.4059		431.9821		434.5728		435.8354		437.2862		440.4109		441.6141		444.5521		447.1813		449.7776		451.5100		453.3070		458.0319		460.4335		463.1857		465.8425		472.2123		475.7284		477.8852		482.8459		488.6485		492.5183		497.4620		504.3234		508.9499		515.0005		525.0113		532.0671		541.6647		552.2075		561.9070		577.3348		591.1297		607.0996		626.1753		648.8308		673.9004		706.5300		742.9863		782.5153		827.6507		871.0332		900.9633		895.8321		841.9164		746.0859		647.2173		596.0959		569.1895		547.3875		534.5807		521.5386		513.1964		506.4329		500.1862		495.1003		490.0815		484.6472		481.8997		479.7150		476.3576		473.7110		471.5356		469.0052		467.4390		465.5368		461.8532		462.0893		460.7848		459.6515		458.4748		456.0404		455.4016		455.1355		454.0816		454.1527		454.3886		450.8071		451.6722		450.2347		448.7440		449.5848		450.0914		449.1030		448.0877		447.9012		447.9693		446.0124		
 0.020		426.7589		429.2852		431.7573		434.3637		435.6292		437.2472		440.3295		441.4553		444.3563		447.1066		449.6365		451.5723		453.2908		457.8240		460.3501		463.1293		465.8170		472.2288		475.7317		477.8477		482.8882		488.5046		492.3898		497.3910		504.0450		508.8466		514.9020		524.8739		531.6397		541.2432		551.8021		561.4983		576.7774		590.2958		606.2379		625.1566		647.4366		672.2781		704.5941		740.5708		779.3288		823.8103		866.7092		896.7443		893.0155		841.5852		748.3234		652.3668		600.9630		572.6096		550.1331		536.6156		522.9246		514.2591		507.1236		500.8093		495.5601		490.4917		484.9812		482.2013		479.8802		476.4950		473.8173		471.5992		469.1321		467.6036		465.6621		461.9570		462.1971		460.8761		459.7647		458.4990		456.0969		455.4766		455.1897		454.1527		454.1746		454.4214		450.8963		451.8075		450.3139		448.8049		449.6487		450.1784		449.1642		448.1905		447.9954		448.0440		446.0402		
 0.030		426.6855		429.1646		431.5326		434.1546		435.4229		437.2083		440.2481		441.2966		444.1604		447.0320		449.4954		451.6346		453.2745		457.6161		460.2666		463.0728		465.7914		472.2454		475.7350		477.8102		482.9304		488.3606		492.2613		497.3199		503.7666		508.7434		514.8035		524.7364		531.2123		540.8217		551.3966		561.0895		576.2201		589.4619		605.3762		624.1379		646.0424		670.6558		702.6583		738.1554		776.1423		819.9699		862.3853		892.5254		890.1990		841.2541		750.5610		657.5164		605.8301		576.0297		552.8786		538.6506		524.3106		515.3217		507.8143		501.4325		496.0198		490.9019		485.3152		482.5029		480.0454		476.6324		473.9237		471.6627		469.2591		467.7682		465.7874		462.0609		462.3049		460.9673		459.8779		458.5232		456.1535		455.5516		455.2439		454.2237		454.1965		454.4543		450.9855		451.9427		450.3931		448.8657		449.7127		450.2653		449.2254		448.2933		448.0896		448.1186		446.0679		
 0.040		426.6121		429.0439		431.3078		433.9454		435.2166		437.1694		440.1666		441.1379		443.9646		446.9573		449.3543		451.6970		453.2583		457.4082		460.1831		463.0164		465.7658		472.2619		475.7382		477.7727		482.9727		488.2167		492.1329		497.2489		503.4881		508.6401		514.7050		524.5990		530.7849		540.4002		550.9912		560.6807		575.6627		588.6281		604.5145		623.1193		644.6481		669.0335		700.7224		735.7399		772.9558		816.1295		858.0613		888.3064		887.3824		840.9229		752.7985		662.6660		610.6972		579.4498		555.6242		540.6855		525.6967		516.3844		508.5049		502.0556		496.4796		491.3121		485.6492		482.8045		480.2106		476.7698		474.0301		471.7263		469.3860		467.9328		465.9127		462.1647		462.4127		461.0586		459.9911		458.5473		456.2100		455.6266		455.2981		454.2948		454.2184		454.4872		451.0747		452.0779		450.4723		448.9266		449.7766		450.3523		449.2865		448.3962		448.1838		448.1932		446.0957		
 0.050		426.5383		428.9117		431.0944		433.7419		435.0484		437.1338		440.0909		440.9886		443.7656		446.8844		449.2240		451.7593		453.2092		457.2003		460.0997		462.9599		465.7403		472.2270		475.7328		477.7352		483.0029		488.0727		492.0044		497.1779		503.2097		508.5368		514.6066		524.4616		530.3575		539.9787		550.5857		560.2719		575.1053		587.7942		603.6528		622.1006		643.2539		667.4112		698.7865		733.3245		769.7693		812.2891		853.7373		884.0875		884.5658		840.5917		755.0360		667.8156		615.5643		582.8699		558.3697		542.7204		527.0827		517.4471		509.1956		502.6787		496.9394		491.7223		485.9832		483.1061		480.3758		476.9072		474.1364		471.7898		469.5130		468.0973		466.0380		462.2685		462.5205		461.1498		460.1043		458.5715		456.2666		455.7016		455.3523		454.3659		454.2402		454.5200		451.1638		452.2131		450.5516		448.9874		449.8405		450.4393		449.3477		448.4990		448.2779		448.2678		446.1234		
 0.060		426.4630		428.7177		430.8891		433.5605		434.9082		437.1000		440.0777		440.8470		443.5156		446.8128		449.1074		451.7537		453.1211		457.0519		459.9832		462.9033		465.6733		472.1007		475.7010		477.6949		482.9329		487.9262		491.8958		497.0619		502.9410		508.3995		514.5501		524.3039		529.9359		539.5642		550.1803		559.8570		574.5480		586.9603		602.7842		621.0772		641.8597		665.7890		696.8506		730.9090		766.5828		808.4487		849.4133		879.8686		881.7493		840.2605		757.2735		672.9652		620.4315		586.2900		561.1153		544.7554		528.4687		518.5098		509.8863		503.3018		497.3992		492.1325		486.3172		483.4076		480.5410		477.0446		474.2428		471.8534		469.6399		468.2619		466.1633		462.3723		462.6283		461.2410		460.2175		458.5957		456.3231		455.7766		455.4065		454.4369		454.2621		454.5529		451.2530		452.3484		450.6308		449.0483		449.9044		450.5263		449.4088		448.6018		448.3721		448.3425		446.1512		
 0.070		426.3878		428.5236		430.6837		433.3792		434.7680		437.0662		440.0645		440.7054		443.2655		446.7413		448.9908		451.7435		453.0331		456.9107		459.8579		462.8466		465.5913		471.9744		475.6691		477.6536		482.8629		487.7779		491.7989		496.9430		502.6919		508.2349		514.4995		524.1443		529.5784		539.1970		549.7410		559.4380		573.9790		586.1958		601.8935		620.0166		640.5089		664.1750		694.7726		728.4529		763.3963		804.6083		845.0893		875.6496		878.9327		839.9294		759.5110		678.1148		625.2986		589.7100		563.8608		546.7903		529.8547		519.5724		510.5769		503.9250		497.8590		492.5427		486.6512		483.7092		480.7062		477.1819		474.3492		471.9169		469.7669		468.4265		466.2886		462.4762		462.7361		461.3323		460.3307		458.6199		456.3797		455.8516		455.4607		454.5080		454.2840		454.5858		451.3422		452.4836		450.7100		449.1091		449.9684		450.6132		449.4700		448.7046		448.4663		448.4171		446.1789		
 0.080		426.3125		428.3295		430.4784		433.1978		434.6277		437.0325		440.0513		440.5638		443.0155		446.6697		448.8743		451.7334		452.9451		456.7695		459.7327		462.7899		465.5092		471.8481		475.6372		477.6123		482.7929		487.6296		491.7020		496.8242		502.4428		508.0703		514.4488		523.9846		529.2208		538.8299		549.2976		559.0191		573.4039		585.4437		601.0028		618.9560		639.2390		662.6192		692.6547		725.9635		760.3560		800.8316		840.7654		871.4307		876.1161		839.5982		761.7485		683.2644		630.1657		593.1301		566.6064		548.8252		531.2407		520.6351		511.2676		504.5481		498.3188		492.9530		486.9851		484.0108		480.8714		477.3193		474.4555		471.9805		469.8938		468.5910		466.4139		462.5800		462.8439		461.4235		460.4439		458.6440		456.4362		455.9266		455.5149		454.5790		454.3059		454.6186		451.4314		452.6188		450.7892		449.1700		450.0323		450.7002		449.5311		448.8074		448.5604		448.4917		446.2067		
 0.090		426.2376		428.1354		430.2731		433.0165		434.4875		436.9987		440.0381		440.4222		442.7654		446.5982		448.7577		451.7232		452.8570		456.6283		459.6074		462.7332		465.4272		471.7218		475.6054		477.5710		482.7228		487.4813		491.6051		496.7054		502.1937		507.9057		514.3982		523.8249		528.8633		538.4627		548.8543		558.6001		572.8288		584.6915		600.1121		617.8954		637.9691		661.0634		690.5368		723.4740		757.4082		797.1844		836.6674		867.1094		873.2581		839.2670		764.0409		688.4139		635.0328		596.5502		569.3519		550.8601		532.6267		521.6978		511.9583		505.1712		498.7785		493.3632		487.3191		484.3124		481.0367		477.4567		474.5619		472.0440		470.0208		468.7556		466.5392		462.6838		462.9517		461.5148		460.5571		458.6682		456.4928		456.0016		455.5691		454.6501		454.3278		454.6515		451.5206		452.7541		450.8685		449.2309		450.0962		450.7872		449.5923		448.9102		448.6546		448.5664		446.2344		
