299.50000	1.60000
300.00000	1.47000
300.50000	1.51000
302.7210884	1.449559256
311.7913832	1.449559256
323.5827664	1.53036239
338.0952381	1.584231146
348.0725624	1.584231146
359.8639456	1.638099902
383.446712	1.584231146
396.1451247	1.584231146
408.8435374	1.638099902
421.5419501	1.638099902
436.0544218	1.718903036
446.9387755	1.718903036
457.8231293	1.745837414
471.4285714	1.79970617
485.0340136	1.826640548
496.8253968	1.907443683
506.8027211	1.907443683
517.6870748	1.934378061
533.106576	1.934378061
542.1768707	1.988246817
553.0612245	1.988246817
569.3877551	2.069049951
578.4580499	2.095984329
594.7845805	2.176787463
603.8548753	2.230656219
616.553288	2.257590597
626.5306122	2.284524976
660.9977324	2.311459354
688.2086168	2.311459354
713.6054422	2.473065622
738.0952381	2.526934378
772.5623583	2.607737512
796.1451247	2.742409403
830.6122449	2.796278159
859.6371882	2.877081293
882.3129252	3.038687561
920.4081633	3.119490695
952.154195	3.281096964
991.1564626	3.388834476
1025.623583	3.46963761
1053.741497	3.523506366
1080.952381	3.658178257
1103.628118	3.738981391
1132.653061	3.819784525
1169.84127	3.900587659
1201.587302	4.142997062
1242.403628	4.223800196
1281.405896	4.493143976
1324.943311	4.573947111
1355.782313	4.708619001
1389.342404	4.924094025
1429.251701	4.977962782
1459.183673	5.193437806
1498.185941	5.301175318
