%H field first colomn	Temp row	Mag data array
0.1000		1033842.0524		999446.8858		947593.9951		917262.6647		899710.2391		877441.0789		848566.4665		806384.9724		794784.1814		783277.1241		769531.2491		752017.3009		736005.1167		714586.1537		689826.8086		676091.3407		660145.7114		643860.5129		626082.4604		605241.0205		582280.3752		551948.1425		520409.4870		495019.8508		461108.9204		410813.7118		368580.2242		318470.4697		279667.5094		220443.1842		183456.7526		141631.6753		115848.6780		91644.8729		77214.0950		61607.7712		52149.3624		44919.4492		39523.7974		34382.1560		31075.1502		27584.9718		23033.1661		19793.3635		14640.4698		11732.7008		9859.5326		
0.1100		1038822.9819		1004274.7046		952029.3882		921178.7466		904165.1839		881767.9301		852394.8843		810222.1337		799387.6297		786938.7362		773219.7410		756173.3917		739615.5010		718497.3880		693879.0057		679836.3501		665466.3171		647602.0066		630196.5730		608756.6987		585527.5757		555937.4431		524035.0311		499424.4500		465852.5928		415442.3545		374444.6455		325107.2869		286538.4324		226824.3839		191725.1218		149042.3295		122962.4995		97904.2373		83580.8486		66674.1000		56629.1691		48874.3799		43075.8656		37625.2826		33925.5282		30216.9953		25233.5537		21714.9724		16053.2596		12860.2335		10791.6030		
0.1200		1043439.7658		1008707.9331		956251.3686		925055.0561		907662.5054		885677.3771		855842.0713		814043.4817		802765.5231		790479.7626		776783.1629		759974.4360		743090.7980		722948.0919		697557.3353		683599.6347		668979.8730		650422.5448		633729.9679		612138.8282		588365.0824		559651.3241		528031.8517		503543.8497		470711.2264		419888.4133		379923.9236		330674.7867		292859.4352		232827.2071		200090.8888		156226.1693		129696.2912		104273.0890		89832.1451		71620.4834		61096.8033		52808.9464		46571.8199		40839.2042		36738.3702		32862.9266		27427.4478		23639.6213		17467.3349		13987.3071		11725.9030		
0.1300		1047558.2039		1012626.6053		959793.0672		928847.4592		910804.8037		889379.5902		859147.4764		817631.2717		806077.1890		793959.6230		780310.4756		763336.9639		746414.8024		726662.0481		700731.2392		687298.2169		671686.2267		652665.8685		637166.2882		615368.5174		591326.3951		563380.8538		532181.6395		507471.3392		475575.6641		424246.0308		385278.7844		336832.7906		297861.6454		239405.8816		205352.1618		163056.5944		135900.4095		110463.9324		95765.2202		76505.6373		65540.8255		56727.6087		50001.3740		43971.9348		39525.5310		35483.1872		29606.0677		25560.5201		18869.3801		15111.7009		12673.1051		
0.1400		1051379.6100		1016294.8370		963128.2421		932507.8128		913861.0694		892699.3322		862497.4091		820589.1040		809043.8376		797249.2713		783088.6723		766346.1388		749578.8262		729767.2134		703648.9881		690880.3973		674408.4611		654786.6073		640543.8894		618417.3820		594267.2081		567091.8521		536459.7024		511325.7212		480205.0182		428512.0297		390082.5356		341370.0938		302260.4995		246059.8068		210710.2486		169186.4422		142175.6237		116478.3763		101442.7718		81297.2352		69961.4247		60595.9493		53340.6857		47095.0410		42299.0004		38030.7238		31739.5533		27469.1596		20264.3148		16236.1612		13606.1065		
0.1500		1055060.5148		1019658.3817		966264.1547		935983.3868		916812.0764		895736.7382		865624.1890		823366.1471		811797.3194		800048.2726		785789.9922		769009.3216		752584.5946		732651.7583		706388.6406		694381.6821		677310.5722		657030.8202		643949.9019		621239.0993		597196.7744		570878.6679		540524.0782		515031.5828		484361.8285		432719.9605		394922.6029		345658.8063		306617.6440		251454.0910		216210.6910		175040.8255		148397.2644		122130.1678		106886.6607		85989.8796		74335.5191		64461.8735		56544.6292		50161.3538		45070.8366		40579.3372		33859.1617		29337.7114		21653.4121		17361.5527		14528.6802		
0.1600		1058469.0645		1022761.0134		969372.1223		939218.2910		919657.1166		898505.3366		868377.2092		825979.2074		814471.3655		802395.1649		788508.7898		771408.2632		755444.5663		735518.0478		709004.1492		696886.1116		680054.7122		659254.6132		647284.2198		623867.4258		600048.4797		574336.7479		544234.2597		518419.5381		487625.4970		436853.6387		399396.0100		349809.4508		310973.2907		256876.9687		221452.2142		180692.2378		154466.6762		127398.5596		111714.0046		90531.4208		78542.3725		68376.9423		59748.0645		53217.9153		47853.6266		43357.2985		35996.5624		31162.8200		23037.3036		18485.1223		15447.1062		
0.1700		1061540.9616		1025643.5275		972198.9536		942111.6105		922432.7473		901066.7168		870945.3302		828392.9891		817188.7651		804660.4475		791156.4194		773853.7198		758035.0571		738369.6340		711621.4262		698955.4822		682932.8690		661736.5546		650388.5585		626344.1625		602552.5078		577560.7301		547284.3387		521565.9351		490340.3458		440909.2307		403814.2802		354111.6117		315290.0917		262774.3806		226622.0893		186442.8610		160285.2518		132429.7724		115970.9006		94941.7843		82549.7341		72269.3579		63036.8744		56243.1965		50600.1444		45863.2611		38150.0279		33003.6581		24423.1258		19602.8324		16361.2642		
0.1800		1064470.2786		1028425.4082		974664.0940		944689.8389		925183.9256		903438.3064		873225.2390		830666.1814		819786.4752		806946.1795		793652.3027		776538.6721		760363.6932		741080.7626		714133.7206		701408.9581		685885.3457		664291.6391		653072.4116		628680.3762		605056.6446		580912.8996		550024.6486		524571.1469		493298.8596		444883.5203		408630.6249		358059.4573		319556.0377		268899.3900		231759.3547		192254.6206		165715.5557		137350.9265		120119.9650		99243.4649		86459.2797		75883.4930		66338.6595		59211.2995		53281.1257		48288.9998		40304.4924		34844.3057		25813.7286		20710.2375		17266.2399		
0.1900		1067255.5935		1031152.1241		977009.5804		947033.1383		927977.8435		905868.5935		875474.0265		832915.8354		822194.4238		809227.1508		795951.8428		779212.2592		762697.5092		743481.1295		716396.2633		703798.4329		688738.5941		666971.2585		655566.7227		630840.2383		607686.7338		584225.7109		552657.6496		527537.0722		496642.2683		448773.6973		412322.1627		361928.0329		323753.0748		274945.0727		236841.9046		198055.2814		170830.8841		141783.9172		124086.2872		103334.4960		90295.5972		79390.8905		69605.4466		62178.8329		55992.8236		50667.8249		42357.9263		36685.7160		27199.1515		21784.0237		18167.7113		
0.2000		1069922.8402		1033744.0734		979276.5345		949230.6039		930312.2434		908194.3892		877686.0803		835120.6481		824742.6702		811552.4456		798069.7791		781818.1648		764865.5873		745546.9208		718499.4388		706128.9578		691335.9225		669998.3010		657920.0506		633037.0566		610487.2794		587311.7570		555735.7382		530119.3988		500488.7549		452582.2487		416826.8339		365923.9168		327872.4079		280531.9618		241511.9758		204214.4776		175774.5178		145970.2495		128015.3056		107642.9876		94069.1330		82883.9036		72761.9185		65180.9672		58701.4522		53137.2303		44428.1978		38526.8805		28574.1463		22845.4590		19073.8522		
0.2100		1072415.3881		1036143.9429		981487.5751		951383.0896		932407.9726		910296.1222		879846.9622		837250.2439		827181.2801		813679.4645		800042.5633		784386.0007		766827.5300		747432.1260		720240.3783		708099.1507		693505.2787		672641.3344		660198.5281		634981.1941		613281.5165		589959.6337		559279.5512		533011.2579		503951.3534		456278.7504		422564.5854		370105.0266		331709.9545		285523.4435		246795.4492		209252.7282		180594.3818		150252.4972		131996.3931		112104.1052		97730.0985		86228.5905		75708.8017		68160.5486		61386.8144		55659.4464		46499.9879		40364.7164		29941.3411		23924.6346		19982.0875		
0.2200		1074735.7031		1038397.9691		983666.2491		953557.8539		934416.1921		912326.0618		881969.8890		839279.0961		829259.0707		815769.2308		801937.2439		786785.9078		770007.2475		749174.3961		722120.3667		710320.9254		695499.9619		674918.7415		662420.4174		636763.5904		616002.7122		591925.7726		561875.9539		535941.8084		506005.6279		459808.4957		426921.6863		374545.8268		335429.2456		290380.0650		252078.2105		214252.3004		185327.5676		154764.5936		135948.8101		116539.0664		101361.4969		89616.2826		78982.7049		71035.6449		64029.7102		58173.7934		48562.7872		42196.5878		31304.0204		25004.6820		20886.8083		
0.2300		1076927.7505		1040569.2299		985835.8353		955563.6217		936457.7138		914274.4882		883967.4958		841170.6723		831185.3710		817748.2746		803804.5400		788958.5442		772142.4475		750960.2296		724059.3504		712564.7754		697407.9152		677119.0569		664443.5501		638488.5050		618693.7473		593828.2236		564187.2752		538824.0412		508154.5616		463236.6635		430027.8957		379025.9622		339095.7171		295193.0875		256353.3516		219203.4993		190238.6371		159650.1866		139991.6903		120798.5334		105089.2925		92886.9846		82194.5004		73822.0595		66625.4156		60661.8598		50645.7074		44020.1904		32653.6500		26079.7362		21774.5509		
0.2400		1079063.0156		1042673.3329		988017.4070		957423.9075		938373.8663		916124.3844		885755.2942		842922.6556		833034.9848		819548.2477		805647.8329		790839.0690		774226.2206		753126.4740		725969.5169		714773.1617		699272.2666		679504.7955		666448.9916		640257.1036		621359.2168		595865.0629		566645.1175		541569.5746		510287.3750		466532.1076		433098.8876		383494.3863		342719.8935		299855.9741		260593.4218		224100.2364		194777.1786		164713.9054		143954.7878		124740.4295		108878.8350		96163.3086		85165.1511		76593.4714		69209.6785		63138.6245		52860.6539		45833.6823		33984.7262		27137.1226		22656.3252		
0.2500		1081138.5834		1044665.7388		989969.3839		959190.3808		940031.7159		917922.4422		887396.6640		844612.3860		834821.4749		821300.0919		807487.5896		792626.8566		776258.9709		755062.8958		727848.2682		716865.2927		701215.9225		681979.8715		668399.6789		642239.3961		623977.6525		598296.4252		568907.1492		544112.0315		512380.1417		469732.4771		436382.1791		388130.8837		346307.4801		304333.3694		264878.7244		228910.5833		198947.9110		169454.3967		147935.5203		128423.4330		112579.2075		99435.0686		88024.8295		79356.9227		71779.1151		65604.3583		54961.6763		47615.1186		35311.5412		28180.2303		23534.8753		
0.2600		1083141.1658		1046554.5066		991677.9187		960911.6369		941692.9051		919705.6578		888993.6254		846319.5372		836574.1298		823028.7682		809340.2943		794341.3239		778197.0584		756791.7934		729620.0264		718524.5513		703217.2761		684481.5779		670253.6319		644120.5506		626444.2975		600793.9345		571098.0456		546503.3227		515734.0698		472947.1521		439617.7608		392868.8451		349944.6776		308345.1022		269170.2630		233635.7454		202854.1119		173565.9886		151923.6388		132039.0305		116153.6131		102680.2585		90814.2595		82138.4182		74327.3424		68051.3185		56989.7790		49377.5337		36635.8905		29218.9498		24413.2313		
0.2700		1085046.5106		1048351.9498		993375.7089		962635.5636		943330.8744		921491.0203		890577.2830		847982.7843		838346.1527		824707.8856		811263.0016		796003.3363		779974.3447		758474.8766		731422.9461		719969.0000		705198.6909		686989.8358		671830.2744		646219.5026		628838.7099		603134.3618		574953.5470		548834.3270		519524.7101		476240.8191		442389.2800		396515.2679		353709.9360		312118.4609		273452.1441		238290.7484		206530.7272		177417.9949		155488.0045		135768.2622		119657.6188		105800.0368		93614.3169		84903.4523		76847.9512		70407.8759		59000.7548		51136.6371		37954.7975		30258.0758		25296.8321		
0.2800		1086862.4073		1050063.7393		995061.6524		964367.2128		944949.7202		923130.8626		892148.3983		849612.5871		839973.9820		826315.0029		813169.5527		797594.0005		781641.3084		760040.1592		733156.1144		721351.8856		707052.4134		689491.9431		673310.6313		648356.1161		630482.8842		605292.0549		578030.3710		551219.4376		523080.0343		480346.4139		445174.0677		399750.9516		358964.6917		315956.3744		277722.6051		242683.7319		210053.3334		181236.0975		159710.2094		139601.7296		123089.5447		108721.7336		96472.4731		87662.4193		79326.7726		72807.5445		60980.9477		52880.9730		39267.6142		31295.8019		26181.6452		
0.2900		1088606.6103		1051728.9404		996730.2719		965829.1141		946550.6038		924677.4067		893707.7698		851224.9439		841324.1035		827918.2465		814947.6169		799245.9946		783169.1559		761480.4844		734866.8047		722834.3892		708314.4406		691955.0594		674744.1008		650585.1300		632115.2657		607420.1413		581026.6237		553875.6621		525811.0140		483176.2001		447891.4561		402800.2315		362860.8845		319856.1696		282083.9120		247081.7598		213511.1116		184999.1691		163917.8891		143471.2270		127585.4741		111718.5005		99326.9278		90131.2601		81579.2412		75125.4233		62886.6379		54570.2384		40573.3123		32329.1740		27064.7949		
0.3000		1090278.6304		1053373.7270		998374.7209		967277.8333		948131.5510		926107.1127		895200.6042		852833.8480		842682.5150		829507.5167		816584.9284		800906.4348		784313.3861		762898.2981		736549.8162		724539.2313		709551.3431		693933.5201		676184.3277		652912.2689		634675.3382		608793.6271		583946.5096		556661.2642		528825.5037		485757.6996		450575.5089		405751.1309		366355.0024		323768.3988		286150.1544		251487.4300		217020.9518		188862.8862		167144.1288		146990.4563		132010.0691		114724.8397		102080.6844		92761.4996		83838.3352		77278.9575		64775.1397		56240.5257		41861.7914		33364.9144		27932.5421		
0.3100		1091902.7491		1055014.0078		999984.7909		968756.9383		949686.3986		927412.4605		896585.7364		854413.0169		843912.6337		831072.9386		818152.6016		802535.8813		785555.1395		764300.5391		738178.6303		726158.5565		711015.9539		695725.8651		677717.8740		655347.0635		637450.2617		610596.1144		586720.0701		559373.4211		531297.5763		488072.7994		453243.3732		408716.0344		369367.7404		327639.4646		290088.9010		255696.2746		220601.3667		192717.0111		170391.2598		150182.0409		135024.7458		117730.6164		104692.6449		95413.0903		86057.7732		79393.5342		66643.9893		57931.3223		43107.0201		34400.3506		28789.3177		
0.3200		1093486.5552		1056573.9941		1001528.3305		970231.8901		951208.5970		928744.4396		897879.3213		855906.3602		845082.0940		832606.8911		819672.8527		804112.0217		786786.5830		765687.9697		739793.8171		727777.3414		712655.6553		697567.9859		679369.7490		657925.2521		639999.6762		612891.3069		588766.2232		561406.5107		533373.0364		490507.2574		455898.2334		411700.5693		371853.8916		331404.3337		293837.4527		259601.2488		223931.4193		196541.0086		173620.6983		153311.7565		137638.1036		120718.3543		107601.7064		98067.2378		88299.6705		81452.7263		68441.4772		59622.7837		44340.7879		35436.4544		29646.5935		
0.3300		1095020.5894		1058004.9665		1002984.5357		971678.0883		952661.7636		930088.0682		899165.8615		857294.3470		846701.0039		834104.0779		821156.4243		805616.3105		788012.0491		767061.3217		741389.9324		729391.1038		714397.6809		699469.9070		681135.7531		660492.1295		642296.1282		615198.6948		590642.7031		563162.7764		535551.7116		492985.4594		458114.9949		414684.3518		374431.1136		335003.8659		297675.3243		263179.5497		227937.9665		200322.5610		176831.8770		156480.4913		140140.8318		123638.4020		110230.3793		100716.5958		90730.4826		83807.8416		70430.2823		61302.5965		45620.7210		36472.8369		30502.3628		
0.3400		1096512.9614		1059430.8537		1004366.0769		973075.8566		954028.2372		931430.2813		900475.0131		858505.1321		847945.2291		835547.9860		822620.8478		806970.7235		789232.0643		768421.2964		742965.5360		730995.2343		716147.6699		701139.4303		682780.2221		662865.5960		644282.9926		617440.2998		592532.2728		565105.6441		538281.8121		495521.5356		461163.0804		417655.7807		377637.6877		338523.4448		301347.3086		266495.4147		231673.6814		204050.6466		180039.2361		159624.8527		142806.5764		126563.2476		112704.7677		103362.5515		93165.6216		86098.2309		72562.6786		62969.8295		46899.6344		37509.2457		31356.7719		
0.3500		1097966.3284		1060851.8512		1005687.7981		974374.4159		955301.2184		932750.5349		901785.7812		859712.3578		849082.3676		836928.0538		823901.9429		808209.3113		790441.2463		769768.5496		744524.5152		732583.5921		717705.9798		702485.4224		684422.9162		664905.4778		646015.7152		619567.0569		594416.4906		567171.5088		540933.4530		498057.2865		464497.5492		420662.5915		381413.8782		341961.1159		304936.2503		269500.5847		235118.4041		207702.1075		183211.5562		162756.7028		145909.2213		129481.1866		115412.8155		105962.6364		95427.1970		88140.2644		74523.6689		64620.0120		48164.5304		38545.4719		32207.9836		
0.3600		1099384.6616		1062262.4927		1006967.9305		975603.6971		956542.2198		933962.3602		903074.5504		860908.4853		850203.6913		838263.1963		825078.6740		809369.9793		791654.4654		771103.6566		746053.1900		734110.5217		719227.6187		703688.8849		686067.7581		666685.3138		647651.3276		621647.5180		596303.9814		569240.2008		543444.8437		500865.4849		467915.4203		423739.0030		384547.1290		345259.7663		308412.8031		272369.9748		238431.2002		211256.5719		186390.5401		165890.6728		149207.3224		132367.8080		118119.9371		108464.3558		97655.1913		90158.9381		76366.0403		66237.1825		49425.2994		39581.3232		33051.9358		
0.3700		1100726.5104		1063618.6536		1008260.3484		976820.0222		957707.9398		935161.1871		904328.2359		862090.5445		851314.5085		839548.6447		826189.4917		810487.5059		792907.0260		772438.3374		747552.5879		735494.3230		720733.4411		704868.9610		687703.5379		668407.2168		649323.3274		623696.9317		598174.0491		571287.3442		545856.6109		503259.6586		471342.9758		427017.3519		387647.4413		348487.0749		311492.1429		275116.6635		242375.4541		214748.9214		189726.8267		169036.8187		152533.5790		135224.3101		120831.6936		110700.9231		99903.6055		92161.1232		78153.6549		67841.3117		50682.8519		40618.8093		33886.7557		
0.3800		1102027.7313		1064892.5476		1009459.0642		978016.0432		958838.2438		936301.3919		905490.0773		863283.1960		852364.8507		840776.9609		827266.8354		811582.2437		794141.6599		773718.3208		749031.2683		736997.4629		722179.2383		706241.7812		689263.7503		670236.1930		650910.7304		625715.4870		600142.7091		573320.1685		547867.2442		505808.7643		474776.8146		430518.7691		390845.3046		351641.7902		314310.9585		277772.2428		246372.0031		218214.6386		193183.3308		172192.4007		155860.3648		138075.1217		123546.8349		113053.0502		102218.9774		94159.2046		79911.8238		69441.4124		51939.9723		41659.1328		34712.1881		
0.3900		1103347.1550		1066108.2747		1010566.2403		979199.8464		960004.7838		937472.1520		906641.8714		864361.1944		853497.3398		841958.7161		828345.6712		812678.7522		795341.8691		774921.4299		750457.8535		738564.1050		723557.3483		707391.5727		690786.7514		672384.4068		652504.5223		627703.5178		602030.8920		575325.3883		549683.5360		509029.9439		478175.1464		433870.2246		394206.7681		354807.3277		318200.4664		280373.1517		250280.4616		221690.4176		196445.4369		175327.0409		159170.3227		140784.6958		126263.2300		115603.3724		104580.1326		96185.4772		81700.2737		71044.3528		53204.4007		42691.5195		35537.1160		
0.4000		1104639.1137		1067290.0022		1011660.8332		980365.3787		961167.7901		938538.8756		907742.0398		865459.2852		854625.2075		843111.6306		829459.7049		813800.2678		796533.9221		776072.0195		751847.9586		740283.2523		725087.6293		708752.9359		692240.2078		675322.0607		654108.8117		629660.0491		603857.6159		577280.1965		551365.9894		512560.7540		481453.6551		437007.7376		397187.5029		358030.4773		322560.7530		282945.8980		253980.7687		225236.3670		199530.2775		178433.4548		162425.4962		143440.1692		128978.7480		117766.6999		106960.1922		98209.1552		83639.5290		72671.9442		54477.0877		43716.8752		36363.3506		
0.4100		1105787.8503		1068452.4000		1012749.5116		981458.9664		962297.1810		939477.0002		908805.6654		866496.8611		855757.0098		844230.8113		830611.6063		814918.6487		797588.5734		777128.0754		753180.5686		741697.0155		726482.4599		710147.9735		693639.4329		677473.1861		655686.7213		631395.2996		605684.8453		579141.4009		553102.2747		516080.6399		484581.1578		439976.2718		400198.7693		361245.1443		325961.8254		285518.2987		257451.5451		228885.6475		202496.4889		181433.9307		165579.7542		146084.1306		131679.3473		120243.7641		109340.7155		100219.6791		85656.9711		74410.1973		55748.4906		44739.3031		37219.8329		
0.4200		1106928.3085		1069576.6480		1013831.0665		982518.1229		963384.8585		940425.7582		909862.8358		867499.2961		856842.2097		845311.8064		831774.5578		816073.7230		798602.6282		778172.5146		754432.5944		743047.4443		727823.9215		711518.3623		694996.1049		679185.8457		657211.5385		633307.0215		607583.4777		580909.5355		555116.3997		519177.8799		487658.0260		442905.1843		403165.7176		364417.8423		328670.8809		288126.6819		261296.2845		232569.8426		205511.4695		184336.6332		168573.5569		148699.2069		134108.2674		122828.4665		111701.0174		102222.8159		87599.4309		76138.2988		57009.8692		45736.1276		38067.9198		
0.4300		1108045.3323		1070701.2851		1014903.2448		983554.8913		964429.2000		941473.1071		910965.6619		868460.9339		857904.1519		846359.9328		832921.3134		817248.6933		799600.7205		779177.4147		755626.3631		744365.5852		729163.4021		712576.1588		696324.7932		680663.2865		658655.7627		635978.6943		609310.0245		582592.2029		557235.5275		521265.7015		490696.1548		445830.2201		406223.3359		367542.6625		331189.7393		290747.2245		265014.6696		236119.6668		208659.7528		187110.1252		171341.9356		151294.5137		136506.7885		125440.9718		114018.0381		104230.3637		89370.7994		77775.9769		58253.6509		46719.9508		38877.2713		
0.4400		1109147.6573		1071804.0424		1015963.3833		984562.0854		965432.6251		942557.5564		911983.9225		869407.2548		858922.1469		847369.0335		834025.3700		818374.4015		800620.0273		780164.8282		756670.4996		745668.6570		730532.7405		713218.4173		697648.0012		681695.1358		659989.5262		638516.8488		611065.9052		584206.1049		559447.8455		523056.7739		493642.4593		448790.3058		409318.0540		370709.9674		333571.3314		293821.8454		268729.8201		239502.8098		211855.6704		189818.8441		173971.5074		153941.4858		139425.3920		128187.1401		116252.7798		106228.1722		90971.6659		79318.6656		59485.4390		47698.2686		39679.1268		
0.4500		1110242.4504		1072859.2484		1017008.4308		985544.2232		966400.6696		943598.6075		912933.4950		870339.7162		860048.8556		848338.7113		835047.4373		819290.5292		801711.1242		781172.4717		757852.6898		746977.9446		731909.3356		714520.2984		698968.7522		682688.9446		661225.4349		640625.2523		612826.0454		585775.2920		561889.0761		525146.6290		496434.6388		451909.6504		414182.0021		373715.5684		335849.1347		297159.0006		272163.5955		242678.0633		215107.6226		192558.7587		176696.0944		156561.2022		142152.3944		130748.4370		118372.7115		108212.3897		92584.2562		80827.8333		60677.1383		48674.8042		40481.6248		
0.4600		1111335.5058		1073880.9965		1018034.1964		986519.5870		967348.8220		944548.8241		913905.8468		871179.0714		861080.0244		849314.5439		835940.7652		820018.3694		802773.5655		782193.2253		759137.8968		748245.1809		733379.0202		715686.7636		700507.1040		683829.2052		662416.7778		642692.0942		614573.4867		587326.4888		564159.1469		527216.5761		498970.2120		455103.8361		417741.3355		376867.0364		338049.4832		300561.9294		275244.9227		245811.7548		218368.0216		195303.7168		178968.9271		159102.0335		144587.9963		133164.6720		120422.5079		110181.8421		94354.4139		82315.1315		61844.2810		49653.0319		41291.5379		
0.4700		1112368.6612		1074868.6829		1019026.3047		987479.0732		968294.6775		945455.1913		914915.0968		872105.2717		861834.7641		850309.8665		836715.4319		820813.1475		803785.2460		783217.1054		760426.4004		749652.9468		734757.6996		717096.1777		702048.6243		684963.4112		663617.6345		644710.5481		616319.5158		588883.3254		565477.5798		529284.5934		501133.1122		458225.1243		420002.5810		380416.9176		340219.0688		303859.3654		277954.1700		248902.7419		221486.6247		198006.7643		181300.1992		161504.6970		146790.6082		135417.5118		122421.2119		112115.3451		96201.0896		83788.9541		63049.4449		50635.9854		42107.7312		
