%H field first colomn	Temp row	DeltaTad array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data	 Interpolated from 6 field measurement
0.0000		  255			  256			  257			  258			  259			  260			  261			  262			  263			  264			  265			  266			  267			  268			  269			  270			  271			  272			  273			  274			  275			  276			  277			  278			  279			  280			  281			  282			  283			  284			  285			  286			  287			  288			  289			  290			  291			  292			  293			  294			  295			  296			  297			  298			  299			  300			  301			  302			  303			  304			  305			  306			  307			  308			  
 0.250		  0.0813		  0.1148		  0.1085		  0.1124		  0.1166		  0.1268		  0.1187		  0.1246		  0.1290		  0.1269		  0.1361		  0.1717		  0.1771		  0.1875		  0.1993		  0.2049		  0.2143		  0.2253		  0.2347		  0.2555		  0.2648		  0.2798		  0.3036		  0.3301		  0.3501		  0.3835		  0.4136		  0.4471		  0.4792		  0.5346		  0.5787		  0.6253		  0.6783		  0.7161		  0.7296		  0.7028		  0.6334		  0.5388		  0.4391		  0.3555		  0.2891		  0.2305		  0.1892		  0.1558		  0.1307		  0.1187		  0.1288		  0.1136		  0.0961		  0.0823		  0.0731		  0.0638		  0.0568		  0.0560		
 0.260		  0.0845		  0.1194		  0.1129		  0.1169		  0.1213		  0.1318		  0.1235		  0.1296		  0.1342		  0.1320		  0.1415		  0.1738		  0.1816		  0.1931		  0.2049		  0.2108		  0.2217		  0.2330		  0.2422		  0.2634		  0.2731		  0.2894		  0.3134		  0.3409		  0.3621		  0.3960		  0.4273		  0.4621		  0.4948		  0.5512		  0.5964		  0.6452		  0.6986		  0.7380		  0.7514		  0.7243		  0.6547		  0.5590		  0.4575		  0.3723		  0.3042		  0.2442		  0.2011		  0.1660		  0.1395		  0.1260		  0.1340		  0.1182		  0.1000		  0.0856		  0.0760		  0.0664		  0.0591		  0.0582		
 0.270		  0.0878		  0.1240		  0.1172		  0.1214		  0.1259		  0.1369		  0.1282		  0.1346		  0.1393		  0.1370		  0.1470		  0.1758		  0.1862		  0.1987		  0.2106		  0.2168		  0.2291		  0.2407		  0.2497		  0.2714		  0.2815		  0.2991		  0.3232		  0.3516		  0.3741		  0.4085		  0.4409		  0.4770		  0.5105		  0.5678		  0.6141		  0.6651		  0.7190		  0.7598		  0.7733		  0.7458		  0.6759		  0.5791		  0.4759		  0.3890		  0.3194		  0.2579		  0.2130		  0.1761		  0.1482		  0.1332		  0.1391		  0.1227		  0.1038		  0.0889		  0.0789		  0.0689		  0.0613		  0.0605		
 0.280		  0.0910		  0.1285		  0.1215		  0.1259		  0.1306		  0.1420		  0.1330		  0.1396		  0.1445		  0.1421		  0.1524		  0.1779		  0.1908		  0.2043		  0.2162		  0.2228		  0.2366		  0.2484		  0.2572		  0.2794		  0.2898		  0.3087		  0.3330		  0.3624		  0.3861		  0.4210		  0.4545		  0.4919		  0.5262		  0.5844		  0.6317		  0.6850		  0.7393		  0.7817		  0.7952		  0.7672		  0.6971		  0.5993		  0.4943		  0.4058		  0.3346		  0.2716		  0.2249		  0.1863		  0.1570		  0.1405		  0.1443		  0.1273		  0.1077		  0.0921		  0.0818		  0.0715		  0.0636		  0.0627		
 0.290		  0.0943		  0.1331		  0.1259		  0.1303		  0.1353		  0.1470		  0.1377		  0.1446		  0.1497		  0.1472		  0.1579		  0.1800		  0.1954		  0.2099		  0.2218		  0.2288		  0.2440		  0.2561		  0.2648		  0.2874		  0.2981		  0.3183		  0.3428		  0.3731		  0.3981		  0.4336		  0.4682		  0.5069		  0.5418		  0.6010		  0.6494		  0.7049		  0.7596		  0.8036		  0.8170		  0.7887		  0.7184		  0.6194		  0.5127		  0.4225		  0.3498		  0.2852		  0.2369		  0.1964		  0.1658		  0.1477		  0.1494		  0.1318		  0.1115		  0.0954		  0.0847		  0.0740		  0.0659		  0.0650		
 0.300		  0.0975		  0.1377		  0.1302		  0.1348		  0.1399		  0.1521		  0.1425		  0.1496		  0.1548		  0.1523		  0.1633		  0.1820		  0.2000		  0.2155		  0.2274		  0.2348		  0.2514		  0.2638		  0.2723		  0.2954		  0.3065		  0.3279		  0.3526		  0.3839		  0.4101		  0.4461		  0.4818		  0.5218		  0.5575		  0.6176		  0.6671		  0.7248		  0.7799		  0.8255		  0.8389		  0.8102		  0.7396		  0.6396		  0.5311		  0.4393		  0.3649		  0.2989		  0.2488		  0.2066		  0.1745		  0.1549		  0.1546		  0.1363		  0.1154		  0.0987		  0.0877		  0.0766		  0.0681		  0.0672		
 0.310		  0.1008		  0.1423		  0.1346		  0.1393		  0.1446		  0.1572		  0.1472		  0.1545		  0.1600		  0.1573		  0.1688		  0.1841		  0.2045		  0.2211		  0.2330		  0.2408		  0.2588		  0.2715		  0.2798		  0.3034		  0.3148		  0.3376		  0.3624		  0.3946		  0.4221		  0.4586		  0.4954		  0.5367		  0.5732		  0.6342		  0.6847		  0.7447		  0.8003		  0.8474		  0.8608		  0.8317		  0.7608		  0.6597		  0.5494		  0.4560		  0.3801		  0.3126		  0.2607		  0.2168		  0.1833		  0.1622		  0.1598		  0.1409		  0.1192		  0.1020		  0.0906		  0.0791		  0.0704		  0.0694		
 0.320		  0.1040		  0.1469		  0.1389		  0.1438		  0.1493		  0.1623		  0.1520		  0.1595		  0.1651		  0.1624		  0.1742		  0.1861		  0.2091		  0.2266		  0.2387		  0.2467		  0.2662		  0.2792		  0.2873		  0.3114		  0.3231		  0.3472		  0.3722		  0.4054		  0.4341		  0.4711		  0.5091		  0.5516		  0.5888		  0.6508		  0.7024		  0.7646		  0.8206		  0.8693		  0.8826		  0.8532		  0.7821		  0.6799		  0.5678		  0.4728		  0.3953		  0.3263		  0.2726		  0.2269		  0.1921		  0.1694		  0.1649		  0.1454		  0.1231		  0.1053		  0.0935		  0.0817		  0.0727		  0.0717		
 0.330		  0.1073		  0.1515		  0.1433		  0.1483		  0.1539		  0.1673		  0.1567		  0.1645		  0.1703		  0.1675		  0.1796		  0.1882		  0.2137		  0.2322		  0.2443		  0.2527		  0.2736		  0.2869		  0.2949		  0.3194		  0.3315		  0.3568		  0.3820		  0.4161		  0.4461		  0.4836		  0.5227		  0.5666		  0.6045		  0.6675		  0.7200		  0.7845		  0.8409		  0.8911		  0.9045		  0.8747		  0.8033		  0.7000		  0.5862		  0.4895		  0.4105		  0.3399		  0.2846		  0.2371		  0.2008		  0.1766		  0.1701		  0.1500		  0.1269		  0.1086		  0.0964		  0.0842		  0.0750		  0.0739		
 0.340		  0.1113		  0.1541		  0.1463		  0.1516		  0.1573		  0.1708		  0.1609		  0.1690		  0.1750		  0.1724		  0.1849		  0.1905		  0.2183		  0.2378		  0.2499		  0.2587		  0.2810		  0.2946		  0.3024		  0.3274		  0.3398		  0.3665		  0.3918		  0.4269		  0.4581		  0.4962		  0.5363		  0.5815		  0.6202		  0.6841		  0.7377		  0.8044		  0.8613		  0.9130		  0.9264		  0.8962		  0.8245		  0.7202		  0.6046		  0.5063		  0.4256		  0.3536		  0.2965		  0.2472		  0.2096		  0.1839		  0.1752		  0.1545		  0.1308		  0.1119		  0.0993		  0.0868		  0.0772		  0.0762		
 0.350		  0.1153		  0.1567		  0.1493		  0.1546		  0.1602		  0.1736		  0.1646		  0.1730		  0.1790		  0.1768		  0.1894		  0.1958		  0.2225		  0.2426		  0.2550		  0.2643		  0.2878		  0.3020		  0.3099		  0.3353		  0.3481		  0.3761		  0.4016		  0.4376		  0.4701		  0.5087		  0.5499		  0.5964		  0.6358		  0.7007		  0.7554		  0.8243		  0.8816		  0.9349		  0.9483		  0.9177		  0.8458		  0.7403		  0.6230		  0.5230		  0.4408		  0.3673		  0.3084		  0.2574		  0.2184		  0.1911		  0.1804		  0.1591		  0.1346		  0.1152		  0.1023		  0.0893		  0.0795		  0.0784		
 0.360		  0.1193		  0.1593		  0.1523		  0.1576		  0.1631		  0.1763		  0.1683		  0.1770		  0.1830		  0.1813		  0.1938		  0.2010		  0.2268		  0.2471		  0.2599		  0.2695		  0.2932		  0.3076		  0.3166		  0.3423		  0.3562		  0.3853		  0.4114		  0.4484		  0.4821		  0.5212		  0.5636		  0.6114		  0.6515		  0.7173		  0.7730		  0.8442		  0.9019		  0.9568		  0.9701		  0.9392		  0.8670		  0.7605		  0.6413		  0.5397		  0.4560		  0.3810		  0.3203		  0.2676		  0.2271		  0.1984		  0.1855		  0.1636		  0.1384		  0.1185		  0.1052		  0.0919		  0.0818		  0.0807		
 0.370		  0.1233		  0.1620		  0.1553		  0.1607		  0.1661		  0.1791		  0.1721		  0.1810		  0.1869		  0.1857		  0.1983		  0.2062		  0.2310		  0.2517		  0.2648		  0.2746		  0.2986		  0.3133		  0.3232		  0.3488		  0.3640		  0.3932		  0.4199		  0.4581		  0.4932		  0.5336		  0.5772		  0.6263		  0.6672		  0.7339		  0.7907		  0.8641		  0.9222		  0.9787		  0.9920		  0.9607		  0.8882		  0.7806		  0.6597		  0.5565		  0.4712		  0.3946		  0.3323		  0.2777		  0.2359		  0.2056		  0.1907		  0.1682		  0.1423		  0.1218		  0.1081		  0.0944		  0.0840		  0.0829		
