%H field first colomn	Temp row	Cp array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data	 Interpolated from 6 field measurement
0.0000		229			230			231			232			233			234			235			236			237			238			239			240			241			242			243			244			245			246			247			248			249			250			251			252			253			254			255			256			257			258			259			260			261			262			263			264			265			266			267			268			269			270			271			272			273			274			275			276			277			278			279			280			281			282			283			284			285			286			287			288			289			290			291			292			293			294			295			296			297			298			299			300			301			302			303			304			305			306			307			308			309			310			311			312			313			314			315			316			317			
 0.000		427.2850		428.3777		430.0902		432.1759		433.0203		434.4587		436.1342		436.9634		438.3334		440.4026		441.9144		444.2246		444.6781		447.1246		449.7972		450.9991		452.1516		457.3620		459.5482		460.1693		463.1030		466.0155		468.1186		469.6315		473.6264		477.3757		479.0298		484.0010		485.4262		489.7805		493.3758		498.8778		504.4792		508.3810		514.0886		519.9610		526.7805		532.3598		542.2358		550.5561		557.0095		566.1159		579.2738		590.4836		604.0293		617.3521		635.5209		652.7986		673.0332		695.5438		719.4389		747.7115		774.8100		801.2934		822.1662		834.5231		825.9884		795.6077		740.8540		671.7256		612.9862		579.6664		559.7880		545.3426		533.0281		525.8711		517.1562		508.9955		505.3012		499.2669		495.4556		491.9332		487.9210		485.8520		482.8360		480.5758		478.3260		475.4588		472.9448		473.3420		469.8623		467.7278		465.7541		465.4880		463.5244		461.9778		459.1407		458.8934		454.6727		
 0.010		427.2769		428.3953		430.1565		432.0506		432.9677		434.4120		436.0146		436.8642		438.3515		440.2960		441.8457		444.0837		444.5718		447.1087		449.6006		450.9941		452.1634		457.2432		459.3864		460.0776		462.9193		465.8338		468.0262		469.6579		473.5415		477.2362		478.8972		483.8444		485.3196		489.6880		493.3755		498.6717		504.3720		508.0641		513.8760		519.6740		526.3345		532.0543		541.6693		549.8457		556.5069		565.7557		578.6407		589.7659		603.2463		616.5859		634.4766		651.5539		671.5532		693.8777		717.3660		745.2149		772.0274		798.3196		819.1232		831.3217		823.3818		794.4154		740.9160		674.0726		616.3416		582.8806		562.3857		547.2494		534.4583		526.9983		518.0657		509.6623		505.8306		499.6963		495.7499		492.1590		488.1108		485.9695		482.9458		480.6427		478.4229		475.5958		473.0414		473.4229		469.9634		467.8265		465.9092		465.6279		463.6829		462.1488		459.3907		459.1405		455.0218		
 0.020		427.2688		428.4129		430.2228		431.9253		432.9152		434.3653		435.8950		436.7650		438.3697		440.1893		441.7771		443.9428		444.4655		447.0928		449.4041		450.9891		452.1752		457.1243		459.2246		459.9860		462.7355		465.6520		467.9337		469.6843		473.4565		477.0967		478.7646		483.6878		485.2130		489.5955		493.3751		498.4657		504.2648		507.7472		513.6635		519.3870		525.8884		531.7487		541.1027		549.1354		556.0043		565.3956		578.0077		589.0483		602.4633		615.8197		633.4323		650.3091		670.0733		692.2117		715.2930		742.7182		769.2449		795.3458		816.0802		828.1202		820.7752		793.2231		740.9781		676.4197		619.6969		586.0949		564.9834		549.1562		535.8884		528.1256		518.9753		510.3291		506.3601		500.1257		496.0442		492.3848		488.3006		486.0871		483.0555		480.7096		478.5197		475.7328		473.1380		473.5038		470.0646		467.9251		466.0644		465.7679		463.8414		462.3197		459.6406		459.3876		455.3708		
 0.030		427.2607		428.4305		430.2892		431.8000		432.8626		434.3186		435.7754		436.6658		438.3878		440.0827		441.7085		443.8019		444.3592		447.0769		449.2075		450.9841		452.1870		457.0055		459.0628		459.8943		462.5518		465.4703		467.8412		469.7108		473.3716		476.9572		478.6320		483.5312		485.1064		489.5030		493.3748		498.2596		504.1577		507.4303		513.4509		519.1000		525.4423		531.4432		540.5361		548.4250		555.5017		565.0355		577.3746		588.3306		601.6802		615.0534		632.3881		649.0643		668.5933		690.5456		713.2200		740.2216		766.4623		792.3719		813.0371		824.9187		818.1686		792.0307		741.0401		678.7667		623.0523		589.3091		567.5811		551.0629		537.3186		529.2528		519.8848		510.9959		506.8895		500.5551		496.3384		492.6106		488.4904		486.2046		483.1653		480.7765		478.6165		475.8698		473.2346		473.5848		470.1657		468.0238		466.2195		465.9078		463.9999		462.4907		459.8906		459.6347		455.7198		
 0.040		427.2426		428.4243		430.3167		431.6880		432.8422		434.2906		435.6837		436.5885		438.4566		440.0622		441.6814		443.6850		444.3263		447.1157		449.0645		450.9729		452.2069		456.9803		458.9016		459.7768		462.3681		465.2741		467.7487		469.7440		473.2895		476.8177		478.4881		483.3746		484.9998		489.4085		493.3741		498.0536		504.0505		507.1169		513.2384		518.8130		524.9962		531.1376		539.9696		547.7147		554.9991		564.6754		576.7415		587.6130		600.8972		614.2872		631.3438		647.8195		667.1134		688.8796		711.1471		737.7250		763.6797		789.3981		809.9941		821.7173		815.5620		790.8384		741.1022		681.1137		626.4077		592.5234		570.1788		552.9697		538.7488		530.3801		520.7943		511.6627		507.4189		500.9845		496.6327		492.8364		488.6801		486.3221		483.2750		480.8433		478.7134		476.0068		473.3313		473.6657		470.2669		468.1224		466.3747		466.0478		464.1584		462.6616		460.1405		459.8818		456.0688		
 0.050		427.2220		428.3897		430.3309		431.6012		432.8780		434.3000		435.6451		436.6117		438.5509		440.0993		441.6866		443.6335		444.3679		447.2049		448.9679		450.9290		452.2687		457.0582		458.7594		459.6304		462.4336		465.0507		467.5614		469.7913		473.2144		476.6572		478.2914		483.1901		484.8524		489.2784		493.3557		497.8098		503.9146		506.9819		513.0834		518.5173		524.5381		530.7817		539.3331		547.0033		554.4866		564.3153		576.1068		586.8866		600.1141		613.5210		630.2995		646.5747		665.6334		687.2135		709.0741		735.2283		760.8972		786.4243		806.9510		818.5158		812.9554		789.6461		741.1642		683.4607		629.7631		595.7377		572.7765		554.8765		540.1789		531.5074		521.7039		512.3295		507.9484		501.4139		496.9270		493.0622		488.8699		486.4396		483.3848		480.9102		478.8102		476.1438		473.4279		473.7466		470.3680		468.2211		466.5298		466.1878		464.3170		462.8326		460.3905		460.1289		456.4178		
 0.060		427.2015		428.3550		430.3452		431.5144		432.9137		434.3095		435.6065		436.6350		438.6451		440.1364		441.6919		443.5821		444.4094		447.2940		448.8712		450.8851		452.3305		457.1362		458.6172		459.4841		462.5130		464.8274		467.3650		469.8385		473.1394		476.4890		478.0947		482.9973		484.6855		489.1483		493.3372		497.5658		503.7769		506.8470		512.9928		518.2042		524.0532		530.4047		538.6695		546.2781		553.9643		563.8577		575.4683		586.0998		599.3139		612.7547		629.2798		645.3393		664.1576		685.4860		706.9830		732.7317		758.1146		783.4505		803.9080		815.3144		810.3488		788.4537		741.2263		685.8078		633.1184		598.9519		575.3743		556.7833		541.6091		532.6346		522.6134		512.9963		508.4778		501.8433		497.2213		493.2881		489.0597		486.5571		483.4946		480.9771		478.9071		476.2808		473.5245		473.8275		470.4691		468.3198		466.6850		466.3277		464.4755		463.0035		460.6404		460.3760		456.7669		
 0.070		427.1828		428.3289		430.3584		431.4422		432.9465		434.3200		435.5691		436.6583		438.7394		440.1736		441.6971		443.5306		444.4510		447.3831		448.7745		450.8412		452.3923		457.2142		458.4750		459.3377		462.5925		464.6040		467.1686		469.8857		473.0644		476.3208		477.8981		482.8045		484.5186		489.0181		493.3188		497.3217		503.6393		506.7121		512.9023		517.8911		523.5683		530.0276		538.0060		545.5529		553.4419		563.3761		574.8298		585.3130		598.5069		611.9884		628.3013		644.1413		662.6833		683.7048		704.8525		730.2678		755.3163		780.4767		800.8444		812.1231		807.7622		787.2614		741.2883		688.1548		636.4738		602.1662		577.9720		558.6901		543.0393		533.7619		523.5230		513.6631		509.0073		502.2727		497.5156		493.5139		489.2495		486.6747		483.6043		481.0440		479.0039		476.4177		473.6211		473.9085		470.5703		468.4184		466.8401		466.4677		464.6340		463.1744		460.8904		460.6232		457.1159		
 0.080		427.1703		428.3360		430.3657		431.4632		432.9505		434.3476		435.6124		436.6185		438.7168		440.1029		441.6871		443.5174		444.4432		447.3793		448.7619		450.8158		452.3975		457.2206		458.4131		459.2385		462.6262		464.4536		467.0192		469.9128		472.9935		476.1545		477.7014		482.6117		484.3518		488.8880		493.3004		497.0777		503.5017		506.5772		512.8117		517.5780		523.0834		529.6506		537.3424		544.8277		552.9195		562.8945		574.1913		584.5262		597.6999		611.2221		627.3227		642.9433		661.2089		681.9236		702.7220		727.8251		752.4856		777.3959		797.7605		808.9720		805.3243		786.0691		741.3618		690.5018		639.8292		605.3804		580.5697		560.5968		544.4694		534.8891		524.4325		514.3299		509.5367		502.7021		497.8099		493.7397		489.4393		486.7922		483.7141		481.1108		479.1008		476.5547		473.7177		473.9894		470.6714		468.5171		466.9953		466.6077		464.7925		463.3454		461.1403		460.8703		457.4649		
 0.090		427.1578		428.3431		430.3731		431.4843		432.9545		434.3752		435.6558		436.5775		438.6873		440.0208		441.6746		443.5123		444.4218		447.3427		448.7879		450.8013		452.3608		457.1623		458.4417		459.2058		462.5786		464.4693		467.0074		469.8475		472.9565		476.0487		477.6257		482.6053		484.3075		488.8251		493.2968		496.9205		503.3893		506.4744		512.7045		517.2964		522.6234		529.2735		536.6788		544.1026		552.3972		562.4129		573.5528		583.7394		596.8930		610.4558		626.3441		641.7453		659.7345		680.1425		700.5915		725.3824		749.6549		774.3114		794.6766		805.8209		802.8864		784.6511		741.8382		692.8488		643.1846		608.5790		583.1674		562.5036		545.8996		536.0164		525.3421		514.9967		510.0662		503.1315		498.1041		493.9655		489.6291		486.9097		483.8238		481.1777		479.1976		476.6917		473.8143		474.0703		470.7725		468.6157		467.1504		466.7476		464.9510		463.5163		461.3903		461.1174		457.8139		
