0.38	139.97
1.99	859.41
3.52	2028.43
4.93	2794.34
6.57	3479.63
8.86	4084.29
11.15	4729.27
15.07	5051.76
18.45	4930.82
22.6	4326.16
26.52	3600.56
30.44	2754.03
34.48	2028.43
38.73	1464.07
42.98	1222.21
46.25	1060.96
50.72	899.72
56.61	577.23
61.95	577.23
68.6	496.61
72.75	536.92
75.22	503.78
103.54	463.1
153.1	411.47
204.42	388.01
253.98	364.54
312.39	355.15
427.43	348.89
508.85	350.46
613.27	341.07
691.15	341.07
783.19	345.76
859.29	345.76
963.72	341.07
1055.75	341.07
1140.71	317.6
1369.03	143.94
1452.21	134.55
1542.48	125.16
1646.9	120.47
1836.28	112.65
2082.3	112.65
2239.82	120.47
2505.31	115.78
