Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at B = 0.75 T
Temperature(K)	Heat capacity(J/kg/K)

238.6911001	531.5835675
238.7911001	526.827785
238.8911001	527.5507008
238.9911001	527.6020846
239.0911001	524.9943288
239.1911001	527.0952845
239.2911001	524.6944628
239.3911001	531.9279994
239.4911001	531.741974
239.5911001	527.3565213
239.6911001	526.8663318
239.7911001	528.5720958
239.8911001	530.7625796
239.9911001	530.7709221
240.0911001	529.7534286
240.1911001	532.4457568
240.2911001	526.7503563
240.3911001	531.8259714
240.4911001	531.1167792
240.5911001	529.4169616
240.6911001	528.2680417
240.7911001	520.3623616
240.8911001	526.6402449
240.9911001	524.471685
241.0911001	522.0681943
241.1911001	524.6864588
241.2911001	525.0489574
241.3911001	535.9941193
241.4911001	529.3894547
241.5911001	534.5840802
241.6911001	531.6012263
241.7911001	536.7282746
241.8911001	538.6900137
241.9911001	538.5270969
242.0911001	537.7269178
242.1911001	540.2171359
242.2911001	536.1422223
242.3911001	537.2330429
242.4911001	537.5995095
242.5911001	537.1156496
242.6911001	538.029652
242.7911001	539.5828818
242.8911001	539.805303
242.9911001	538.8600599
243.0911001	536.9386589
243.1911001	538.3829534
243.2911001	539.7289225
243.3911001	538.4930148
243.4911001	537.2333437
243.5911001	540.0031693
243.6911001	542.4750403
243.7911001	542.747372
243.8911001	539.59207
243.9911001	536.9227296
244.0911001	550.1814382
244.1911001	543.6846356
244.2911001	539.4319205
244.3911001	541.7296246
244.4911001	545.0609729
244.5911001	542.6560514
244.6911001	543.5763479
244.7911001	545.7189874
244.8911001	546.3203109
244.9911001	542.944158
245.0911001	542.3662294
245.1911001	539.2107058
245.2911001	541.7603207
245.3911001	540.2212811
245.4911001	544.8195744
245.5911001	546.1090531
245.6911001	540.8141805
245.7911001	542.2891036
245.8911001	547.5481859
245.9911001	546.5294999
246.0911001	547.0351922
246.1911001	544.3029298
246.2911001	544.1390788
246.3911001	545.6740686
246.4911001	544.6114921
246.5911001	542.2340307
246.6911001	543.3826043
246.7911001	548.4382653
246.8911001	545.2630445
246.9911001	544.4111228
247.0911001	547.6684186
247.1911001	548.0557099
247.2911001	548.0641923
247.3911001	545.8067392
247.4911001	546.0860126
247.5911001	545.2718542
247.6911001	543.9443083
247.7911001	545.0688874
247.8911001	543.815396
247.9911001	544.7117736
248.0911001	547.2232856
248.1911001	543.7224629
248.2911001	546.1724983
248.3911001	542.1030565
248.4911001	540.352425
248.5911001	538.6324327
248.6911001	547.2406286
248.7911001	542.3152904
248.8911001	539.0056724
248.9911001	545.0557162
249.0911001	543.6412041
249.1911001	547.7570251
249.2911001	552.6071983
249.3911001	550.5632736
249.4911001	549.0076646
249.5911001	550.2475084
249.6911001	552.5509802
249.7911001	549.1162156
249.8911001	548.0756603
249.9911001	543.5519302
250.0911001	551.3982073
250.1911001	543.624085
250.2911001	549.8897969
250.3911001	550.5974505
250.4911001	556.1258608
250.5911001	550.8500154
250.6911001	548.5716266
250.7911001	549.5660723
250.8911001	548.6055246
250.9911001	552.7299582
251.0911001	550.975644
