247.84	555.77	550.42	544.44	546.89	545.63	549.59
247.96	554.99	547.97	544.43	545.69	548.86	547.54
248.08	555.7	550.51	546.91	550.15	548.69	548.43
248.2	560.19	547.65	543.87	549.78	550.11	549.21
248.32	558.09	553.03	545.17	547.11	549.42	550.33
248.43	560.37	550.86	541.35	553.1	546.81	549.06
248.55	557.33	549.18	539.29	550.33	545.45	546.53
248.67	556.13	549.99	545.55	549.32	548	549
248.79	560.8	551.81	542.37	551.34	547.99	546.94
248.91	560	550.84	540.06	551.41	545.08	546.2
249.03	556.11	551.29	544.55	550.95	547.2	549.36
249.15	558.93	549.31	545.89	551.86	549.6	550.27
249.26	560.14	548.89	551.31	552.36	549.87	551.63
249.38	560.5	550.52	550.73	550.67	551.8	554.34
249.5	554.61	545.39	549.14	551.61	550.89	549.26
249.62	557.73	550.89	550.91	553.95	551.54	549.79
249.74	557.37	547.59	550.92	550.3	551.66	547.46
249.86	558.77	549.71	548.43	551.52	550.09	549.24
249.98	556.14	546.65	544.25	550.94	547.57	549.57
250.09	557.21	547.45	551.15	556.05	549.8	552.22
250.21	556.79	547.73	544.99	553.1	549.41	555.61
250.33	556.24	552.44	550.18	559.68	553.18	552.34
250.45	557.9	557.86	553.85	558.48	551.83	552.8
250.57	558.19	555.31	552.04	554.56	551.81	555.19
250.69	557.4	553.4	548.66	553.59	550.41	552.42
250.81	558.35	555.23	549.43	556.62	554.14	549.81
250.92	558.28	551.13	549.97	550.42	551.02	552.96
251.04	560.09	551.16	551.82	551.71	552.08	551.03
251.16	559.89	553.56	553.13	556.42	550.92	551.21
251.28	563.87	554.18	551.66	555.63	551.74	555.3
251.4	560.2	560.75	553.81	553.68	556.79	555.86
251.52	563.31	555	555.3	556.11	554.02	552.42
251.64	562.81	556.54	557.32	554.11	553.82	549.98
251.75	560.05	556.75	558.7	558.33	557	552.04
251.87	562.46	557.78	554.28	557.56	557.24	553.17
251.99	563.27	558.47	560.48	556.51	557.73	553.45
252.11	561.77	555.23	555.1	551.51	554.41	551.13
252.23	565.62	557.94	555.3	559.51	553.4	547.92
252.35	562.36	560.45	554.13	558.24	555.97	551.07
252.47	563.66	558.59	554.41	556.83	556.51	549.67
252.58	565.91	558.07	553.42	556.31	555.8	547.24
252.7	563.45	558.46	555	555.61	556.03	549.24
252.82	563.61	555.86	554.21	554.44	555.22	550.31
252.94	564.29	555.89	552.07	559.54	552.13	552.81
253.06	561.95	555.79	552.11	557.28	553.34	551.68
253.18	563.6	556.09	553.25	558.61	554.56	552.28
253.3	564.9	553.54	551.19	555.03	550.9	552.34
253.41	568.25	549.83	549.51	556.02	552.88	553.16
253.53	565.61	550.74	548.15	559.46	552.33	553.81
253.65	564.01	552.05	547.84	555.08	553.68	556.79
253.77	564.95	552.51	549.92	552.82	555.08	560.01
253.89	562.76	554.35	551.61	553.04	550.4	555.87
254.01	566.45	556.34	558.33	551.85	551.42	560.44
254.13	567.12	553.16	554.85	556.15	548.64	556.84
254.24	568.68	555.83	556.03	554.19	545.72	556.52
254.36	565.53	557.11	558.05	548.04	547.88	559.43
254.48	564.52	558.5	555.86	547.15	544.23	556.03
254.6	565.95	558.35	557.57	548.74	551.25	558.35
254.72	564.61	556.36	560.77	543.77	551.57	556.11
254.84	564.78	555.73	561.67	544.8	552.04	555.09
254.96	566.93	555.69	561.41	547.64	552.04	556.04
255.07	567.59	554.47	562.72	550.06	554.95	556.56
255.19	566.36	558.25	565.32	551.64	559.38	559.13
255.31	571.07	554.73	564.5	556.25	559	556.61
255.43	570.23	553.65	561.62	552.78	557.97	560.4
255.55	568.53	550.38	562.77	553.19	556.17	559.8
255.67	565.73	554.69	562.85	550.03	557.66	563
255.79	568.07	555.67	566.35	552.19	562.56	562.96
255.9	567.77	553.66	564	551.99	560.02	557.38
256.02	567.19	557.57	564.02	551.32	563	561.9
256.14	564.8	559.6	565.52	548.57	561.67	559.5
256.26	567.74	561.78	561.38	546.75	562.25	555.88
256.38	568.62	557.8	561.95	550.25	559.86	553.86
256.5	567.04	565.48	564.11	555.48	564.75	562.43
256.62	565.89	564.25	562.01	557.04	563.73	557.5
256.73	568.99	563.56	561.33	556.24	565.52	558.37
256.85	567.78	564.36	564.07	555.94	565.75	557.73
256.97	572.27	563.99	561	554.25	563.68	557.38
257.09	573.44	567.41	563.12	558.44	565.06	554.95
257.21	569.9	558.66	557.68	553.15	563.38	557.48
257.33	572.97	562.97	558.97	563.13	563.79	561.23
257.45	572.45	563.27	558.57	563	561.39	559.91
257.56	575.51	561.61	560.92	563.29	562.45	561.39
257.68	574.75	564.14	563.16	563.36	567.11	562.17
257.8	574.53	561.67	563.16	563.98	565.56	563.44
257.92	571.71	568.08	566.55	565.33	566.23	566.53
258.04	574.82	568.29	565.01	566.48	567.04	564.24
258.16	572.27	568.5	563.4	566.51	567.75	564.16
258.28	574.67	566.76	566.32	566.11	569.1	566.46
258.39	573.91	567.31	564.66	564.56	565.13	567.46
258.51	577.61	567.71	566.59	567.2	566.72	564.69
258.63	580.08	566.98	567.82	567.06	565.73	564.82
258.75	576.42	567.84	569.86	563.39	568.69	562.17
258.87	576.02	569.74	574.2	565.56	570.67	564.74
258.99	576.39	566.21	567.14	567.86	568.01	564.92
259.11	579.12	565.43	568.59	567.58	567.25	563.54
259.22	575.23	567.07	571.42	563.22	569.88	566.2
259.34	577.78	564.81	570.48	564.11	570.12	566.73
259.46	580.01	565.17	571.7	565	569.44	564.27
259.58	579.71	564.49	572.19	568.14	566.75	561.27
259.7	580.95	564	570.89	568.43	569.14	561.52
259.82	579.83	565.99	571.32	572.14	565.02	564.55
259.94	582.81	571.2	573.77	571.79	565.87	566.88
260.05	584.04	570.4	572.76	572.97	566.34	570.03
260.17	583.17	568.38	576.49	571.07	563.21	566.59
260.29	578.67	569.44	577.7	568.64	565.49	566.8
260.41	582.01	573.79	575.06	574.86	565.7	567.04
260.53	580.61	570.83	574.78	572.8	565.38	565.8
260.65	579.87	574.95	575.58	569.91	564.54	563.62
260.77	579.52	572.82	571.12	570.27	563.64	566.34
260.88	575.91	574.48	574.33	571.43	563.15	566.69
261	577.32	571.18	572	571.97	560.03	564.91
261.12	577.26	566.91	574.44	570.57	559.89	567.91
261.24	579.09	572.41	572.17	571.79	561.66	567.52
261.36	578.56	573.68	570.26	571.6	562.88	567.94
261.48	579.87	576.95	572.36	572.11	565.47	571.23
261.6	579.95	575.39	573.02	573.8	562.46	572.65
261.71	577.34	576.5	571.38	574.18	561.83	569.63
261.83	576.89	578.51	574.37	571.66	567.33	570.56
261.95	578.24	578.8	573.91	570.77	571.83	573.81
262.07	576.75	577.37	573.07	570.27	571.89	572.24
262.19	581.43	579.45	571.3	573.22	575.86	572.28
262.31	579.7	583.61	573.13	575.21	575.29	570.31
262.43	577.44	573.99	573.23	575.77	568.67	571.37
262.54	580.55	576.15	576.23	575.28	570.33	571.85
262.66	583.78	572	575.93	577.28	569.69	570.26
262.78	583.19	573.58	576.45	577.92	570.23	567.04
262.9	586.1	572.38	574.38	577.31	564.19	567.99
263.02	588.1	575.25	576.09	576.83	568.91	564.81
263.14	590.8	573.68	575.49	572.53	567.88	564.55
263.26	587.78	577.87	577.58	577.25	568.84	566.58
263.37	589.66	582.38	580.68	577.61	569.39	569.29
263.49	587.47	581.27	584.09	573.89	570.17	566.27
263.61	592.22	585.39	579.97	577.87	565.07	567.08
263.73	589.19	581.84	580.49	575.11	565.37	569.08
263.85	592.38	586.91	581.26	576.62	569.36	575.08
263.97	596.02	584.65	580.8	578.7	572.86	575.95
264.09	592.52	584.68	580.93	579.04	570.43	577.41
264.2	593.46	579.24	583.32	574.61	570.37	575.93
264.32	593.07	586.77	581.72	573.8	573.48	576.68
264.44	592.22	584.65	579.76	576.38	571.99	574.52
264.56	595.79	583.65	582.39	578.92	573.2	573.24
264.68	596.47	584.55	582.01	577.33	574.02	573.51
264.8	597.02	585.43	584.02	573.28	574.29	575.94
264.92	595.46	582.28	577.96	573.75	574.87	574.22
265.03	594.49	582.26	578.99	576.58	576.57	571.25
265.15	592.24	585.14	581.11	572.58	578.8	575.68
265.27	589.76	585.95	584.55	573.41	578.93	572.31
265.39	589.24	582.67	584.51	575.69	575.95	569.31
265.51	595.19	591.93	586.61	574.61	583.16	573.84
265.63	594.38	589.78	584.82	577.24	580.3	571.2
265.75	596.71	591.73	585.67	574.07	579.91	571.05
265.86	596.15	591.51	586.29	575.73	578.23	568.11
265.98	593.3	591.97	588.54	575.55	579.62	573.29
266.1	596.6	588.92	588.65	580.3	576.04	569.33
266.22	593.77	589.67	586.15	578.04	576.82	572.36
266.34	592.7	590.17	589.83	575.63	578.31	572.85
266.46	597.78	591.01	588.39	578.58	576.05	572.3
266.58	597.52	590.63	589.28	579.24	578.59	576.37
266.69	597.92	592.59	587.08	579.39	577.67	581.23
266.81	596.21	594.19	587.22	583.12	579.97	580.9
266.93	601.31	593.7	585.83	580.01	584.08	582.53
267.05	600.8	592.19	588.19	574.96	583.62	583.48
267.17	600.74	592.53	587.77	573.81	584.33	583.78
267.29	601.36	587.95	588.66	572.96	581.21	582.82
267.41	597.75	590.76	587.61	576.55	583.98	580.8
267.52	600.69	591.33	585.99	577.24	586.21	581.67
267.64	603.29	589.9	586.33	579.36	587.38	579.97
267.76	603.92	589.86	589.17	581.53	585.11	582.17
267.88	604.42	591.09	592.68	586.41	582.45	584.26
268	603.52	590.26	590.91	586.2	582.28	580.89
268.12	602.53	589.22	589.95	586.93	584.88	580.84
268.24	605.41	588.41	591.22	590.89	583.52	580.27
268.35	602.01	590.51	589.29	587.96	583.81	577.32
268.47	600.65	592.26	592.22	588.09	584.66	580.27
268.59	600.9	591.67	593.66	588.31	589.87	582.27
268.71	603.13	589.27	591.35	587.59	584.37	578.4
268.83	606.22	590.55	589.31	588	586.63	580.22
268.95	607.37	590.51	588.65	589.31	585.26	576.31
269.07	609.85	590.15	588.67	587.67	582.98	577.05
269.18	605.67	590.36	587.9	587.75	583.51	578.93
269.3	607.89	586.8	590.49	588.31	582.18	580.96
269.42	615.49	589.87	587.51	591.69	584.59	581.95
269.54	610.55	592.07	590.15	586.82	586.48	584.12
269.66	613.92	594.86	590.19	590.11	587.23	583.14
269.78	613.15	596.98	593.73	593.36	587.69	586.21
269.9	611.67	596.77	600.86	593.23	587.83	585.76
270.01	613.95	595.31	598.39	597.76	590.82	581.1
270.13	613.78	597.74	596.16	595.21	591.07	580.09
270.25	610.47	601.61	598.2	595.02	589.79	581.11
270.37	612.46	600.3	599.6	595.01	585.82	584.22
270.49	614.19	601.68	598.2	595.91	588.66	583.55
270.61	615.68	601.34	599.45	592.64	591.74	590.41
270.73	618.57	602.64	599.51	597.46	591.41	591.56
270.84	617.83	602.65	601.44	594.76	591.28	590.09
270.96	618.41	603.27	600.67	595.8	591.61	586.72
271.08	619.53	605.13	602.36	596.46	593.06	594.24
271.2	621.76	606.52	601.82	594.85	594.58	591.15
271.32	623.68	606.09	603.83	595.56	595.3	592.49
271.44	619.69	607.5	605.84	593.12	594.4	592.19
271.56	621.81	606.98	604.38	593.97	593.31	589.83
271.67	620.36	608.14	606.08	593.83	597.08	594.67
271.79	622.51	609.19	603.27	595.35	595.14	594.06
271.91	624.04	611.69	607.17	596.21	598.27	594.86
272.03	622.9	611.41	606	596.68	598.26	595.45
272.15	627.69	613.17	607.13	600.57	596.48	596.84
272.27	630.62	615.08	606.86	599.25	594.99	598.11
272.39	628.41	614.27	605.78	598.17	594.63	596.05
272.5	626.87	614.54	604.01	595.82	594.71	594.47
272.62	631.06	614.45	604.76	598.46	591.8	595.88
272.74	629.73	613.23	604.94	594.23	591.22	593.54
272.86	631.39	617.94	607.44	595.71	592.76	595.39
272.98	632.59	621.05	611.27	595.95	594.03	596.62
273.1	633.86	619.97	613.75	595.41	594.82	597.88
273.22	636.92	621.7	612.25	599.2	595.1	597.39
273.33	637.79	621.13	612.22	604.88	594.82	595
273.45	633.35	624.52	614.37	606.3	596.84	600.18
273.57	635.72	625.44	613.58	610.13	597.57	602.09
273.69	636.82	622.68	612.9	609.53	595.98	598.58
273.81	636.81	623.42	611.9	610.5	593.47	597.91
273.93	641.53	621.57	609.96	612.59	596.01	597.23
274.05	642.26	622.04	614.46	608.41	595.81	598.01
274.16	642.3	623.18	615.72	611.29	597.1	599.26
274.28	641.75	621.35	614.86	612.9	596.4	595.17
274.4	648.11	621.22	617.42	617.5	594.63	593.98
274.52	649.05	624.91	621.76	615.53	603.55	600.89
274.64	646.02	628.47	620.66	617.67	605.41	603.2
274.76	648.33	625.27	620.63	618.54	605.56	601.63
274.88	646.82	624.51	617.11	616.14	607.9	599.63
274.99	650.89	623.73	624.78	616.9	608.06	599.08
275.11	651.09	627.31	621.43	621.33	611.47	597.25
275.23	651.47	628.72	621.79	617.3	612.93	597.75
275.35	651.92	634.87	624.18	616.67	613.86	598.29
275.47	653.01	635.83	627.89	619.29	614.93	600.15
275.59	656.22	639.54	622.32	618.46	615.03	607.67
275.71	658	640.73	627.68	617.2	618.5	608.78
275.82	655.17	641.9	625.06	617.12	618.91	610.03
275.94	662.94	640.68	626.18	619.9	617.44	612.1
276.06	664.43	639.14	622.45	621.74	616.16	610.39
276.18	666.28	642.97	627.09	623.07	618.57	611.49
276.3	666.52	647.94	629.74	622.95	620.23	616.91
276.42	663.65	643.02	628.61	622.41	621.13	616.16
276.54	665.24	641.23	630.18	623.46	616.11	613.51
276.65	670.18	642.53	633.32	624.36	618.49	615.8
276.77	670.66	644.95	637.2	624.93	624.35	620.81
276.89	670.13	644.4	635.5	629.94	620.34	617.08
277.01	672.44	647.45	639.6	630.28	625.95	620.92
277.13	669.54	644.71	638.08	633.01	626.56	619.42
277.25	668.41	648.15	638.58	629.53	628.74	620.46
277.37	672.69	648.59	637.59	632.78	628.01	621.28
277.48	676.35	652.63	639.43	634.94	626.38	619.82
277.6	673.33	654.02	644.46	629.1	629.23	624.47
277.72	677.34	655.7	643.87	632.86	630.49	624.03
277.84	677.06	656.82	644.67	634.93	631.66	625.82
277.96	676.97	656.03	644.2	633.58	627.91	622.67
278.08	679.83	657.06	648.81	633.69	634.06	625.76
278.2	677.41	660.29	647.6	634.86	634.65	624.43
278.31	680.34	660.85	653.47	637.21	636.93	630.85
278.43	680.76	658.78	652.67	638.7	637.77	628.54
278.55	683.57	659.82	653.97	638.22	635.6	627.08
278.67	687.31	659.94	653.68	639.74	633.72	627.59
278.79	692.8	658.77	655.18	640.34	635.44	627.43
278.91	694.15	660.26	653.09	645.61	636.78	629.31
279.03	695.84	664.02	653.1	647.73	637.75	626.85
279.14	699.86	667.94	655.62	650.16	638.6	629.89
279.26	701.49	670.65	653.81	648.28	634.65	629.51
279.38	701.34	667.3	656.18	647.73	637.09	626.94
279.5	704.65	674.07	656.27	647.98	640.98	629.85
279.62	705.5	673.83	658.4	651.75	639.72	628.77
279.74	707.73	675.15	665.27	648.55	641.88	628.59
279.86	708.84	675	665.14	648.26	643.24	627.15
279.97	712.8	677.47	664.09	650.78	643.07	630.24
280.09	714.58	676.74	665.85	651.98	644.74	634.62
280.21	712.79	677.24	667.41	646.66	646.76	633.19
280.33	718.77	681.27	666.67	650.66	647.45	634.43
280.45	718.29	683.74	665.1	650.98	646.96	633.86
280.57	717.57	684.33	666.53	652.63	650.52	636.29
280.69	721.83	685.19	670.59	654.02	654.78	638.87
280.8	727.34	686.58	672.6	657	654.92	639.53
280.92	723.49	687.73	673.44	652.98	655.6	638.57
281.04	727.92	690.22	671.59	656.58	657.32	640.04
281.16	726.36	694.73	674.58	659.63	658.91	637.99
281.28	732.17	695.78	679.47	663.83	658.55	634.33
281.4	735.38	699.69	679.94	665.73	659.9	635.6
281.52	735.25	700.75	681.04	664.75	659.12	637.69
281.63	736.05	699.7	684.87	667.4	659.86	640
281.75	738.59	702.33	687.09	671.88	661.76	639.86
281.87	738.61	704.12	688.41	669.56	663.63	641.24
281.99	741.23	703.94	688.67	672.07	667.76	644.33
282.11	746.27	706.52	686.73	671.85	665.32	646.41
282.23	746.92	706.63	687.79	673.69	666.09	644.42
282.35	747.53	706.78	691.95	668.94	669.6	644.94
282.46	749.37	710.96	695.79	671.42	669.62	647.3
282.58	754.71	710.17	693.18	671.33	670.39	645.43
282.7	756.69	714.01	696.37	671.92	672.3	644.65
282.82	759.72	715.74	698.92	668.97	674.56	646.25
282.94	764.92	717.45	698.69	671.61	674.13	646.31
283.06	765.41	720.69	703.22	676	678	650.84
283.18	770.86	719.23	700.35	679.38	676.93	649.37
283.29	768.87	720.85	703.73	678.2	680.91	654.21
283.41	774.08	722.92	703.91	684.19	679.45	652.95
283.53	773.97	720.95	703.49	687.07	677.54	652.31
283.65	776.01	724.06	705.28	689.74	680.54	657.36
283.77	776.89	725.63	702.02	689.48	680.74	655
283.89	778.08	730.91	702.72	687.62	678.97	657.56
284.01	780.35	730.4	704.63	689.07	680.05	657.7
284.12	781.57	732.19	709.43	688.71	682.47	662.66
284.24	787.27	735.53	712.77	691.17	680.86	666.6
284.36	787.89	736.91	715.38	689.49	682.91	666.98
284.48	789.27	738.41	716.07	691.65	684.33	670.81
284.6	793.5	740.17	716.22	692.64	687.91	670.76
284.72	793.22	743.32	721.43	693.22	691.55	673.54
284.84	796.84	743.31	719.93	696.09	691.68	671.11
284.95	802.55	745.07	720.58	698.62	693.21	669.13
285.07	803.03	747.75	724.16	703.95	695.19	672.67
285.19	804.06	748.1	723.92	705.26	697.22	675.13
285.31	804.01	750.89	725.48	704.26	699.8	671.09
285.43	807.92	751.23	725.39	712.19	699.76	671.55
285.55	810.56	750.89	727.67	709.52	699.89	672.46
285.67	811.45	753.07	728.42	708.72	700.96	672.39
285.78	814.13	754.57	731.79	709.49	699.06	673.21
285.9	812.67	754.39	732.02	709.07	700.17	677.39
286.02	818.05	756.61	735.95	715.64	703.62	678.86
286.14	819.79	757.54	737.9	716.55	705.58	680.22
286.26	820.73	761.63	738.2	717.52	706.58	684.45
286.38	822.63	763.25	740.82	719.24	705.39	687.65
286.5	821.84	763.27	742.79	720.42	711.5	694.48
286.61	824.22	761.2	742.01	718.93	704.62	689.13
286.73	824.79	766.64	746.22	717.55	709.38	693.9
286.85	821.54	766.16	744.54	718.38	709.91	693.69
286.97	827.14	766.46	745.73	722.56	712.1	693.9
287.09	827.4	768.66	745.8	728.92	708.94	691.75
287.21	823.79	770.87	743.26	728.12	710.45	694.65
287.33	826.76	770.51	746.3	730.54	708.06	692.35
287.44	826.43	770.89	749.34	732.73	710.28	698.37
287.56	826.97	771.62	752.21	735.07	710.45	699.39
287.68	828.48	772.14	751.34	738.38	713.09	703.95
287.8	829.75	771.72	750.74	736.77	712.9	702.51
287.92	823.91	777.58	749.85	738.85	713.86	709.14
288.04	824.51	772.55	747.92	739.27	714.65	708.15
288.16	823.23	772.82	750.06	739.03	717.78	709.85
288.27	821.92	774.21	750.47	738.64	715.54	713.89
288.39	821.45	773.64	750.88	741.97	718.41	713.86
288.51	821.01	772.09	751.53	741.78	717.27	714.42
288.63	815.87	772.3	756.78	743.06	716.67	713.46
288.75	814.81	773.19	755.06	743.79	716.47	716.18
288.87	813.23	775.28	760.82	744.17	719.77	720.15
288.99	808.66	772.36	759.47	746.65	720.88	715.38
289.1	805.59	770.99	758.59	743.18	724.04	718.29
289.22	803.46	774.45	762.55	742.48	726.47	720.29
289.34	803.56	772.22	760.68	741.21	728.3	721.53
289.46	797.66	767.02	757.14	741	724.72	717.33
289.58	795.09	767.69	755.62	739.88	725.77	717.12
289.7	789.49	766.42	757.38	741.09	729.11	719.92
289.82	786.83	768.32	757.28	741.82	728.03	722.13
289.93	786.06	765.05	757.17	744.47	730.9	720.57
290.05	778.91	760.69	755.61	739.96	727.94	721.4
290.17	771.3	759.58	755.82	739.69	725.62	722.08
290.29	766.73	763.3	757.54	742.09	732.99	722.88
290.41	761.64	764.02	758.11	741.64	733.68	722.55
290.53	759.21	756.55	752.77	741.92	728.44	719.67
290.65	754.48	753.92	752.96	741.57	732.33	719.63
290.76	749.72	754.43	753.43	743.31	732.66	720.94
290.88	743.27	752.74	749.16	746.83	727.38	719.33
291	736.4	752.4	745.49	745.94	729.01	721.92
291.12	727.11	750.66	745.18	744.15	729.57	723.2
291.24	716.77	747.93	744.32	744.32	733.19	723.76
291.36	707.84	744.48	738.37	742.46	734	722.31
291.48	701.4	747.55	737.91	741.07	738.15	724.69
291.59	691.29	740.67	735.61	736.88	736.39	726.67
291.71	685.26	737.65	733.26	739.82	737.88	725.36
291.83	676.55	734.55	731.04	737.26	740.55	723.58
291.95	673.03	732.85	729.31	736.75	740.24	724.32
292.07	665.76	734.15	729.98	731.8	739.01	723.01
292.19	660.11	733.99	724.49	733.47	738.31	722.84
292.31	659.41	723.05	724.72	735.03	735.44	723.3
292.42	651.09	723.87	723.76	731.7	737.48	724
292.54	648.08	722.97	723.01	731.79	736.2	720.26
292.66	642.15	716.69	718.53	729.5	733.79	718.4
292.78	636.04	713.69	723.04	728.2	735.65	721.87
292.9	631.2	708.5	719.05	727.47	732.13	720.57
293.02	632.65	710.03	714.37	725.86	731.98	721.3
293.14	626.16	705.61	713.9	725.11	732.02	725.19
293.25	621.15	700.99	711.88	722.73	727.01	725.95
293.37	619.83	697.91	712.58	720.56	726.09	728.57
293.49	618.83	694.56	709.16	720.1	728.42	729.22
293.61	617.3	693.88	705.55	716.55	723.67	722.59
293.73	615.11	691.24	703.07	718.25	722.58	727.01
293.85	610.75	690.6	701.01	718.2	722.7	726.75
293.97	608.87	683.55	697.35	716.02	719.2	724.82
294.08	604.31	683.12	698.97	712.3	721.12	724.49
294.2	600.74	681.71	702.91	710.55	721.93	724.9
294.32	598.9	679.88	699.88	702.38	718.53	718.94
294.44	600.98	674.33	694.25	704.46	719.59	717.85
294.56	595.06	671.24	691.76	699.98	716.82	715.7
294.68	592.34	664.95	689.61	701.31	716.04	718.33
294.8	592.07	662.71	686.44	702.85	712.71	715.42
294.91	588.14	657.43	684.88	701.6	711.59	711.34
295.03	586.6	656.95	680.08	697.95	711.15	709.41
295.15	585.88	653.03	677.73	694.25	706.64	709.56
295.27	583.5	651.08	673.33	691.45	703.93	706.46
295.39	582.81	646.66	666.98	691.14	701.48	698.96
295.51	581.23	643.06	665.75	690.79	703.54	703.04
295.63	579.65	639.85	662.02	685.43	699.8	702.45
295.74	579.73	637.16	659.91	685.63	696.97	696.73
295.86	578.24	633.88	658	681.2	692.32	692.74
295.98	574.82	635.92	661.87	676.74	696.39	695.76
296.1	572.23	632.94	657.72	675.85	693.01	691.87
296.22	571.58	629.28	652.89	673.16	689	689.77
296.34	570.26	625.5	651.46	668.38	687.54	689.1
296.46	569.29	622.2	648.18	666.01	686.87	688.32
296.57	568.92	619.13	646.31	663.02	681.8	685.79
296.69	567.27	617.71	644.05	659.45	679.5	680.43
296.81	569.16	616.07	643.35	658.13	679.38	680.32
296.93	562.94	616.91	641.31	656.3	675.82	676.42
297.05	562.69	615.27	638.48	650.88	672.72	675.39
297.17	561.19	613	636.4	649.25	672.08	673.15
297.29	559.05	612.26	631.75	646.61	670.56	671.12
297.4	560.65	608.72	630.16	646.06	667.77	666.89
