Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at B = 1.25 T
Temperature(K)	Heat capacity(J/kg/K)

238.6968222	533.5304637
238.7968222	523.9419219
238.8968222	525.9025975
238.9968222	531.8979725
239.0968222	529.0054128
239.1968222	529.2469256
239.2968222	528.8959333
239.3968222	525.2692839
239.4968222	528.6458889
239.5968222	527.3047084
239.6968222	526.7057723
239.7968222	529.8464497
239.8968222	529.4842545
239.9968222	524.6166228
240.0968222	529.559121
240.1968222	535.5427142
240.2968222	533.2481937
240.3968222	534.2358818
240.4968222	533.7746388
240.5968222	529.0606131
240.6968222	537.5297557
240.7968222	530.3492708
240.8968222	531.5060269
240.9968222	532.4761057
241.0968222	530.645972
241.1968222	532.7245122
241.2968222	533.117039
241.3968222	536.4260099
241.4968222	534.909657
241.5968222	535.899567
241.6968222	534.80025
241.7968222	535.6932943
241.8968222	538.6511192
241.9968222	537.5185707
242.0968222	544.4511978
242.1968222	539.6414347
242.2968222	537.7353135
242.3968222	539.3200489
242.4968222	537.2081743
242.5968222	539.5177262
242.6968222	534.5266023
242.7968222	538.7992403
242.8968222	540.6454112
242.9968222	539.0517378
243.0968222	538.7038389
243.1968222	541.7500063
243.2968222	539.6716758
243.3968222	539.5601773
243.4968222	543.0780072
243.5968222	539.2125786
243.6968222	542.250388
243.7968222	541.7789863
243.8968222	541.1335863
243.9968222	541.8743188
244.0968222	542.6240739
244.1968222	541.5706633
244.2968222	538.9903386
244.3968222	544.8122289
244.4968222	537.5956783
244.5968222	540.2634133
244.6968222	536.6087688
244.7968222	535.6743492
244.8968222	543.7285076
244.9968222	535.5547127
245.0968222	538.0464546
245.1968222	533.4972268
245.2968222	530.9102416
245.3968222	536.5515116
245.4968222	536.294111
245.5968222	539.5472302
245.6968222	532.1856166
245.7968222	536.2889379
245.8968222	537.6636649
245.9968222	535.5958978
246.0968222	535.538849
246.1968222	538.8411557
246.2968222	540.5722209
246.3968222	536.1662075
246.4968222	535.0374391
246.5968222	534.5894221
246.6968222	535.4634192
246.7968222	538.0140095
246.8968222	542.4936782
246.9968222	539.7832304
247.0968222	544.2181154
247.1968222	542.3827255
247.2968222	543.4446377
247.3968222	542.2083671
247.4968222	543.4010256
247.5968222	546.1255373
247.6968222	537.1938738
247.7968222	544.9958692
247.8968222	546.4094731
247.9968222	550.2882689
248.0968222	548.3272835
248.1968222	550.1140188
248.2968222	550.0039789
248.3968222	546.9137173
248.4968222	546.6367045
248.5968222	544.5110883
248.6968222	549.1836475
248.7968222	547.9040927
248.8968222	544.8156214
248.9968222	547.1003061
249.0968222	547.4218141
249.1968222	551.8719846
249.2968222	548.911212
249.3968222	552.2685189
249.4968222	550.8810447
249.5968222	551.0837011
249.6968222	553.0527152
249.7968222	549.7133352
249.8968222	550.3307092
249.9968222	546.8270794
250.0968222	549.8779177
250.1968222	548.5193444
250.2968222	554.0497915
250.3968222	551.546073
250.4968222	552.0789744
250.5968222	551.6991323
250.6968222	550.2700883
250.7968222	554.5077716
250.8968222	550.3797802
250.9968222	552.7206242
251.0968222	551.3300142
251.1968222	550.6903132
251.2968222	551.9577471
251.3968222	556.8374296
251.4968222	554.1524598
251.5968222	553.4871783
251.6968222	554.3456104
251.7968222	558.9620103
251.8968222	556.7030037
251.9968222	557.7870704
252.0968222	554.8018629
252.1968222	551.8484116
252.2968222	556.7431407
252.3968222	555.2146521
252.4968222	557.0895232
