Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at B = 1.5 T
Temperature(K)	Heat capacity(J/kg/K)

238.693389	529.0139699
238.793389	523.5540977
238.893389	527.5277001
238.993389	532.2523923
239.093389	527.5944165
239.193389	530.5446746
239.293389	524.730478
239.393389	530.5989828
239.493389	532.903994
239.593389	532.2414683
239.693389	528.2504267
239.793389	532.7825523
239.893389	533.3279403
239.993389	532.348464
240.093389	536.8352249
240.193389	533.805893
240.293389	528.5063409
240.393389	531.3741811
240.493389	535.0770268
240.593389	531.1902283
240.693389	534.8425215
240.793389	531.1732414
240.893389	533.9856645
240.993389	534.613984
241.093389	534.6859032
241.193389	532.5250885
241.293389	530.3209474
241.393389	534.9012303
241.493389	533.5356059
241.593389	538.3035185
241.693389	533.8614782
241.793389	535.9678283
241.893389	535.6681803
241.993389	537.8661887
242.093389	538.5927259
242.193389	537.2748704
242.293389	537.0272717
242.393389	535.1679629
242.493389	536.6041435
242.593389	533.9315478
242.693389	531.4446838
242.793389	532.5901173
242.893389	537.3021795
242.993389	539.4489908
243.093389	536.3752435
243.193389	538.7322113
243.293389	540.4450085
243.393389	540.6334826
243.493389	540.0826721
243.593389	535.6679674
243.693389	539.5294611
243.793389	537.5951548
243.893389	538.1611446
243.993389	539.9499601
244.093389	539.2137692
244.193389	536.4337305
244.293389	537.4550783
244.393389	538.988912
244.493389	537.2553362
244.593389	540.6483505
244.693389	540.1348261
244.793389	539.3176677
244.893389	544.4923923
244.993389	542.2901818
245.093389	539.0850727
245.193389	539.4445894
245.293389	540.7148777
245.393389	537.9117178
245.493389	541.8998042
245.593389	540.4322957
245.693389	539.2104242
245.793389	541.66101
245.893389	540.3628196
245.993389	544.8729039
246.093389	543.9309551
246.193389	543.8651935
246.293389	540.7992249
246.393389	542.5793241
246.493389	543.5840232
246.593389	541.50198
246.693389	540.4086834
246.793389	542.4649324
246.893389	548.7192832
246.993389	540.6478862
247.093389	543.2480812
247.193389	543.8820542
247.293389	545.9255797
247.393389	548.5756375
247.493389	546.9688905
247.593389	547.9330636
247.693389	545.6432966
247.793389	548.7117116
247.893389	550.5478197
247.993389	546.039329
248.093389	548.8482209
248.193389	549.1590322
248.293389	550.5913274
248.393389	549.4201786
248.493389	548.5460832
248.593389	545.1617553
248.693389	550.0778641
248.793389	546.826946
248.893389	545.7932274
248.993389	548.4765279
249.093389	551.1017287
249.193389	549.5159042
249.293389	552.5009311
249.393389	554.5549428
249.493389	549.0374154
249.593389	551.818516
249.693389	544.2026513
249.793389	551.4083234
249.893389	548.0034784
249.993389	549.9112085
250.093389	552.184867
250.193389	556.1337114
250.293389	553.4399178
250.393389	550.5392118
250.493389	554.5407415
250.593389	555.3998904
250.693389	552.2224168
250.793389	549.2484693
250.893389	553.8261016
250.993389	551.0088975
251.093389	551.0513211
251.193389	551.2905943
251.293389	555.9182084
251.393389	556.003998
251.493389	553.2930593
251.593389	549.6366917
251.693389	550.458087
251.793389	553.0569387
251.893389	553.1954615
251.993389	553.4517112
252.093389	552.1327595
252.193389	546.1105568
252.293389	551.2553199
252.393389	550.9114213
252.493389	549.1951422
252.593389	547.0468887
252.693389	549.2083347
252.793389	549.5335419
252.893389	552.316757
252.993389	553.370175
253.093389	550.7709073
253.193389	552.5673288
253.293389	552.3221563
253.393389	553.1076817
253.493389	553.3654954
253.593389	554.499365
253.693389	558.453806
253.793389	560.4848756
253.893389	555.6373685
253.993389	560.6822818
254.093389	558.8877183
254.193389	552.5493809
254.293389	560.3451256
254.393389	559.0340113
254.493389	555.6267293
254.593389	558.4631901
254.693389	556.782945
254.793389	554.1276404
254.893389	556.3163802
254.993389	555.8737393
255.093389	556.7211724
255.193389	559.1438967
255.293389	555.7194709
255.393389	560.6594642
255.493389	559.9636138
255.593389	559.6757877
255.693389	564.1847323
255.793389	562.8571185
255.893389	556.6500567
255.993389	563.3806553
256.093389	558.366678
256.193389	560.7341807
256.293389	553.4471424
256.393389	553.9263612
256.493389	562.6417327
256.593389	556.8927079
256.693389	559.6174533
256.793389	556.5724516
256.893389	558.5106309
256.993389	557.0607459
257.093389	554.8804269
257.193389	556.7581765
257.293389	561.4962389
257.393389	560.6934048
257.493389	559.1873292
257.593389	562.2917257
257.693389	562.1606913
257.793389	563.1764052
257.893389	566.4840793
257.993389	566.6605225
258.093389	561.2935065
258.193389	565.7936704
258.293389	566.6075312
258.393389	567.4918669
258.493389	564.3796998
258.593389	565.992859
258.693389	562.9050946
258.793389	561.604864
258.893389	565.777847
258.993389	564.8666746
259.093389	563.0870892
259.193389	566.7360953
259.293389	565.001891
259.393389	568.4994043
259.493389	562.2858106
259.593389	561.1160299
259.693389	561.3495434
259.793389	564.6443484
259.893389	564.2289069
259.993389	570.4927292
260.093389	569.7268811
260.193389	565.7818618
260.293389	566.8181689
260.393389	566.8759651
260.493389	567.8488491
260.593389	562.0187002
260.693389	564.9998139
260.793389	566.8550463
260.893389	566.6786331
260.993389	564.5645566
261.093389	568.2502573
261.193389	567.0514432
261.293389	568.0544619
261.393389	567.8746042
261.493389	571.8771241
261.593389	572.7342424
261.693389	569.3127116
261.793389	570.8436393
261.893389	570.1160037
261.993389	576.4825455
262.093389	570.9503803
262.193389	572.3517034
262.293389	570.0917965
262.393389	571.6506961
262.493389	570.7973809
262.593389	572.85876
262.693389	569.1203638
262.793389	566.7534758
262.893389	568.1688724
262.993389	565.4309276
263.093389	562.9849731
263.193389	566.5622286
263.293389	566.5906619
263.393389	569.9285167
263.493389	566.2550984
263.593389	567.0744184
263.693389	567.0957497
263.793389	572.5070108
263.893389	577.1675428
263.993389	575.521216
264.093389	577.5672607
264.193389	575.7769814
264.293389	577.2006275
264.393389	575.4313616
264.493389	573.5329638
264.593389	573.0940103
264.693389	573.578459
264.793389	575.9690678
264.893389	575.1473731
264.993389	571.0019641
265.093389	571.6051517
265.193389	578.4601608
265.293389	570.5819723
265.393389	569.2625593
265.493389	574.5945668
265.593389	569.6328793
265.693389	574.2620564
265.793389	568.1269748
265.893389	568.1038763
265.993389	573.9006506
266.093389	569.0500672
266.193389	572.5699231
266.293389	571.7709003
266.393389	574.1658696
266.493389	571.2448104
266.593389	577.4763046
266.693389	581.2391073
266.793389	580.0278121
266.893389	584.4881696
266.993389	579.3295884
267.093389	586.6537037
267.193389	582.8300063
267.293389	582.8185497
267.393389	580.5863133
267.493389	582.317281
267.593389	580.2241649
267.693389	579.7010035
267.793389	583.3333968
267.893389	584.4026021
267.993389	580.917221
268.093389	580.384286
268.193389	582.2913431
268.293389	577.5240026
268.393389	577.1911404
268.493389	581.0692662
268.593389	582.2913803
268.693389	577.6625252
268.793389	582.1249684
268.893389	576.7235707
268.993389	575.9471797
269.093389	577.4688434
269.193389	579.0753597
269.293389	580.9896885
269.393389	580.6273731
269.493389	585.3451827
269.593389	582.7261603
269.693389	583.364509
269.793389	586.7649967
269.893389	585.8651553
269.993389	581.3387895
270.093389	580.1803617
270.193389	579.9616826
270.293389	581.9441122
270.393389	584.9105827
270.493389	583.4833285
270.593389	590.2764459
270.693389	591.2560643
270.793389	592.1930912
270.893389	588.0561574
270.993389	586.1327595
271.093389	595.3406207
271.193389	591.0803375
271.293389	592.1226067
271.393389	593.5808383
271.493389	590.4036366
271.593389	589.4826452
271.693389	595.8943526
271.793389	594.048838
271.893389	594.7823583
271.993389	595.2136631
272.093389	595.8636159
272.193389	597.6349922
272.293389	598.2732808
272.393389	595.8648387
272.493389	594.0739127
272.593389	597.7171175
272.693389	591.4866751
272.793389	595.7570865
272.893389	595.1990172
272.993389	596.8642611
273.093389	597.8478686
