Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at no external magnetic field
Temperature(K)	Heat capacity(J/kg/K)

238.7223807	539.0757812
238.8223807	538.0019341
238.9223807	540.2537804
239.0223807	536.0716346
239.1223807	538.4750218
239.2223807	533.2398076
239.3223807	535.0645011
239.4223807	534.4566912
239.5223807	536.821374
239.6223807	539.5515347
239.7223807	541.8572246
239.8223807	535.3538709
239.9223807	536.1144882
240.0223807	535.8415101
240.1223807	537.5815631
240.2223807	537.1010501
240.3223807	542.1650991
240.4223807	542.8611225
240.5223807	543.5288665
240.6223807	544.2311123
240.7223807	544.8260413
240.8223807	546.0204971
240.9223807	543.9965624
241.0223807	542.0091809
241.1223807	542.263307
241.2223807	540.9886091
241.3223807	545.2871591
241.4223807	543.8249561
241.5223807	543.670369
241.6223807	542.3477149
241.7223807	542.539452
241.8223807	544.9409786
241.9223807	542.3651215
242.0223807	544.9009821
242.1223807	545.4050603
242.2223807	546.8418375
242.3223807	550.7694716
242.4223807	543.2345893
242.5223807	540.7874638
242.6223807	545.4634995
242.7223807	541.7611566
242.8223807	545.8719864
242.9223807	545.4937691
243.0223807	544.7664125
243.1223807	545.6197582
243.2223807	549.6626417
243.3223807	550.3621626
243.4223807	552.3851559
243.5223807	552.527631
243.6223807	549.5552759
243.7223807	556.0749301
243.8223807	550.9648541
243.9223807	546.5105775
244.0223807	548.1708154
244.1223807	550.1789351
244.2223807	545.2000025
244.3223807	550.2258806
244.4223807	550.3033652
244.5223807	550.7399675
244.6223807	546.5968566
244.7223807	551.8075754
244.8223807	547.9912023
244.9223807	550.4674013
245.0223807	549.0499677
245.1223807	550.814312
245.2223807	548.2188593
245.3223807	547.8922005
245.4223807	552.9563514
245.5223807	546.9276557
245.6223807	548.9756062
245.7223807	548.1913266
245.8223807	544.8649622
245.9223807	552.0907738
246.0223807	548.819252
246.1223807	552.336632
246.2223807	549.3754306
246.3223807	547.5672134
246.4223807	549.3973805
246.5223807	543.9505626
246.6223807	545.9516789
246.7223807	547.1204901
246.8223807	551.7586376
246.9223807	543.9769646
247.0223807	542.0271352
247.1223807	549.253343
247.2223807	551.7305855
247.3223807	553.3776571
247.4223807	555.1968296
247.5223807	554.3864083
247.6223807	554.3437637
247.7223807	552.9219973
247.8223807	556.1983613
247.9223807	553.959799
248.0223807	556.7042538
248.1223807	554.9235906
248.2223807	561.9707303
248.3223807	557.813415
248.4223807	560.7283578
248.5223807	557.7596405
248.6223807	556.3612825
248.7223807	555.88007
248.8223807	563.1618584
248.9223807	559.4982289
249.0223807	555.9649521
249.1223807	558.9457256
249.2223807	558.8872379
249.3223807	561.8830182
249.4223807	559.6038908
249.5223807	553.285114
249.6223807	557.8348329
249.7223807	556.9188992
249.8223807	559.7161538
249.9223807	556.9936474
250.0223807	555.3858643
250.1223807	557.9273539
250.2223807	556.6757932
250.3223807	556.053431
250.4223807	558.0718898
250.5223807	557.4669248
250.6223807	559.0409359
250.7223807	556.4998662
250.8223807	558.7220871
250.9223807	558.2440705
251.0223807	560.3507851
251.1223807	559.0688619
251.2223807	561.1726044
251.3223807	565.8493777
251.4223807	558.4283897
251.5223807	563.5752056
251.6223807	563.3050996
251.7223807	559.6224618
251.8223807	560.9666189
251.9223807	563.9244579
252.0223807	562.973261
252.1223807	561.6024663
252.2223807	565.7877962
252.3223807	563.0959818
252.4223807	560.112493
252.5223807	568.2887368
252.6223807	564.4495544
252.7223807	563.2097846
252.8223807	563.6162934
252.9223807	564.9033815
253.0223807	561.4126104
253.1223807	562.8948458
253.2223807	564.1876245
253.3223807	565.154172
253.4223807	568.5217692
253.5223807	565.9182627
253.6223807	562.9342357
253.7223807	566.625149
253.8223807	563.1004875
253.9223807	562.5897896
254.0223807	567.1437718
254.1223807	567.0538632
254.2223807	569.1800225
254.3223807	566.9123142
254.4223807	563.5094302
254.5223807	565.2160405
254.6223807	566.1587218
254.7223807	564.5513032
254.8223807	564.483342
254.9223807	566.5245254
255.0223807	567.7538176
255.1223807	567.4300765
255.2223807	565.9164851
255.3223807	571.6987592
255.4223807	570.2117652
255.5223807	570.4029926
255.6223807	563.2351785
255.7223807	568.8095247
255.8223807	567.6455421
255.9223807	567.7984945
256.0223807	567.2030431
256.1223807	564.1932505
256.2223807	567.3747095
256.3223807	568.3371287
256.4223807	568.8373889
256.5223807	566.4397825
256.6223807	565.8519753
256.7223807	569.2550005
256.8223807	567.0083537
256.9223807	569.533833
257.0223807	575.1107383
257.1223807	572.6401654
257.2223807	569.4596336
257.3223807	573.0569643
257.4223807	571.2798085
257.5223807	576.3041516
257.6223807	574.4108273
257.7223807	574.9671891
257.8223807	574.4102626
257.9223807	571.6441866
258.0223807	575.667412
258.1223807	570.4639263
258.2223807	575.6622217
258.3223807	573.7946504
258.4223807	573.9499935
258.5223807	577.9974815
258.6223807	580.4228254
258.7223807	576.6067535
258.8223807	575.9475244
258.9223807	576.1150391
259.0223807	576.5425371
259.1223807	579.6326251
259.2223807	575.1924803
259.3223807	576.9080885
259.4223807	581.1440993
259.5223807	578.2499228
259.6223807	580.7775856
259.7223807	581.0073811
259.8223807	579.7629818
259.9223807	582.5475616
260.0223807	584.4993229
260.1223807	583.0483084
260.2223807	583.2831514
260.3223807	576.6020425
260.4223807	582.7789432
260.5223807	580.6993945
260.6223807	579.3311427
260.7223807	581.511166
260.8223807	576.9259171
260.9223807	575.2887298
261.0223807	577.8151397
261.1223807	577.2499615
261.2223807	579.070222
261.3223807	579.187307
261.4223807	577.4529246
261.5223807	581.8578182
261.6223807	579.2509688
261.7223807	577.1691297
261.8223807	576.5045853
261.9223807	580.1685076
262.0223807	573.5421081
262.1223807	580.2750089
262.2223807	582.0272666
262.3223807	579.2759458
262.4223807	577.3450383
262.5223807	580.1152016
262.6223807	582.1038616
262.7223807	586.2437393
262.8223807	581.0729206
262.9223807	587.5505204
263.0223807	588.1223329
263.1223807	591.4383942
263.2223807	587.1014928
263.3223807	589.1438095
263.4223807	590.1419613
263.5223807	586.3466514
263.6223807	592.9438107
263.7223807	589.0553548
263.8223807	590.8707187
263.9223807	596.6192616
264.0223807	595.2699027
264.1223807	590.9349743
264.2223807	594.0141855
264.3223807	593.0791222
264.4223807	591.4574812
264.5223807	595.4450568
264.6223807	596.3658669
264.7223807	596.5563463
264.8223807	597.1772191
264.9223807	595.3380394
265.0223807	594.779882
265.1223807	592.362049
265.2223807	591.9610216
265.3223807	587.4745507
265.4223807	590.0919715
265.5223807	596.0042895
265.6223807	594.2681108
265.7223807	596.6089144
265.8223807	597.0216879
265.9223807	594.9335604
266.0223807	592.240303
266.1223807	597.7548087
266.2223807	593.6680802
266.3223807	591.7653402
266.4223807	597.5454874
266.5223807	598.2157216
266.6223807	596.9120728
266.7223807	598.3142767
266.8223807	595.9837411
266.9223807	601.3854105
267.0223807	600.5698172
267.1223807	601.3896498
267.2223807	599.9875961
267.3223807	602.114034
267.4223807	596.8799522
267.5223807	600.6362909
267.6223807	603.3814118
267.7223807	602.9159573
267.8223807	605.481058
267.9223807	603.6342669
268.0223807	603.4799272
268.1223807	602.4773661
268.2223807	606.0059782
268.3223807	601.5331178
268.4223807	603.0307242
268.5223807	598.3080596
268.6223807	602.0556939
268.7223807	603.2814906
268.8223807	606.2300357
268.9223807	606.1483181
269.0223807	611.1005507
269.1223807	608.2201402
269.2223807	604.0949342
269.3223807	608.8135124
269.4223807	615.5587148
269.5223807	609.844746
269.6223807	613.8442765
269.7223807	614.0509102
269.8223807	612.4066917
269.9223807	611.397955
270.0223807	614.170661
270.1223807	614.2052863
270.2223807	610.135985
270.3223807	611.2756631
270.4223807	613.7650527
270.5223807	614.4020243
270.6223807	615.9092637
270.7223807	618.6234337
270.8223807	617.0531094
270.9223807	620.5832807
271.0223807	615.2245981
271.1223807	622.5207575
271.2223807	621.5368662
271.3223807	623.7617225
271.4223807	619.2142616
271.5223807	622.4622916
271.6223807	620.5066972
271.7223807	620.2169975
271.8223807	623.4664639
271.9223807	624.1081597
272.0223807	622.5943594
272.1223807	626.5986653
272.2223807	630.7756546
272.3223807	630.4318286
272.4223807	627.2439132
272.5223807	626.7919713
272.6223807	631.0698247
272.7223807	629.3538273
272.8223807	631.3495981
272.9223807	631.4699409
273.0223807	633.4673396
273.1223807	633.9963186
273.2223807	637.1245353
273.3223807	638.407211
273.4223807	633.2161325
273.5223807	633.6451598
273.6223807	637.8767902
273.7223807	636.3096362
273.8223807	636.8944214
273.9223807	641.5007893
274.0223807	642.2049963
274.1223807	642.4442044
274.2223807	642.1092689
274.3223807	641.5073765
274.4223807	649.85788
274.5223807	649.0257757
274.6223807	645.4204454
274.7223807	649.1398129
274.8223807	646.8028525
274.9223807	646.8323568
275.0223807	652.4783375
275.1223807	650.9454449
275.2223807	651.3983655
275.3223807	652.1491366
275.4223807	651.3294031
275.5223807	654.9595322
275.6223807	656.9086024
275.7223807	658.2183843
275.8223807	655.02295
275.9223807	662.8438766
276.0223807	663.3133337
276.1223807	666.1770124
276.2223807	666.3613034
276.3223807	666.5652392
276.4223807	663.4933908
276.5223807	664.3887731
276.6223807	670.7695089
276.7223807	668.93241
276.8223807	672.3470022
276.9223807	669.1352852
277.0223807	672.9112242
277.1223807	669.6030883
277.2223807	668.5465807
277.3223807	667.9777911
277.4223807	678.8480307
277.5223807	674.8134304
277.6223807	672.9752593
277.7223807	677.3798867
277.8223807	677.3144238
277.9223807	675.8458846
278.0223807	678.9476201
278.1223807	680.5636898
278.2223807	676.2661544
278.3223807	680.6949967
278.4223807	680.4795157
278.5223807	683.1425457
278.6223807	684.622687
278.7223807	690.2622207
278.8223807	694.0963952
278.9223807	694.1592782
279.0223807	695.7008575
279.1223807	699.9206516
279.2223807	699.6649282
279.3223807	704.17928
279.4223807	699.3696839
279.5223807	706.1733751
279.6223807	705.4778619
279.7223807	707.6180628
279.8223807	708.3791538
279.9223807	709.7590009
280.0223807	715.6243087
280.1223807	714.1476573
280.2223807	712.623785
280.3223807	718.7810802
280.4223807	718.6763503
280.5223807	717.1850077
280.6223807	718.0344775
280.7223807	724.0242591
280.8223807	728.0699015
280.9223807	723.4673874
281.0223807	728.6493533
281.1223807	724.8102487
281.2223807	728.9371245
281.3223807	734.6881006
281.4223807	735.610564
281.5223807	735.2218139
281.6223807	735.6543147
281.7223807	738.9873432
281.8223807	737.6717738
281.9223807	739.5889729
282.0223807	742.0149713
282.1223807	746.9488237
282.2223807	746.8849648
282.3223807	747.5333259
282.4223807	747.513001
282.5223807	751.9402461
282.6223807	756.5222359
282.7223807	756.7378658
282.8223807	759.7973215
282.9223807	765.2822904
283.0223807	763.0174227
283.1223807	769.8868453
283.2223807	771.7133737
283.3223807	767.765881
283.4223807	774.7500618
283.5223807	773.8244835
283.6223807	775.41251
283.7223807	777.5692388
283.8223807	776.1048339
283.9223807	779.1602958
284.0223807	780.5856425
284.1223807	781.4638446
284.2223807	787.1485844
284.3223807	787.747363
284.4223807	788.1238211
284.5223807	790.1050726
284.6223807	794.5596019
284.7223807	793.1475663
284.8223807	795.8639666
284.9223807	803.1694083
285.0223807	801.2399696
285.1223807	804.7857884
285.2223807	803.7311376
285.3223807	804.0451781
285.4223807	807.679574
285.5223807	811.6113577
285.6223807	807.3572742
285.7223807	816.7927663
285.8223807	812.4955111
285.9223807	812.7070152
286.0223807	818.1009852
286.1223807	819.7646894
286.2223807	819.901037
286.3223807	822.1906314
286.4223807	822.987272
286.5223807	821.41855
286.6223807	824.4719538
286.7223807	825.4613078
286.8223807	819.0265616
286.9223807	827.6848876
287.0223807	826.5324443
287.1223807	827.8425294
287.2223807	823.0559757
287.3223807	826.7678429
287.4223807	826.3970641
287.5223807	826.5312439
287.6223807	827.611029
287.7223807	829.0875725
287.8223807	829.9364406
287.9223807	823.672845
288.0223807	824.4924467
288.1223807	824.6152382
288.2223807	820.4513746
288.3223807	823.2809438
288.4223807	820.6863361
288.5223807	821.0516955
288.6223807	815.9633991
288.7223807	814.7394575
288.8223807	815.009495
288.9223807	811.0408821
289.0223807	807.2772996
289.1223807	805.2143971
289.2223807	803.4587023
289.3223807	804.3767783
289.4223807	800.0649787
289.5223807	793.6746695
289.6223807	796.2015864
289.7223807	787.2195437
289.8223807	786.7998925
289.9223807	786.7721815
290.0223807	780.7595987
290.1223807	774.6988126
290.2223807	767.7606605
290.3223807	766.2333407
290.4223807	760.9012988
290.5223807	759.4362503
290.6223807	754.6041664
290.7223807	754.072731
290.8223807	743.6883731
290.9223807	742.9936031
291.0223807	734.651993
291.1223807	726.9280297
291.2223807	718.5332436
291.3223807	707.6139556
291.4223807	708.2534851
291.5223807	695.3941433
291.6223807	689.6901323
291.7223807	684.7930153
291.8223807	676.7174341
291.9223807	674.8175171
292.0223807	668.3486277
292.1223807	662.7389956
292.2223807	658.6865547
292.3223807	659.551267
292.4223807	651.1222854
292.5223807	649.3602109
292.6223807	643.1208388
292.7223807	640.6345648
292.8223807	632.6562921
292.9223807	630.7492487
293.0223807	632.7581053
293.1223807	626.8440075
293.2223807	621.7232681
293.3223807	619.9387437
293.4223807	619.7199193
293.5223807	618.4293098
293.6223807	617.1451282
293.7223807	615.3886352
293.8223807	610.8553794
293.9223807	610.4145735
294.0223807	606.8555681
294.1223807	602.7411752
294.2223807	600.248986
294.3223807	598.8908385
294.4223807	602.0044326
294.5223807	596.1786785
294.6223807	593.0814217
294.7223807	591.7251688
294.8223807	592.1972597
294.9223807	587.7795701
295.0223807	586.7243005
295.1223807	585.5534552
295.2223807	586.6853785
295.3223807	579.990755
295.4223807	584.2464681
295.5223807	580.6844045
295.6223807	579.6384016
295.7223807	579.8944385
295.8223807	579.1284807
295.9223807	576.9253343
296.0223807	573.352579
296.1223807	571.9082408
296.2223807	571.5675078
296.3223807	570.5623527
296.4223807	568.4824123
296.5223807	570.919365
296.6223807	567.0720771
296.7223807	567.3562145
296.8223807	569.3781243
296.9223807	562.9538243
297.0223807	562.8018514
297.1223807	562.3728086
297.2223807	559.7351256
297.3223807	558.6535282
297.4223807	561.0961161
297.5223807	564.3210355
297.6223807	556.2750828
297.7223807	560.5451408
297.8223807	555.6270452
297.9223807	555.548785
298.0223807	556.3173352
298.1223807	554.1475382
298.2223807	552.9876316
298.3223807	549.3191484
298.4223807	551.4676059
298.5223807	551.3695976
298.6223807	548.2516309
298.7223807	549.1177207
298.8223807	547.7158292
298.9223807	547.1871324
299.0223807	548.202142
299.1223807	547.5810241
299.2223807	548.2823706
299.3223807	545.1217542
299.4223807	539.7614214
299.5223807	543.2817863
299.6223807	538.7138813
299.7223807	539.9045236
299.8223807	538.7458017
299.9223807	538.1320445
300.0223807	541.9311028
300.1223807	541.6978521
300.2223807	538.003689
300.3223807	537.6745411
300.4223807	540.9533911
300.5223807	539.1530172
300.6223807	537.4778436
300.7223807	539.6830172
300.8223807	533.2499664
300.9223807	535.9137404
301.0223807	533.989679
301.1223807	534.2648734
301.2223807	531.611817
301.3223807	531.4373939
301.4223807	530.209231
301.5223807	531.6694974
301.6223807	524.6838788
301.7223807	529.3404359
301.8223807	528.4107869
301.9223807	528.4955298
302.0223807	525.3093948
302.1223807	525.9201231
302.2223807	526.6022306
302.3223807	520.6542767
302.4223807	524.1677611
302.5223807	521.3612488
302.6223807	517.7313735
302.7223807	519.5535747
302.8223807	521.2603683
302.9223807	521.3622139
303.0223807	519.7989666
303.1223807	517.1355865
303.2223807	517.5197345
303.3223807	519.0075111
303.4223807	517.1513801
303.5223807	515.3621399
303.6223807	513.2003088
303.7223807	515.1291592
303.8223807	513.1786921
303.9223807	515.1761567
304.0223807	517.7121242
304.1223807	517.9219095
304.2223807	515.8800984
304.3223807	514.2102689
304.4223807	514.8683139
304.5223807	513.3153189
304.6223807	512.3607317
304.7223807	510.0780272
304.8223807	510.2715118
304.9223807	510.7753841
305.0223807	509.6114895
305.1223807	509.8854148
305.2223807	508.3216806
305.3223807	509.7256198
305.4223807	510.1419253
305.5223807	509.2622781
305.6223807	506.1936047
305.7223807	510.3755409
305.8223807	505.3251703
305.9223807	505.9909007
306.0223807	504.5529584
306.1223807	506.7720551
306.2223807	501.8845061
306.3223807	504.0242807
306.4223807	505.3501546
306.5223807	502.6311906
306.6223807	500.3478405
306.7223807	503.1697398
306.8223807	500.9137086
306.9223807	500.8452327
307.0223807	497.5420867
307.1223807	497.5176997
307.2223807	495.9907009
307.3223807	497.1093052
307.4223807	495.3025874
307.5223807	493.8047445
307.6223807	496.347871
307.7223807	495.696677
307.8223807	496.4173442
307.9223807	495.1123406
308.0223807	498.368831
308.1223807	498.2182
308.2223807	496.3544052
