Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at B = 1 T
Temperature(K)	Heat capacity(J/kg/K)

238.717803	529.9383093
238.817803	526.3185511
238.917803	530.4708341
239.017803	527.7605287
239.117803	525.7278085
239.217803	526.4873798
239.317803	530.4342727
239.417803	525.2684262
239.517803	527.4390491
239.617803	528.895159
239.717803	528.1715453
239.817803	525.137768
239.917803	529.2525248
240.017803	522.4810121
240.117803	527.9514271
240.217803	526.9092188
240.317803	523.9108338
240.417803	526.1608709
240.517803	533.7507299
240.617803	528.2473006
240.717803	530.3728465
240.817803	533.8344487
240.917803	538.4227271
241.017803	530.9781224
241.117803	528.5491025
241.217803	530.1565863
241.317803	536.6376844
241.417803	532.1175959
241.517803	531.4710325
241.617803	528.2244586
241.717803	536.0461167
241.817803	534.2543188
241.917803	533.9704792
242.017803	533.4836515
242.117803	538.0051984
242.217803	540.1945852
242.317803	532.8131499
242.417803	531.3159569
242.517803	530.9484344
242.617803	532.8150263
242.717803	534.6249445
242.817803	534.2678612
242.917803	537.1475438
243.017803	537.8186317
243.117803	541.2855696
243.217803	542.246054
243.317803	544.6085111
243.417803	536.8265387
243.517803	540.7641247
243.617803	538.3845036
243.717803	541.6959148
243.817803	540.0763811
243.917803	536.6710593
244.017803	537.2718289
244.117803	544.4999682
244.217803	538.6580416
244.317803	543.9045558
244.417803	539.1509332
244.517803	540.794997
244.617803	537.6029027
244.717803	539.8937189
244.817803	537.1977947
244.917803	536.028835
245.017803	532.1002457
245.117803	537.7543465
245.217803	536.5808381
245.317803	537.3914171
245.417803	541.7475804
245.517803	538.6590318
245.617803	538.5003845
245.717803	541.6570798
245.817803	537.2805656
245.917803	540.0937319
246.017803	541.9071378
246.117803	544.0493422
246.217803	544.3580418
246.317803	541.8611344
246.417803	544.9987
246.517803	546.0239146
246.617803	543.1500961
246.717803	545.3535063
246.817803	552.0822605
246.917803	548.2204662
247.017803	547.922129
247.117803	543.787342
247.217803	553.5083422
247.317803	547.1255875
247.417803	545.7208596
247.517803	543.4925678
247.617803	545.2639494
247.717803	549.061009
247.817803	547.9418593
247.917803	543.4756973
248.017803	548.7206865
248.117803	551.0805002
248.217803	549.4411101
248.317803	547.0614859
248.417803	553.5114535
248.517803	551.041971
248.617803	549.024611
248.717803	549.5799866
248.817803	552.0182798
248.917803	551.3526322
249.017803	550.9301169
249.117803	551.158099
249.217803	553.6697263
249.317803	550.8415366
249.417803	550.5773469
249.517803	551.8119991
249.617803	554.0578201
249.717803	549.3569204
249.817803	553.9130837
249.917803	547.8224949
250.017803	553.2027382
250.117803	556.9217368
250.217803	552.9057974
250.317803	559.6320575
250.417803	559.9522735
250.517803	555.3645001
250.617803	553.7809658
250.717803	553.5042099
250.817803	557.044939
250.917803	550.4252847
251.017803	550.3776586
251.117803	555.6994515
251.217803	557.3491298
251.317803	554.580395
251.417803	553.4659964
251.517803	556.1294787
251.617803	553.1563719
251.717803	558.4589111
251.817803	558.1086678
251.917803	557.1069788
252.017803	556.2977897
252.117803	551.1037931
252.217803	559.5047067
252.317803	559.5303438
252.417803	555.1440275
252.517803	558.673342
252.617803	555.1166807
252.717803	555.7017726
252.817803	554.229945
252.917803	560.1293743
253.017803	557.4690418
253.117803	556.9931123
253.217803	559.7155513
253.317803	553.7073365
253.417803	556.1021026
253.517803	560.1428418
253.617803	555.6046328
253.717803	554.0435096
253.817803	551.6971784
253.917803	553.5908553
254.017803	551.6399553
254.117803	556.1127941
254.217803	556.5364883
254.317803	547.6595192
254.417803	548.4930373
254.517803	546.3894093
254.617803	549.2468104
254.717803	543.761042
254.817803	544.5996911
254.917803	545.6509609
255.017803	550.8909521
255.117803	549.4135016
255.217803	552.3856168
255.317803	556.512829
255.417803	552.5739194
255.517803	554.2905069
255.617803	550.7171953
255.717803	549.3273203
255.817803	553.547979
255.917803	551.7446278
256.017803	551.4222928
