164.2307	79.92
170.743	78.35
175.0845	76.52
181.5967	74.52
190.2798	72.46
194.6213	70.41
202.2189	68.25
210.9019	65.76
222.8411	63
229.3534	61.06
240.2071	58.73
248.8902	56.73
259.7439	54.52
269.5123	52.68
279.2807	50.95
291.2199	49.22
299.9029	47.76
311.8421	45.87
324.8666	44.09
338.9765	42.19
353.0864	40.47
367.1963	38.68
382.3916	37.06
398.6723	35.6
413.8676	33.92
430.1482	32.41
446.4289	30.95
467.0511	29.06
488.7586	27.33
511.5516	25.82
533.2591	24.41
549.5398	23.33
571.2474	21.98
596.211	20.68
625.5162	19.33
651.5653	18.2
673.2729	17.22
711.2611	15.87
740.5663	14.95
770.9569	14.14
800.2621	13.39
821.9696	12.79
855.6163	12.03
883.8362	11.33
922.9098	10.68
954.3857	10.03
989.1178	9.6
1024.9353	9.17
1071.6065	8.52
1110.6801	8.09
1153.0099	7.6
1196.425	7.44
1242.0108	7.17
1289.7675	6.95
1334.2679	6.79
1378.7684	6.63
1436.2935	6.47
1495.9892	6.25
1555.685	6.2
1606.6978	6.14
1665.3082	6.09
1716.3209	6.14
1766.2483	6.2
1818.3464	6.52
1860.6762	6.79
1907.3474	7.22
1959.4455	7.82
2007.2022	8.25
2059.3003	8.9
2109.2277	9.71
2162.4112	10.52
2198.2287	11.17
