0	0	1.5
278	669.22	664.79
278.09	669.22	664.79
278.17	669.22	664.79
278.26	669.22	664.79
278.34	669.22	664.79
278.43	669.22	664.79
278.52	669.22	664.79
278.6	669.22	664.79
278.69	669.22	664.79
278.77	669.22	664.79
278.86	669.22	664.79
278.95	669.73	664.23
279.03	670.59	663.2
279.12	671	663.77
279.2	673.62	665.77
279.29	671.53	666.88
279.38	671.93	664.2
279.46	671.55	662.84
279.55	672.9	665.18
279.63	675.15	667.87
279.72	672.72	664.34
279.81	672.07	664.64
279.89	670.4	663.15
279.98	674.31	667.82
280.06	676.57	668.76
280.15	674.6	666.62
280.24	671.67	665.48
280.32	672.88	664.23
280.41	676.26	666.37
280.49	672.91	664.84
280.58	675.37	667.09
280.67	676.04	668.33
280.75	675.78	667.7
280.84	676.37	666.08
280.92	676.68	664.32
281.01	672.76	667.09
281.1	673.7	667.53
281.18	674.72	667.58
281.27	676.5	668.19
281.35	677.13	668.61
281.44	676.59	667.27
281.53	676.5	663.71
281.61	677.36	662.12
281.7	677.92	666.84
281.78	680.9	668.03
281.87	678.44	666.41
281.96	676.61	666.53
282.04	675.93	668.21
282.13	675	668.28
282.21	678.58	671.75
282.3	677.55	667.99
282.39	676.38	668.14
282.47	677.15	668.62
282.56	677.35	669.98
282.64	677.72	671.04
282.73	678.86	669.64
282.82	678.38	667.33
282.9	682.24	668.53
282.99	680.25	669.59
283.07	679.24	670
283.16	680.78	671.97
283.25	681.58	673.5
283.33	682.24	672.49
283.42	687.97	673.31
283.5	682.09	671.53
283.59	683.1	674.29
283.68	684.48	673.4
283.76	685.69	673.29
283.85	684.51	674.03
283.93	681.85	673.28
284.02	681.79	671.65
284.11	681.14	668.45
284.19	683.27	673.36
284.28	683.9	673.38
284.36	685.2	674.3
284.45	687.03	675.99
284.54	688.1	675.25
284.62	687.35	671.82
284.71	685.15	668.73
284.79	687.82	675.32
284.88	686.02	673.29
284.97	687.02	673.14
285.05	689.07	675.68
285.14	689.41	677.05
285.22	688.6	675.42
285.31	691.15	670.93
285.4	687.09	675.16
285.48	686.49	674.34
285.57	685.93	675.11
285.65	685.86	675.37
285.74	686.12	673.07
285.83	686.1	670.99
285.91	686.98	672.51
