0	0	1	1.25	1.5
238	373.89	412.99	424.85	406.99
238.11	373.89	412.99	424.85	406.99
238.22	373.89	412.99	424.85	406.99
238.33	373.89	412.99	424.85	406.99
238.45	373.89	412.99	424.85	406.99
238.56	373.89	412.77	420.66	409.87
238.67	375.42	412.45	430.37	410.7
238.78	372.23	409.23	421.7	404.31
238.89	370.66	413.59	427.21	405.2
239	374.04	414.89	427.8	410.46
239.11	375.53	413.49	427.26	409.65
239.23	375.89	415.03	425.12	414.52
239.34	377.15	416.17	425.08	415.18
239.45	375.63	417.3	429.28	418.56
239.56	375.23	415.81	429.77	420.14
239.67	375.68	416.16	432.39	421.74
239.78	375.93	415.39	430.45	417.47
239.89	374	414.26	440.13	423.48
240.01	376.25	414.2	439.19	420.89
240.12	378.6	415.88	439.57	421.18
240.23	380.53	417.29	437.42	422.45
240.34	379.26	414.51	437.77	422.1
240.45	380.65	414.12	437.11	422.54
240.56	375.87	417.82	439.33	419.53
240.67	381.39	420.37	438.99	421.53
240.79	381.48	417.05	438.34	422.87
240.9	384.57	418.44	436.42	424.01
241.01	381.92	418.81	439.24	422.94
241.12	380.15	416.11	439.11	424.75
241.23	378.9	415.61	441.95	423.9
241.34	382.97	416.93	441.72	425.7
241.45	380.44	419.91	442.73	425.4
241.57	384.14	420.22	447.49	422.84
241.68	377.05	421.05	439.51	420.03
241.79	377.43	424.7	440.92	424.81
241.9	375.84	422.71	439.76	427.5
242.01	377.56	423.08	441.05	424.33
242.12	380.07	423.38	443.03	429.62
242.23	378.18	423.35	441.15	429.52
242.35	379.15	422.69	442	427.45
242.46	381.18	426.47	437.76	428.96
242.57	380.27	429.41	437.08	427.71
242.68	384.52	427.25	438.67	426.88
242.79	384.88	428.29	436.73	427.08
242.9	385.93	430.13	436.16	427.51
243.01	390.74	427.18	435.61	427.14
243.13	391.58	428.58	438.44	429.83
243.24	389.86	427.4	440.28	428.66
243.35	394.33	427.22	438.39	426.92
243.46	390.36	426.77	439.75	422.14
243.57	395.85	426.73	442.89	421.94
243.68	391.26	432.79	440.51	422.68
243.79	394.12	429.89	443.37	424.77
243.91	395.41	431.76	443.75	426.28
244.02	392.76	434.56	446.67	423.35
244.13	392.94	435.17	446.82	422.43
244.24	391.52	435.13	446.75	423.83
244.35	393.35	434.45	444.61	426.15
244.46	394.05	436.33	444.28	427.81
244.57	393.01	436.12	442.62	430.68
244.69	395.75	436.49	446.48	432.59
244.8	392.91	436.05	440.55	434.64
244.91	396.14	441.34	436.55	440.18
245.02	397.13	439.06	437.7	430.85
245.13	394.88	435.76	442.54	429.66
245.24	395.52	435.5	444.01	430
245.35	398.48	437.26	444.23	429.9
245.47	400.41	437.73	451.45	432.5
245.58	396.5	439.14	456.39	436.41
245.69	398.3	433.49	453.48	435.91
245.8	399.16	434.74	451.61	442.06
245.91	399.67	439.52	452.58	440.03
246.02	399.17	437.15	451.29	440.3
246.13	396.85	438.63	449.48	442.29
246.25	395.47	436.69	450.63	444.21
246.36	398.33	433.9	452.84	443.81
246.47	399.38	433.89	455.7	439.67
246.58	397.68	432.59	457.74	441.93
246.69	395.4	432.52	453.21	442.76
246.8	396.17	430	454.64	443.38
246.91	393.52	433	451.35	437.95
247.03	393.12	429.32	452.21	441.28
247.14	394.1	425.85	451.35	440.63
247.25	395.63	432.76	452.74	444.73
247.36	394.2	430.72	452.84	446.78
247.47	399.47	432.34	454.51	444.93
247.58	398.38	431.08	454.71	443.4
247.69	399.04	429.67	455.1	442.38
247.81	401.9	437.32	452.96	440.66
247.92	405.47	439.86	454.39	442.53
248.03	406.91	442.27	460.57	441.01
248.14	407.71	441.01	461.61	440.5
248.25	409.58	441.99	463.71	442.52
248.36	407.84	442.91	460.87	444.79
248.47	411.18	442.84	462.18	446.23
248.59	411.53	442.21	462.08	444.04
248.7	415.76	449.13	461.1	452.51
248.81	417.42	443.13	459.85	447.91
248.92	415.98	444.99	459.59	448.01
249.03	411.1	446.79	464.58	449.36
249.14	415.02	445.75	468.41	449.64
249.25	415.81	447.41	469.24	446.54
249.37	413.86	451.15	465	450.7
249.48	419.07	446.67	466.4	448.44
249.59	417.26	452.45	472.44	452.2
249.7	417.55	450.14	467.52	448.81
249.81	419.68	446.49	469.6	449.53
249.92	420.23	446.04	470.47	446.8
250.03	422.52	444.68	471.64	446.77
250.15	416.43	443.11	471.4	449.39
250.26	423.2	446.15	475.03	451.65
250.37	419.1	445.7	473.15	453.48
250.48	421.12	448.87	475.2	455.72
250.59	425.06	443.67	475.17	454.74
250.7	423.5	447.8	469.54	455.89
250.81	424.66	451.34	469.88	454.29
250.93	424.61	453.4	472.4	457.3
