25	0.418331391
30	0.627497086
40	1.185272273
50	1.882491257
60	3.10262448
70	5.368586178
75	7.076772689
80	9.133568693
90	14.57187677
100	20.56796003
110	28.58597835
120	39.04426311
125	45.14492923
130	51.62906578
140	66.20094255
150	83.35252956
160	102.5260516
170	122.5710974
175	133.4825745
180	144.8821049
190	168.7967161
200	194.6635404
210	222.4825779
220	251.8006361
225	266.7908443
230	281.6067477
240	312.1100783
250	344.565622
260	378.5550475
270	412.3701682
275	429.4520333
280	446.5687594
290	480.7324896
298.16	509.4927727
300	516.116353
320	585.3153372
340	654.6886261
360	722.6674771
380	788.9032806
400	852.6988177
420	913.7054788
440	971.9232639
460	1027.352173
480	1079.992206
500	1130.191973
550	1243.838668
600	1342.843764
650	1428.601699
700	1503.20413
750	1567.696886
800	1624.520233
850	1674.371391
900	1719.342015
950	1760.477935
1000	1799.522198
1050	1837.172023
1100	1875.519067
