Data from VACUUMSCHMELZE GmbH & Co. KG, Germany (https://vacuumschmelze.com)
Specific heat capacity at B = 1.5 T
Temperature(K)	Heat capacity(J/kg/K)

238.4927359	406.9852513
238.5927359	411.4637931
238.6927359	410.4561165
238.7927359	403.4153864
238.8927359	405.2270763
238.9927359	410.7117427
239.0927359	408.222985
239.1927359	414.8492749
239.2927359	413.8404975
239.3927359	416.8471856
239.4927359	419.9116422
239.5927359	420.2546845
239.6927359	422.1442577
239.7927359	416.9624697
239.8927359	423.5181106
239.9927359	420.9128778
240.0927359	420.7593617
240.1927359	422.4684499
240.2927359	422.4071429
240.3927359	421.7539388
240.4927359	423.0938489
240.5927359	418.0157743
240.6927359	422.3289319
240.7927359	422.9143576
240.8927359	424.0807209
240.9927359	422.57461
241.0927359	424.8643797
241.1927359	424.4451478
241.2927359	423.026817
241.3927359	428.3583154
241.4927359	423.5520887
241.5927359	422.5828633
241.6927359	419.5600665
241.7927359	425.0387874
241.8927359	427.8444802
241.9927359	423.0859555
242.0927359	429.7489531
242.1927359	429.3339672
242.2927359	429.7832832
242.3927359	425.3717935
242.4927359	430.9364192
242.5927359	426.6811221
242.6927359	426.9057277
242.7927359	427.0787347
242.8927359	427.6420844
242.9927359	426.3007703
243.0927359	430.1824317
243.1927359	429.1082303
243.2927359	428.0986475
243.3927359	425.9818579
243.4927359	420.2753884
243.5927359	422.3940625
243.6927359	422.712006
243.7927359	424.7398788
243.8927359	426.6814989
243.9927359	423.6042146
244.0927359	422.5474158
244.1927359	422.2285113
244.2927359	425.6250424
244.3927359	426.5129998
244.4927359	428.3579555
244.5927359	431.2103851
244.6927359	432.6962827
244.7927359	434.3057814
244.8927359	441.850065
244.9927359	431.3112983
245.0927359	429.6234248
245.1927359	429.7222919
245.2927359	430.2814271
245.3927359	429.6617159
245.4927359	433.5480416
245.5927359	436.9370451
245.6927359	435.8643079
245.7927359	442.2190729
245.8927359	440.0498035
245.9927359	439.9677203
246.0927359	441.0786599
246.1927359	444.0049613
246.2927359	444.399204
246.3927359	443.4897365
246.4927359	438.4471621
246.5927359	442.4401512
246.6927359	442.7628134
246.7927359	444.0885705
246.8927359	437.0845182
246.9927359	441.079076
247.0927359	441.6899647
247.1927359	439.3023817
247.2927359	449.0256749
247.3927359	445.6941422
247.4927359	444.7237257
247.5927359	443.2573646
247.6927359	442.4132672
247.7927359	440.3309075
247.8927359	442.8780689
247.9927359	441.4379872
248.0927359	440.229874
248.1927359	440.7996737
248.2927359	443.7272537
248.3927359	445.2412453
248.4927359	446.4508999
248.5927359	443.85626
248.6927359	452.7247511
248.7927359	447.8823008
248.8927359	448.0277739
248.9927359	447.9771493
249.0927359	451.5444645
249.1927359	447.739329
249.2927359	445.7949574
249.3927359	452.5171078
249.4927359	447.6850718
249.5927359	452.3957591
249.6927359	448.7104074
249.7927359	450.1026707
249.8927359	447.0191859
249.9927359	446.2778863
250.0927359	447.4613671
250.1927359	451.1064458
250.2927359	451.9525131
250.3927359	453.9635744
250.4927359	455.9790763
250.5927359	454.7285035
250.6927359	456.1792348
250.7927359	453.35152
250.8927359	457.7280198
250.9927359	456.4152656
251.0927359	460.0641803
251.1927359	456.99046
251.2927359	451.2940463
251.3927359	458.2374311
