0	0	1.5
273	564.13	557.98
273.1	564.13	557.98
273.19	564.13	557.98
273.29	564.13	557.98
273.38	564.13	557.98
273.48	564.13	557.98
273.58	565.3	558.79
273.67	567.14	558.85
273.77	567.76	558.5
273.86	568.22	559.18
273.96	568.58	558.6
274.06	569.86	558.11
274.15	572.06	559.91
274.25	568.3	558.54
274.34	569.07	556.96
274.44	570.08	559.91
274.54	570.8	560.15
274.63	570.84	562.98
274.73	568.6	558.77
274.82	571.14	559.64
274.92	569.84	558.49
275.02	570.83	561.15
275.11	572.92	560.14
275.21	571.58	559.8
275.3	572.93	557.45
275.4	568.62	557.53
275.5	571.3	560.01
275.59	572.49	560.12
275.69	573.66	562.37
275.78	572.94	560.25
275.88	573.92	563.9
275.98	575.95	568.68
276.07	575.15	565.6
276.17	573.09	563.45
276.26	572.17	565.94
276.36	571.92	566.62
276.46	570.19	565.03
276.55	569.34	564.53
276.65	573.65	565.71
276.74	571.44	566.77
276.84	572.98	568.07
276.94	573.95	566.35
277.03	576.18	565.62
277.13	575.24	569.25
277.22	576.44	565.73
277.32	577.23	567.7
277.42	583.4	571.99
277.51	578.86	569.63
277.61	576.48	568.72
277.7	579.42	568.73
277.8	579.52	569.13
277.9	577.7	568.17
277.99	583.08	571.16
278.09	584.47	571.21
278.18	583.11	568.83
278.28	583.29	569.3
278.38	583.2	570.07
278.47	584.3	570.96
278.57	585.2	570.17
278.66	584.33	568.83
278.76	584.86	569.65
278.86	586.5	571.52
278.95	586.52	572.09
279.05	585.61	571.16
279.14	587.29	572.61
279.24	588.05	572.89
279.34	588.77	574.5
279.43	585.03	571.71
279.53	587.52	569.74
279.62	589.97	573.67
279.72	589.29	571.66
279.82	592.29	573.36
279.91	591.55	572.41
280.01	591.94	573.86
280.1	591.89	575.44
280.2	587.04	570.01
280.3	588.88	571.49
280.39	587.98	571.64
280.49	588.29	573.72
280.58	591.22	573
280.68	592.73	572.22
280.78	591.53	572.76
280.87	590.54	572.59
280.97	592.18	573.19
281.06	593.32	573.04
281.16	594.19	574.29
281.26	597.21	577.74
281.35	597.56	576.69
281.45	596.42	574.51
281.54	595.27	574.18
281.64	596.3	572.36
281.74	594.37	574.04
281.83	593.7	575.35
281.93	593.91	574.82
282.02	597.81	576.15
282.12	596.24	577.65
282.22	601.65	578.86
282.31	595.03	577.35
282.41	596.27	578.46
282.5	597.56	581.31
282.6	601.23	578.74
282.7	601.18	579.54
282.79	600.9	580.27
282.89	604.69	581.43
282.98	605.93	581.87
283.08	607.4	582.13
283.18	608.97	583.28
283.27	608.1	583.22
283.37	609.04	582.69
283.46	610.1	581.98
283.56	609.56	580.87
283.66	609.39	579.69
283.75	606.8	578.59
283.85	607.8	577.95
283.94	606.75	576.65
284.04	608.82	578.43
284.14	607.87	576.66
284.23	610.04	582.38
284.33	613.05	581.54
284.42	613.34	581.82
284.52	614.94	585.1
284.62	615.91	588.08
284.71	610.82	585.53
284.81	612.69	590.06
284.9	613.66	593.94
285	613.16	595.97
285.1	615.77	595.54
285.19	615.28	595.78
285.29	614.61	597.49
285.38	615.59	598.31
285.48	617.34	598.75
285.58	615.95	593.92
285.67	617.27	593.86
285.77	618.15	597.21
285.86	616.09	597.08
285.96	617.26	598.98
286.06	619.22	601.2
286.15	621.33	599.28
286.25	622.82	599.58
286.34	622.89	600.46
286.44	622.33	602.64
286.54	624.48	602.57
286.63	625.17	602.44
286.73	624.61	600.65
286.82	621.22	599.32
286.92	625.94	601.49
287.02	625.7	604.42
287.11	627.87	603.79
287.21	624.75	601.45
287.3	624.85	601.25
287.4	623.37	601.8
287.5	625.72	601.27
287.59	627.29	604.68
287.69	631.01	603.14
287.78	633.82	603.47
287.88	632.67	604.23
287.98	632.55	603.68
288.07	635.31	603.85
288.17	636.73	604.37
288.26	636.54	605.69
288.36	636.5	606.53
288.46	638.03	607.29
288.55	641.04	610.05
288.65	639	610.53
288.74	638.54	609.96
288.84	641.51	610.51
288.94	638.29	609.54
289.03	639.82	610.52
289.13	643.18	610.27
289.22	646.09	614.86
