0	0	0.5	1	1.5
325	607.42	606.06	606.06	616.16
325.3	608.67	606.06	606.06	616.16
325.6	611.55	606.06	606.06	616.16
325.9	614.42	606.06	606.06	616.16
326.2	617.3	606.06	606.06	616.16
326.5	618.07	606.06	606.06	616.16
326.8	618.07	606.06	607.57	616.16
327.1	618.07	606.47	611.36	616.16
327.4	618.43	612.59	615.15	616.16
327.7	622.02	618.71	622.6	616.16
328	625.62	624.83	631.38	619.47
328.3	629.23	627.88	640.17	627.11
328.6	632.99	630	648.95	634.75
328.9	636.76	632.12	656.57	642.39
329.2	639.85	634.24	656.57	646.46
329.5	641.38	636.36	656.57	646.46
329.8	642.92	639.73	655.04	646.46
330.1	644.45	643.09	651.97	646.82
330.4	650.09	646.46	648.91	649.01
330.7	656.55	652.29	646.97	651.19
331	663.02	658.12	649.52	653.37
331.3	667.46	663.95	652.07	655.55
331.6	670.15	667.98	654.62	662.71
331.9	672.83	670.45	656.57	674.21
332.2	675.52	672.91	656.57	685.72
332.5	683.39	675.37	656.57	681.36
332.8	695.23	676.77	658.49	675.24
333.1	707.07	676.77	665.71	669.12
333.4	742.44	676.77	672.92	668.51
333.7	777.16	690.6	679.36	671.57
334	791.97	708.63	684.92	674.63
334.3	835.98	726.67	690.48	676.77
334.6	984.79	733.19	696.04	676.77
334.9	1114.29	739.31	696.97	676.77
335.2	1178.08	745.43	696.97	676.77
335.5	1262.79	768.09	696.97	676.77
335.8	1432.62	800.51	702.42	676.77
336.1	1598.47	876.26	712.63	677.4
336.4	1937.47	976.77	722.84	696.34
336.7	2277.43	1109.92	733.33	715.28
337	2873.53	1195.76	744.03	719.92
337.3	2989.89	1238.18	754.73	722.99
337.6	3489.98	1364.68	777.78	726.05
337.9	3734.42	1573.73	814.14	733.88
338.2	3778.46	1782.83	874.75	744.9
338.5	2170.04	2246.14	986.93	764.77
338.8	1151.23	2666.67	1093.22	787.34
339.1	768.28	3033.94	1178.22	809.91
339.4	627.46	3640.41	1271.04	828.84
339.7	589.38	3484.85	1488.21	845.67
340	562.21	4000	1634.68	909.09
340.3	549.32	1848.48	1919.19	982.07
340.6	538.15	1232.86	2307.07	1056.28
340.9	538.15	773.73	2703.03	1212.93
341.2	538.15	649.83	3057.38	1267.48
341.5	537.23	603.54	3554.51	1386.5
341.8	533.79	565.66	3547.47	1589.9
342.1	530.36	553.52	3450.51	1703.84
342.4	527.26	550.74	2036.37	2012.12
342.7	525.9	547.95	1338.38	2402.02
343	524.53	544.96	737.78	2739.39
343.3	523.17	540.07	656.56	3180.47
343.6	521.75	535.19	604.69	3402.02
343.9	520.16	530.3	568.74	3290.91
344.2	518.58	525.41	553.71	2551.52
344.5	517	530.39	550.8	1171.72
344.8	514.38	535.7	547.88	767.67
345.1	511.65	541.02	544.96	691.92
345.4	508.91	545.45	542.05	654.04
345.7	506.18	545.45	539.14	628.54
346	504.71	545.45	536.22	613.88
346.3	503.25	545.45	535.35	599.22
346.6	501.78	540.63	535.35	584.56
346.9	500.85	535.07	534.67	572.87
347.2	500.85	529.51	531.76	565.66
347.5	500.85	525.25	528.84	558.45
347.8	500.85	525.25	525.93	555.56
348.1	502.11	525.25	525.25	555.56
348.4	503.51	525.25	525.25	555.56
348.7	504.92	525.51	525.25	555.56
349	506.44	527.48	525.25	555.56
349.3	509.06	529.45	525.25	554.5
349.6	511.68	531.41	525.25	546.52
349.9	514.31	533.38	524.23	538.54
350.2	516.6	535.35	521.17	530.57
350.5	509.26	535.35	518.11	525.25
350.8	501.93	535.35	515.15	525.25
351.1	494.6	535.35	515.15	525.25
351.4	490.88	535.35	515.15	525.25
351.7	492.58	533.97	515.15	525.25
352	494.27	531.52	515.15	525.25
352.3	495.52	529.08	515.15	525.25
352.6	495.52	526.63	515.15	525.25
352.9	495.52	523.37	515.15	525.25
353.2	495.52	519.05	515.15	525.25
353.5	496.7	515.15	514.37	525.25
353.8	498.32	515.15	511.46	523.58
354.1	499.93	515.15	508.55	518.02
354.4	500.85	515.15	505.63	512.46
354.7	500.85	515.15	505.05	506.9
