0	0	0.5	1	1.5
325	607.42	606.06	626.26	597.32
325.3	607.42	599.25	623.57	601.42
325.6	607.42	592.44	620.35	605.51
325.9	607.42	585.97	617.13	606.06
326.2	609.02	589.19	618.54	606.06
326.5	610.74	592.41	621.95	606.06
326.8	612.46	595.64	625.35	606.06
327.1	616.91	598.58	623.45	606.06
327.4	621.91	601.5	619.61	607.26
327.7	626.9	604.41	616.96	612.39
328	630.42	610.3	624.93	616.16
328.3	633.08	620.07	632.9	616.16
328.6	635.75	629.84	640.88	616.16
328.9	638.41	639.62	646.46	616.16
329.2	639.39	646.46	646.46	618.32
329.5	639.39	646.46	646.46	625.54
329.8	639.39	646.46	646.46	632.75
330.1	642.83	647.06	646.46	636.36
330.4	649.29	650.67	646.46	636.36
330.7	655.75	654.28	646.46	636.36
331	662.66	658.44	646.46	637.43
331.3	671.07	663.53	646.46	640.34
331.6	676.68	668.62	646.46	643.26
331.9	676.68	673.71	646.46	646.17
332.2	676.68	677.94	646.46	652.26
332.5	678.32	680.85	646.46	658.71
332.8	681.83	683.76	646.46	665.17
333.1	685.35	686.68	649.32	666.67
333.4	692.74	686.87	652.38	666.67
333.7	705.19	686.87	655.45	666.67
334	717.65	686.87	661.62	668.61
334.3	727.86	688.46	669.59	671.67
334.6	737.73	693.78	677.57	674.73
334.9	751.62	699.1	685.54	678.05
335.2	785.63	704.41	691.46	681.88
335.5	816.67	714.17	696.97	685.72
335.8	837.35	728.37	713.99	691.15
336.1	871.39	742.66	731.01	697.28
336.4	1021.4	757.09	747.79	703.4
336.7	1168.21	771.53	757.26	707.07
337	1128.82	812.12	766.73	707.07
337.3	1134.15	872.73	772.3	707.68
337.6	1315.74	943.31	777.44	716.86
337.9	1698.64	1020.71	786.81	726.05
338.2	1902.17	1104.93	796.48	735.23
338.5	2268.37	1160.59	806.15	747.26
338.8	2777.33	1232.33	837.17	760.15
339.1	3187.8	1390.58	879.41	773.05
339.4	3330.95	1757.04	959.8	782.35
339.7	2930.85	2012.63	1047.62	789.56
340	2474.95	2228.96	1147.47	796.78
340.3	1918.16	2760.1	1248.64	819.94
340.6	1501.84	3232.32	1361.61	846.29
340.9	1147.61	3119.19	1559.59	886.87
341.2	932.44	2670.71	1764.57	955.55
341.5	793.9	2441.25	1850.04	1081.51
341.8	621.38	1981.31	2182.49	1171.05
342.1	563.15	1678.12	2688.89	1211.45
342.4	560.08	1244.45	3197.84	1320.26
342.7	545.56	850.5	2952.73	1598.65
343	531.97	726.26	2553.54	1777.78
343.3	528.77	649.57	2197.98	1939.05
343.6	525.87	601.51	1785.86	2434.34
343.9	523.16	586.37	1474.75	2818.18
344.2	519.57	571.22	1200	3047.47
344.5	515.47	565.66	1043.29	2754.01
344.8	511.51	565.66	717.17	2449.49
345.1	511.51	565.66	640.04	2036.37
345.4	511.51	554.15	575.27	1717.18
345.7	512.06	542.64	572.36	1339.39
346	514.11	535.35	569.45	1074.74
346.3	516.16	535.35	566.53	810.1
346.6	516.84	535.35	560.61	676.77
346.9	516.84	531.71	553.39	618.58
347.2	515.61	527.67	546.17	594.34
347.5	510.34	525.25	545.45	574.61
347.8	505.07	525.25	545.45	569.68
348.1	500.85	525.25	545.45	564.76
348.4	500.85	525.25	545.45	559.83
348.7	500.85	525.25	544.95	554.12
349	499.6	525.25	541.16	543.29
349.3	498.03	525.25	537.37	532.47
349.6	496.46	525.25	535.35	524.57
349.9	496.9	525.25	535.35	522.54
350.2	500.33	525.25	535.35	520.51
350.5	503.77	525.25	533.31	518.47
350.8	505.21	525.25	527.19	516.44
351.1	501.98	525.25	521.07	515.15
351.4	498.75	525.25	515.15	515.15
351.7	495.52	525.25	515.15	513.79
352	492.45	525.25	515.15	507.96
352.3	489.38	525.25	515.15	502.14
352.6	486.3	525.25	515.15	496.31
352.9	488.28	519.14	515.15	494.95
353.2	494.67	511.16	515.15	494.95
353.5	500.79	503.19	515.15	494.95
353.8	498.97	495.22	515.15	496.81
354.1	497.16	494.95	515.15	510.8
354.4	495.52	494.95	515.15	524.78
354.7	495.52	494.95	515.15	525.25
