0	0	1.5
254	675.85	664.82
254.07	675.85	664.82
254.14	675.85	664.82
254.21	675.85	664.82
254.28	675.85	664.82
254.35	675.85	664.82
254.42	675.85	664.82
254.49	675.85	664.82
254.56	675.85	664.82
254.63	675.85	664.82
254.7	675.85	664.82
254.77	675.85	664.82
254.84	675.85	664.82
254.91	675.85	664.82
254.98	675.84	664.82
255.05	675.19	667.47
255.12	674.33	667.63
255.19	673.49	665.73
255.26	673.63	665.54
255.33	674.64	667.43
255.4	675.22	669.15
255.47	674.02	667.42
255.54	674.21	668.56
255.61	673.9	668.71
255.68	672.77	666.33
255.75	677.29	667.92
255.82	677.88	669.24
255.89	675.61	670.06
255.96	673.08	669.78
256.03	676.37	669.03
256.1	679.55	668.49
256.17	677.33	669.25
256.24	673.35	666.43
256.31	673.56	665.68
256.38	679.32	669.34
256.45	677.87	669.38
256.52	677.14	668.81
256.59	677.22	668.12
256.66	678.93	669.97
256.73	678.46	670.85
256.8	677.85	671.25
256.87	678.83	671.56
256.94	677.4	669.54
257.01	678.06	668.24
257.08	681.78	668.87
257.15	683.74	672.79
257.22	682.37	673.98
257.29	679.66	673
257.36	682.52	674.49
257.43	681.96	672.9
257.5	680.41	670.7
257.57	679.55	671.07
257.64	680.55	670.99
257.71	683.01	672.17
257.78	686.88	675.44
257.85	683.19	674.5
257.92	681.84	674.84
257.99	682.2	676.22
258.06	682.8	675.74
258.13	681.53	672
258.2	680.72	668.87
258.27	682.65	672.23
258.34	682.42	669.72
258.41	682.7	669.58
258.48	683.99	675.1
258.55	682.76	674.12
258.62	684.39	673.25
258.69	687.43	673.14
258.76	687.13	676.83
258.83	688.89	679.58
258.9	690.48	681.53
258.97	689.83	682.39
259.04	689.17	681.26
259.11	689.05	679.65
259.18	689.57	677.98
259.25	688.42	678.2
259.32	686.88	678.33
259.39	685.69	678.3
259.46	687.87	677.91
259.53	690.46	678.26
259.6	691.62	678.56
259.67	689.05	677.61
259.74	690.2	679.49
259.81	691.31	680.71
259.88	691.67	679.94
259.95	690.23	681.52
260.02	690.57	681.77
260.09	691.83	680.84
260.16	691.17	680.53
260.23	694.14	682.78
260.3	695.98	684.5
260.37	692	680.93
260.44	693.79	681.09
260.51	694.8	682.45
260.58	693.76	684.44
260.65	695.2	685.79
260.72	693.69	683.82
260.79	691.03	680.03
260.86	693.45	684.99
260.93	693.95	684.69
261	694.59	683.25
261.07	697.24	685.92
261.14	697.56	683.3
261.21	697.57	682.31
261.28	697.65	685.64
261.35	697.73	684.13
261.42	698.41	682.48
261.49	699.49	681.18
261.56	700.44	682.6
261.63	698.72	684.6
261.7	697.57	686.45
261.77	700.1	687.04
261.84	699.16	687.23
261.91	699.17	686.45
261.98	701.01	684.32
262.05	701.37	684.64
262.12	701.05	686.65
262.19	700.46	689.48
262.26	700.93	687.78
262.33	702.93	688.96
262.4	704.14	690.61
262.47	702.1	689.54
262.54	701.88	690.13
262.61	701.54	689.47
262.68	700.74	686.32
262.75	702.34	689.59
262.82	704.24	690.94
262.89	706.31	690.56
262.96	708.25	691.31
263.03	706.16	691.05
263.1	703.5	690.29
263.17	703.1	689.44
263.24	706.87	691.72
263.31	708.75	692.59
263.38	707.48	690.23
263.45	710.03	691.13
263.52	712.39	691.13
263.59	713.88	690.69
263.66	711.33	694.07
263.73	710.9	693.7
263.8	711.24	691.5
263.87	711.51	689.16
263.94	712.64	693.55
264.01	714.09	696.28
264.08	715.73	694.17
264.15	714.67	695.17
264.22	713.61	695.53
264.29	712.9	695.26
264.36	714.12	695.33
264.43	715.13	697.48
264.5	715.41	698.47
264.57	714.2	692.98
264.64	716.14	694.69
264.71	716.8	697.12
264.78	715.29	698.25
264.85	716.62	696.92
264.92	717.53	696.66
264.99	717.94	697.12
265.06	717.23	695.06
265.13	718.2	696.28
265.2	719.44	697.98
265.27	719.82	696.47
265.34	720.74	694.9
265.41	720.74	694.2
265.48	719.45	694.88
265.55	716.33	692.94
265.62	717.61	693.15
265.69	721.08	695.05
265.76	719.45	694.75
265.83	720.3	695.69
265.9	721.45	696.21
265.97	721.17	693.7
266.04	723.33	694.81
266.11	724.7	695.17
266.18	724.6	693.14
266.25	723.86	692.69
266.32	723.59	691.95
266.39	723.91	690.86
266.46	725.71	689.51
266.53	724.04	687.06
266.6	721.88	685.43
266.67	721.6	687.79
266.74	722.68	688.15
266.81	723.2	689.32
266.88	722.75	692.42
266.95	722.38	693.08
267.02	722.24	694.98
267.09	722.19	697.69
267.16	721.75	697.49
267.23	718.79	694.28
267.3	717.43	692.08
267.37	722.07	697.18
267.44	721.65	695.02
267.51	721.36	692.24
267.58	722.2	690.93
267.65	722.75	694.08
267.72	721.82	694.69
267.79	720.28	693
267.86	721.09	691.92
267.93	720.96	691.69
268	720.66	692.04
268.07	720.83	692.95
268.14	720.61	692.83
268.21	720.23	692.21
268.28	719.73	691.18
268.35	718.76	689.76
268.42	719.5	688.65
268.49	721.14	688.04
268.56	721.03	689.34
268.63	719.95	690.49
268.7	719.85	691.07
268.77	722.93	690.13
268.84	721.48	689.29
268.91	720.49	688.25
268.98	720.99	686.84
269.05	724.78	691.15
269.12	725.02	691.67
269.19	723.12	689.23
269.26	723.23	691
269.33	724.78	690.42
269.4	726.2	689.46
269.47	726.07	690.74
269.54	728.13	691.02
269.61	729.64	691.9
269.68	729.98	694.04
269.75	727.07	690.8
269.82	726.34	687.69
269.89	727.54	685.69
269.96	730.79	690.58
270.03	732.21	692.27
270.1	731.66	692.16
270.17	728.1	691.2
270.24	729.72	692.35
270.31	731.91	693.83
270.38	733.83	695.12
270.45	736.1	697.07
270.52	736.25	696.57
270.59	735.35	694.22
270.66	736.93	694.42
270.73	736.81	696.54
270.8	736.64	698.1
270.87	737.85	695.25
270.94	738.35	694.83
271.01	739.47	695.7
271.08	741.47	697.75
271.15	742.3	696.21
271.22	743.44	696.36
271.29	744.57	698.01
271.36	744.5	698.87
271.43	744.11	699.45
271.5	744.12	700.12
271.57	745.36	701.42
271.64	745	699.87
271.71	745.66	699.55
271.78	747.96	702.08
271.85	752.96	706.74
271.92	754.01	705.83
271.99	752.65	700.88
272.06	753.46	703.28
272.13	754.43	704.15
272.2	755.14	704.42
272.27	755.08	705.02
272.34	756.11	703.98
272.41	756.2	703.58
272.48	754.95	704.76
272.55	757.49	705.85
272.62	758.74	705.41
272.69	760	704.26
