%H field first colomn	Temp row	DeltaTad array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data	 Interpolated from 6 field measurement
0.0000		255			256			257			258			259			260			261			262			263			264			265			266			267			268			269			270			271			272			273			274			275			276			277			278			279			280			281			282			283			284			285			286			287			288			289			290			291			292			293			294			295			296			297			298			299			300			301			302			303			304			305			306			307			308			
 0.000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		  0.0000		
 0.010		  0.0039		  0.0039		  0.0041		  0.0040		  0.0040		  0.0041		  0.0045		  0.0046		  0.0047		  0.0050		  0.0053		  0.0057		  0.0060		  0.0063		  0.0095		  0.0092		  0.0098		  0.0092		  0.0101		  0.0107		  0.0111		  0.0120		  0.0130		  0.0147		  0.0161		  0.0173		  0.0186		  0.0198		  0.0210		  0.0230		  0.0242		  0.0254		  0.0260		  0.0245		  0.0208		  0.0167		  0.0134		  0.0107		  0.0084		  0.0067		  0.0054		  0.0046		  0.0052		  0.0044		  0.0052		  0.0046		  0.0040		  0.0035		  0.0031		  0.0044		  0.0042		  0.0042		  0.0042		     NaN		
 0.020		  0.0077		  0.0079		  0.0081		  0.0079		  0.0080		  0.0083		  0.0089		  0.0091		  0.0095		  0.0099		  0.0105		  0.0115		  0.0119		  0.0126		  0.0189		  0.0184		  0.0195		  0.0185		  0.0202		  0.0214		  0.0222		  0.0241		  0.0260		  0.0294		  0.0323		  0.0346		  0.0373		  0.0396		  0.0419		  0.0461		  0.0484		  0.0509		  0.0520		  0.0490		  0.0417		  0.0335		  0.0268		  0.0214		  0.0169		  0.0133		  0.0107		  0.0092		  0.0104		  0.0088		  0.0104		  0.0091		  0.0079		  0.0070		  0.0062		  0.0088		  0.0084		  0.0084		  0.0084		     NaN		
 0.030		  0.0116		  0.0118		  0.0122		  0.0119		  0.0120		  0.0124		  0.0134		  0.0137		  0.0142		  0.0149		  0.0158		  0.0172		  0.0179		  0.0190		  0.0284		  0.0275		  0.0293		  0.0277		  0.0302		  0.0321		  0.0333		  0.0361		  0.0390		  0.0440		  0.0484		  0.0519		  0.0559		  0.0594		  0.0629		  0.0691		  0.0726		  0.0763		  0.0780		  0.0734		  0.0625		  0.0502		  0.0401		  0.0322		  0.0253		  0.0200		  0.0161		  0.0139		  0.0156		  0.0133		  0.0156		  0.0137		  0.0119		  0.0105		  0.0094		  0.0132		  0.0127		  0.0127		  0.0127		     NaN		
 0.040		  0.0155		  0.0158		  0.0162		  0.0158		  0.0160		  0.0165		  0.0179		  0.0182		  0.0189		  0.0198		  0.0210		  0.0229		  0.0239		  0.0253		  0.0378		  0.0367		  0.0390		  0.0369		  0.0403		  0.0428		  0.0444		  0.0481		  0.0519		  0.0587		  0.0646		  0.0692		  0.0745		  0.0791		  0.0839		  0.0921		  0.0968		  0.1017		  0.1040		  0.0979		  0.0834		  0.0670		  0.0535		  0.0429		  0.0338		  0.0266		  0.0214		  0.0185		  0.0207		  0.0177		  0.0208		  0.0182		  0.0158		  0.0140		  0.0125		  0.0175		  0.0169		  0.0169		  0.0169		     NaN		
 0.050		  0.0193		  0.0197		  0.0203		  0.0198		  0.0201		  0.0206		  0.0224		  0.0228		  0.0236		  0.0248		  0.0263		  0.0286		  0.0298		  0.0316		  0.0473		  0.0459		  0.0488		  0.0461		  0.0504		  0.0535		  0.0555		  0.0601		  0.0649		  0.0734		  0.0807		  0.0865		  0.0932		  0.0989		  0.1049		  0.1151		  0.1209		  0.1272		  0.1300		  0.1224		  0.1042		  0.0837		  0.0669		  0.0536		  0.0422		  0.0333		  0.0268		  0.0231		  0.0259		  0.0221		  0.0260		  0.0228		  0.0198		  0.0175		  0.0156		  0.0219		  0.0211		  0.0211		  0.0211		     NaN		
 0.060		  0.0232		  0.0236		  0.0244		  0.0237		  0.0241		  0.0248		  0.0268		  0.0273		  0.0284		  0.0297		  0.0315		  0.0344		  0.0358		  0.0379		  0.0568		  0.0551		  0.0585		  0.0554		  0.0605		  0.0642		  0.0666		  0.0722		  0.0779		  0.0881		  0.0969		  0.1038		  0.1118		  0.1187		  0.1258		  0.1382		  0.1451		  0.1526		  0.1561		  0.1469		  0.1251		  0.1005		  0.0803		  0.0643		  0.0507		  0.0400		  0.0321		  0.0277		  0.0311		  0.0265		  0.0312		  0.0273		  0.0238		  0.0210		  0.0187		  0.0263		  0.0253		  0.0253		  0.0253		     NaN		
 0.070		  0.0271		  0.0276		  0.0284		  0.0277		  0.0281		  0.0289		  0.0313		  0.0319		  0.0331		  0.0347		  0.0368		  0.0401		  0.0418		  0.0443		  0.0662		  0.0643		  0.0683		  0.0646		  0.0706		  0.0749		  0.0777		  0.0842		  0.0909		  0.1027		  0.1130		  0.1211		  0.1305		  0.1385		  0.1468		  0.1612		  0.1693		  0.1780		  0.1821		  0.1714		  0.1459		  0.1172		  0.0937		  0.0751		  0.0591		  0.0466		  0.0375		  0.0323		  0.0363		  0.0309		  0.0364		  0.0319		  0.0277		  0.0245		  0.0219		  0.0307		  0.0295		  0.0295		  0.0295		     NaN		
 0.080		  0.0309		  0.0315		  0.0325		  0.0316		  0.0321		  0.0330		  0.0358		  0.0365		  0.0378		  0.0397		  0.0420		  0.0458		  0.0477		  0.0506		  0.0757		  0.0734		  0.0780		  0.0738		  0.0807		  0.0856		  0.0888		  0.0962		  0.1039		  0.1174		  0.1292		  0.1384		  0.1491		  0.1583		  0.1678		  0.1842		  0.1935		  0.2035		  0.2081		  0.1958		  0.1668		  0.1340		  0.1071		  0.0858		  0.0676		  0.0533		  0.0428		  0.0369		  0.0415		  0.0353		  0.0416		  0.0365		  0.0317		  0.0280		  0.0250		  0.0351		  0.0337		  0.0337		  0.0337		     NaN		
 0.090		  0.0348		  0.0355		  0.0365		  0.0356		  0.0361		  0.0371		  0.0403		  0.0410		  0.0426		  0.0446		  0.0473		  0.0515		  0.0537		  0.0569		  0.0851		  0.0826		  0.0878		  0.0830		  0.0907		  0.0963		  0.0999		  0.1082		  0.1169		  0.1321		  0.1453		  0.1557		  0.1677		  0.1781		  0.1887		  0.2072		  0.2177		  0.2289		  0.2341		  0.2203		  0.1876		  0.1507		  0.1204		  0.0965		  0.0760		  0.0600		  0.0482		  0.0416		  0.0467		  0.0398		  0.0468		  0.0410		  0.0357		  0.0316		  0.0281		  0.0395		  0.0380		  0.0380		  0.0380		     NaN		
