%H field first colomn	Temp row	Ds array	Corrected for demagnetization using the Anaroni demagnetization factor	 NaN means no data
0.0000		127.73			177.66			212.56			227.43			237.33			247.10			256.87			262.30			263.35			264.37			265.37			266.35			267.31			268.29			269.28			270.28			271.29			272.31			273.29			274.26			275.27			276.27			277.25			278.23			279.25			280.23			281.16			282.14			283.14			284.14			285.14			286.12			287.14			288.12			289.07			290.05			291.03			292.02			293.00			293.96			294.93			295.91			296.88			297.86			298.84			299.82			300.80			302.28			304.23			306.18			308.11			310.03			311.94			313.86			315.80			317.75			319.72			
 0.210		 -0.0152		 -0.0268		 -0.0356		 -0.0448		 -0.0633		 -0.0969		 -0.1388		 -0.1392		 -0.1932		 -0.1846		 -0.1920		 -0.1968		 -0.2551		 -0.2178		 -0.2508		 -0.2879		 -0.3249		 -0.3431		 -0.3540		 -0.3931		 -0.4985		 -0.4808		 -0.5141		 -0.5916		 -0.6886		 -0.6788		 -0.8424		 -0.9652		 -1.0423		 -1.0895		 -1.1675		 -1.2068		 -1.1687		 -1.1016		 -0.9722		 -0.8177		 -0.6391		 -0.4969		 -0.3885		 -0.2999		 -0.2331		 -0.1823		 -0.1452		 -0.1184		 -0.0961		 -0.0791		 -0.0642		 -0.0523		 -0.0412		 -0.0318		 -0.0253		 -0.0203		 -0.0168		 -0.0134		 -0.0111		 -0.0092		     NaN		
 0.220		 -0.0162		 -0.0283		 -0.0377		 -0.0474		 -0.0670		 -0.1022		 -0.1451		 -0.1467		 -0.2021		 -0.1945		 -0.2023		 -0.2079		 -0.2674		 -0.2308		 -0.2646		 -0.3025		 -0.3410		 -0.3602		 -0.3725		 -0.4135		 -0.5212		 -0.5054		 -0.5410		 -0.6219		 -0.7226		 -0.7157		 -0.8839		 -1.0113		 -1.0932		 -1.1435		 -1.2241		 -1.2647		 -1.2261		 -1.1553		 -1.0215		 -0.8622		 -0.6770		 -0.5290		 -0.4154		 -0.3224		 -0.2514		 -0.1975		 -0.1576		 -0.1287		 -0.1046		 -0.0862		 -0.0701		 -0.0572		 -0.0450		 -0.0348		 -0.0277		 -0.0222		 -0.0184		 -0.0147		 -0.0122		 -0.0101		     NaN		
 0.230		 -0.0173		 -0.0299		 -0.0398		 -0.0501		 -0.0707		 -0.1075		 -0.1514		 -0.1542		 -0.2111		 -0.2044		 -0.2128		 -0.2192		 -0.2797		 -0.2437		 -0.2785		 -0.3170		 -0.3571		 -0.3773		 -0.3909		 -0.4338		 -0.5438		 -0.5299		 -0.5678		 -0.6520		 -0.7564		 -0.7525		 -0.9252		 -1.0573		 -1.1437		 -1.1971		 -1.2803		 -1.3221		 -1.2830		 -1.2089		 -1.0707		 -0.9068		 -0.7152		 -0.5615		 -0.4427		 -0.3452		 -0.2702		 -0.2131		 -0.1703		 -0.1393		 -0.1133		 -0.0936		 -0.0762		 -0.0622		 -0.0490		 -0.0380		 -0.0302		 -0.0242		 -0.0200		 -0.0160		 -0.0133		 -0.0110		     NaN		
 0.240		 -0.0183		 -0.0314		 -0.0420		 -0.0528		 -0.0745		 -0.1127		 -0.1577		 -0.1618		 -0.2201		 -0.2143		 -0.2234		 -0.2305		 -0.2919		 -0.2567		 -0.2923		 -0.3314		 -0.3731		 -0.3943		 -0.4093		 -0.4541		 -0.5664		 -0.5545		 -0.5944		 -0.6822		 -0.7901		 -0.7891		 -0.9664		 -1.1031		 -1.1939		 -1.2503		 -1.3363		 -1.3791		 -1.3398		 -1.2623		 -1.1199		 -0.9514		 -0.7538		 -0.5941		 -0.4702		 -0.3684		 -0.2894		 -0.2290		 -0.1833		 -0.1502		 -0.1224		 -0.1012		 -0.0825		 -0.0674		 -0.0532		 -0.0413		 -0.0328		 -0.0262		 -0.0217		 -0.0174		 -0.0145		 -0.0119		     NaN		
 0.250		 -0.0193		 -0.0330		 -0.0441		 -0.0554		 -0.0782		 -0.1179		 -0.1641		 -0.1695		 -0.2291		 -0.2243		 -0.2341		 -0.2418		 -0.3040		 -0.2697		 -0.3061		 -0.3459		 -0.3889		 -0.4115		 -0.4278		 -0.4743		 -0.5889		 -0.5789		 -0.6210		 -0.7122		 -0.8237		 -0.8255		 -1.0074		 -1.1488		 -1.2438		 -1.3032		 -1.3919		 -1.4357		 -1.3963		 -1.3156		 -1.1692		 -0.9961		 -0.7927		 -0.6270		 -0.4981		 -0.3919		 -0.3089		 -0.2452		 -0.1966		 -0.1614		 -0.1318		 -0.1092		 -0.0890		 -0.0728		 -0.0575		 -0.0447		 -0.0355		 -0.0284		 -0.0235		 -0.0189		 -0.0157		 -0.0129		     NaN		
 0.260		 -0.0204		 -0.0346		 -0.0462		 -0.0581		 -0.0819		 -0.1229		 -0.1703		 -0.1772		 -0.2381		 -0.2343		 -0.2449		 -0.2533		 -0.3161		 -0.2826		 -0.3199		 -0.3603		 -0.4048		 -0.4287		 -0.4462		 -0.4945		 -0.6114		 -0.6033		 -0.6474		 -0.7421		 -0.8571		 -0.8617		 -1.0482		 -1.1942		 -1.2934		 -1.3557		 -1.4472		 -1.4921		 -1.4526		 -1.3687		 -1.2185		 -1.0409		 -0.8317		 -0.6601		 -0.5263		 -0.4158		 -0.3288		 -0.2617		 -0.2102		 -0.1730		 -0.1414		 -0.1173		 -0.0957		 -0.0784		 -0.0620		 -0.0482		 -0.0383		 -0.0306		 -0.0253		 -0.0204		 -0.0169		 -0.0140		     NaN		
 0.270		 -0.0214		 -0.0362		 -0.0483		 -0.0608		 -0.0857		 -0.1278		 -0.1767		 -0.1850		 -0.2471		 -0.2442		 -0.2559		 -0.2647		 -0.3281		 -0.2955		 -0.3336		 -0.3747		 -0.4207		 -0.4458		 -0.4646		 -0.5148		 -0.6338		 -0.6276		 -0.6738		 -0.7720		 -0.8905		 -0.8978		 -1.0890		 -1.2394		 -1.3427		 -1.4077		 -1.5022		 -1.5481		 -1.5086		 -1.4216		 -1.2679		 -1.0858		 -0.8709		 -0.6934		 -0.5547		 -0.4400		 -0.3490		 -0.2785		 -0.2241		 -0.1849		 -0.1513		 -0.1257		 -0.1027		 -0.0842		 -0.0666		 -0.0519		 -0.0411		 -0.0329		 -0.0272		 -0.0219		 -0.0182		 -0.0151		     NaN		
 0.280		 -0.0224		 -0.0378		 -0.0505		 -0.0635		 -0.0895		 -0.1326		 -0.1830		 -0.1927		 -0.2561		 -0.2541		 -0.2668		 -0.2760		 -0.3402		 -0.3084		 -0.3472		 -0.3891		 -0.4367		 -0.4629		 -0.4830		 -0.5350		 -0.6563		 -0.6517		 -0.7000		 -0.8017		 -0.9237		 -0.9336		 -1.1295		 -1.2844		 -1.3917		 -1.4593		 -1.5568		 -1.6038		 -1.5645		 -1.4743		 -1.3174		 -1.1310		 -0.9102		 -0.7269		 -0.5835		 -0.4645		 -0.3694		 -0.2956		 -0.2384		 -0.1970		 -0.1614		 -0.1343		 -0.1098		 -0.0902		 -0.0714		 -0.0557		 -0.0441		 -0.0353		 -0.0292		 -0.0235		 -0.0196		 -0.0162		     NaN		
 0.290		 -0.0235		 -0.0394		 -0.0526		 -0.0663		 -0.0932		 -0.1375		 -0.1894		 -0.2004		 -0.2651		 -0.2640		 -0.2776		 -0.2873		 -0.3523		 -0.3212		 -0.3608		 -0.4035		 -0.4526		 -0.4800		 -0.5013		 -0.5553		 -0.6787		 -0.6757		 -0.7262		 -0.8313		 -0.9568		 -0.9694		 -1.1699		 -1.3291		 -1.4403		 -1.5106		 -1.6111		 -1.6594		 -1.6201		 -1.5269		 -1.3668		 -1.1761		 -0.9495		 -0.7606		 -0.6127		 -0.4892		 -0.3901		 -0.3130		 -0.2529		 -0.2094		 -0.1718		 -0.1432		 -0.1172		 -0.0963		 -0.0763		 -0.0596		 -0.0472		 -0.0378		 -0.0312		 -0.0252		 -0.0210		 -0.0173		     NaN		
 0.300		 -0.0245		 -0.0410		 -0.0547		 -0.0690		 -0.0970		 -0.1424		 -0.1957		 -0.2080		 -0.2740		 -0.2739		 -0.2883		 -0.2986		 -0.3644		 -0.3341		 -0.3743		 -0.4180		 -0.4686		 -0.4970		 -0.5197		 -0.5756		 -0.7010		 -0.6997		 -0.7524		 -0.8609		 -0.9899		 -1.0050		 -1.2101		 -1.3735		 -1.4886		 -1.5617		 -1.6652		 -1.7147		 -1.6756		 -1.5794		 -1.4161		 -1.2213		 -0.9889		 -0.7945		 -0.6421		 -0.5143		 -0.4110		 -0.3307		 -0.2677		 -0.2221		 -0.1824		 -0.1523		 -0.1247		 -0.1026		 -0.0813		 -0.0636		 -0.0504		 -0.0403		 -0.0333		 -0.0269		 -0.0224		 -0.0185		     NaN		
