Data from Cheng, Nature Communications volume 13, Article number: 7201 (2022) doi: 10.1038/s41467-022-34943-w

396.5157	480.7995
441.1150	447.1822
484.3206	413.5649
526.1324	379.9476
559.5819	351.3106
595.8188	323.9187
627.8746	294.0367
659.9303	266.6448
687.8049	241.7431
718.4669	221.8218
747.7352	195.6750
779.7909	165.7929
