Data from Goodson 2008 (10.1115/1.2945904)
Temperature(K)	Thermal conductivity(W/m/K)

239.4864865	4.85625
242.7933227	4.85625
247.1176471	4.957211538
252.4594595	5.058173077
257.4197138	5.113701923
262.7615262	5.081730769
267.9761526	5.221394231
272.682035	5.255048077
278.0238474	5.361057692
282.7297297	5.386298077
287.5627981	5.441826923
291.2511924	5.500721154
296.5930048	5.529326923
303.3338633	5.581490385

