Data from https://doi.org/10.1002/adma.201903577
Upon cooling
Temperature(K)	Heat capacity(J/kg/K)
187.68	362.69
187.71	362.73
187.75	362.79
187.78	362.86
187.81	362.92
187.85	362.96
187.88	362.99
187.91	362.99
187.94	363
187.98	363.01
188.01	363.04
188.05	363.07
188.08	363.1
188.11	363.12
188.15	363.14
188.18	363.18
188.21	363.21
188.25	363.23
188.28	363.24
188.32	363.26
188.35	363.31
188.38	363.37
188.42	363.43
188.45	363.47
188.48	363.5
188.51	363.54
188.55	363.56
188.58	363.57
188.62	363.56
188.65	363.56
188.68	363.58
188.71	363.62
188.75	363.66
188.78	363.72
188.81	363.77
188.85	363.82
188.88	363.86
188.92	363.89
188.95	363.9
188.98	363.85
189.01	363.78
189.05	363.75
189.08	363.77
189.12	363.81
189.15	363.85
189.18	363.9
189.21	363.95
189.25	364
189.28	364.04
189.32	364.09
189.35	364.14
189.38	364.2
189.42	364.27
189.45	364.34
189.48	364.42
189.52	364.48
189.55	364.53
189.58	364.54
189.62	364.52
189.65	364.51
189.68	364.51
189.72	364.52
189.75	364.55
189.78	364.59
189.82	364.63
189.85	364.66
189.88	364.65
189.92	364.61
189.95	364.61
189.98	364.64
190.02	364.67
190.05	364.7
190.09	364.72
190.12	364.73
190.15	364.75
190.19	364.76
190.22	364.79
190.25	364.79
190.29	364.73
190.32	364.68
190.35	364.69
190.39	364.73
190.42	364.76
190.45	364.79
190.49	364.8
190.52	364.84
190.56	364.91
190.59	364.99
190.62	365.06
190.65	365.1
190.69	365.14
190.72	365.17
190.75	365.2
190.79	365.24
190.82	365.28
190.85	365.34
190.89	365.39
190.92	365.43
190.95	365.47
190.99	365.51
191.02	365.54
191.05	365.58
191.09	365.62
191.12	365.64
191.15	365.64
191.19	365.63
191.22	365.66
191.26	365.76
191.29	365.88
191.32	365.93
191.36	365.93
191.39	365.91
191.42	365.92
191.46	365.94
191.49	365.97
191.53	366
191.56	366.01
191.59	366.03
191.62	366.04
191.66	366.05
191.69	366.06
191.72	366.08
191.76	366.1
191.79	366.13
191.82	366.17
191.86	366.21
191.89	366.24
191.93	366.26
191.96	366.27
191.99	366.26
192.02	366.26
192.05	366.29
192.09	366.34
192.12	366.38
192.16	366.42
192.19	366.47
192.22	366.52
192.26	366.56
192.29	366.57
192.32	366.55
192.36	366.54
192.39	366.57
192.43	366.61
192.46	366.66
192.49	366.73
192.52	366.8
192.56	366.88
192.59	366.95
192.63	366.99
192.66	367.01
192.69	367.03
192.73	367.06
192.76	367.1
192.79	367.15
192.83	367.2
192.86	367.25
192.89	367.27
192.92	367.26
192.96	367.24
192.99	367.21
193.03	367.21
193.06	367.25
193.09	367.28
193.13	367.29
193.16	367.3
193.19	367.32
193.23	367.35
193.26	367.4
193.3	367.46
193.33	367.52
193.36	367.58
193.39	367.64
193.43	367.72
193.46	367.81
193.49	367.91
193.53	367.97
193.56	368.03
193.6	368.08
193.63	368.13
193.66	368.19
193.69	368.25
193.73	368.31
193.76	368.36
193.8	368.41
193.83	368.46
193.86	368.5
193.89	368.54
193.93	368.56
193.96	368.58
194	368.61
194.03	368.62
194.06	368.63
194.1	368.62
194.13	368.62
194.16	368.64
194.2	368.68
194.23	368.72
194.26	368.78
194.3	368.83
194.33	368.89
194.36	368.94
194.4	368.99
194.43	369.05
194.46	369.11
194.5	369.18
194.53	369.25
194.56	369.31
194.6	369.38
194.63	369.44
194.66	369.51
194.7	369.58
194.73	369.64
194.77	369.68
194.8	369.71
194.83	369.7
194.86	369.63
194.9	369.52
194.93	369.42
194.97	369.36
195	369.31
195.03	369.23
195.07	369.13
195.1	369.04
195.13	368.96
195.17	368.87
195.2	368.8
195.23	368.74
195.27	368.72
195.3	368.7
195.33	368.68
195.37	368.67
195.4	368.69
195.43	368.73
195.47	368.79
195.5	368.86
195.53	368.95
195.57	369.04
195.6	369.11
195.63	369.17
195.67	369.23
195.7	369.28
195.74	369.33
195.77	369.38
195.8	369.43
195.83	369.48
195.87	369.54
195.9	369.59
195.93	369.64
195.97	369.68
196	369.71
196.03	369.75
196.07	369.82
196.1	369.9
196.14	369.97
196.17	370.03
196.2	370.06
196.23	370.07
196.27	370.08
196.3	370.1
196.33	370.13
196.37	370.16
196.4	370.15
196.43	370.1
196.47	370.06
196.5	370.05
196.53	370.06
196.57	370.08
196.6	370.11
196.64	370.16
196.67	370.22
196.7	370.26
196.74	370.31
196.77	370.41
196.8	370.57
196.84	370.7
196.87	370.78
196.9	370.84
196.94	370.89
196.97	370.95
197.01	371.01
197.04	371.07
197.07	371.12
197.1	371.17
197.14	371.2
197.17	371.2
197.2	371.21
197.24	371.23
197.27	371.27
197.3	371.3
197.34	371.33
197.37	371.32
197.4	371.32
197.44	371.34
197.47	371.38
197.5	371.43
197.54	371.5
197.57	371.57
197.61	371.63
197.64	371.69
197.67	371.75
197.71	371.81
197.74	371.81
197.77	371.79
197.81	371.79
197.84	371.84
197.87	371.91
197.9	371.99
197.94	372.05
197.97	372.09
198.01	372.15
198.04	372.2
198.07	372.21
198.1	372.09
198.14	371.91
198.17	371.79
198.21	371.79
198.24	371.83
198.27	371.88
198.31	371.91
198.34	371.96
198.37	372.02
198.41	372.07
198.44	372.13
198.48	372.19
198.51	372.26
198.54	372.32
198.57	372.38
198.61	372.44
198.64	372.52
198.68	372.6
198.71	372.69
198.74	372.77
198.78	372.83
198.81	372.89
198.84	372.92
198.87	372.93
198.91	372.95
198.94	373
198.97	373.07
199.01	373.11
199.04	373.13
199.07	373.14
199.11	373.16
199.14	373.15
199.17	373.02
199.21	372.82
199.24	372.66
199.27	372.57
199.31	372.56
199.34	372.6
199.37	372.64
199.41	372.69
199.44	372.74
199.47	372.79
199.51	372.84
199.54	372.9
199.57	372.95
199.61	372.98
199.64	373.03
199.67	373.1
199.71	373.18
199.74	373.27
199.78	373.34
199.81	373.4
199.84	373.45
199.88	373.5
199.91	373.56
199.94	373.62
199.98	373.65
200.01	373.58
200.04	373.42
200.08	373.31
200.11	373.3
200.14	373.34
200.18	373.42
200.21	373.46
200.24	373.38
200.28	373.29
200.31	373.29
200.34	373.33
200.38	373.38
