0	0	1.5
270	633.18	627.81
270.07	633.18	627.81
270.14	633.18	627.81
270.21	633.18	627.81
270.28	633.18	627.81
270.35	633.18	627.81
270.42	633.18	627.81
270.49	633.18	627.81
270.56	633.18	627.81
270.63	633.18	627.81
270.7	633.18	627.81
270.77	633.18	627.81
270.84	633.18	627.81
270.91	633.18	627.81
270.98	633.81	626.73
271.05	633.47	626.33
271.12	632.69	627.67
271.19	634.13	627.21
271.26	633.38	626.89
271.33	631.8	626.92
271.4	630.5	627.5
271.47	630.26	627.83
271.54	631.41	627.71
271.61	634.25	626.45
271.68	634.75	627.13
271.75	635.05	628.5
271.82	635.68	630.16
271.89	639.28	631.34
271.96	642	631.76
272.03	643.64	631.64
272.1	643.4	633.66
272.17	642.05	632.19
272.24	641.74	629.96
272.31	643.16	632.02
272.38	643.35	630.16
272.45	643.91	629.15
272.52	644.85	631.6
272.59	646.34	629.05
272.66	645.34	629.33
272.73	644.15	632.54
272.8	645.27	632.39
272.87	645.04	632.95
272.94	646	633.42
273.01	648.95	632.12
273.08	647.09	633.05
273.15	647.16	633.85
273.22	648.72	633.36
273.29	649.77	635.47
273.36	651.08	634.89
273.43	652.02	631.87
273.5	651.67	634.46
273.57	651.28	634.97
273.64	651.18	634.4
273.71	651.5	634.05
273.78	651.53	635.4
273.85	653.09	635.5
273.92	655.19	632.54
273.99	652.84	635.19
274.06	652.86	636.22
274.13	654	635.29
274.2	655.48	635.62
274.27	655.55	636.95
274.34	656.14	638.71
274.41	657.8	640.05
274.48	656.26	639.08
274.55	655.54	638.4
274.62	655.7	639.38
274.69	657.26	637.6
274.76	657.71	637.44
274.83	657.16	638.9
274.9	655.2	637.7
274.97	655.81	638.2
275.04	657.31	639.57
275.11	659.41	640.69
275.18	659.55	640.13
275.25	659.96	639.6
275.32	660.44	639.91
275.39	659.71	637.83
275.46	658.13	638.22
275.53	657.33	640.98
275.6	659.52	640.49
275.67	659.44	641.74
275.74	659.73	643.38
275.81	661.14	642.92
275.88	660.31	643.78
275.95	661.63	644.97
276.02	664.3	646.11
276.09	664.6	642.8
276.16	663.35	640.64
276.23	662.87	640.32
276.3	666.13	644.61
276.37	666.21	645.21
276.44	664.78	643.66
276.51	662.04	641.72
276.58	665.18	644.78
276.65	666.3	646.94
276.72	666.16	645.06
276.79	668.48	645.3
276.86	667.17	645.53
276.93	666	645.54
277	669.27	645.21
277.07	668.68	645.57
277.14	668.25	646.15
277.21	669.05	646.11
277.28	670.43	645.61
277.35	671.8	646.59
277.42	673.18	650.44
277.49	674.88	649.14
277.56	673.54	648.49
277.63	672.35	648.84
277.7	674.96	648.87
277.77	675.93	648.76
277.84	675.67	648.64
277.91	674.11	648.71
277.98	676.2	650.7
278.05	678.07	652.4
278.12	678.91	652.63
278.19	674.31	651.53
278.26	674.09	651.23
278.33	675.45	651.81
278.4	676.1	651.96
278.47	676.26	652.47
278.54	676.88	653.33
278.61	678.26	654.78
278.68	678.39	653.27
278.75	679.56	652.65
278.82	681.02	655.05
278.89	678.86	655.43
